season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,SecA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,PSN,RS%,HR%,K%,BB%,K-BB%,BB/K
2024,16580,257,1.0,02/16/2024,4525491,home,456,UNC Asheville,11,2,29,11,8,2,0,4,10,0,1,9,9,1,22,1.0,2,1,0,0.0,0,1.0,10.212682926829268,39,0.276,0.759,0.487,0.966,1.453,256.0,0.069,0.25,17.338,16.742,17.664,0.0,0.467,0.103,0.231,0.231,0.0,1.0
2024,16580,257,1.0,02/17/2024,4525727,home,456,UNC Asheville,17,5,37,17,16,3,0,6,17,0,0,6,6,0,37,0.0,1,0,0,0.0,0,1.0,20.292272727272728,43,0.432,0.73,0.535,1.243,1.778,348.0,0.081,0.4,29.782,29.282,29.704,0.0,0.647,0.14,0.14,0.14,0.0,1.0
2024,16580,257,1.0,02/18/2024,4526049,home,456,UNC Asheville,10,0,29,10,10,3,0,0,9,0,0,9,4,0,13,0.0,4,0,0,0.0,0,0.0,8.969999999999999,38,0.345,0.414,0.605,0.552,1.157,140.0,0.103,0.4,11.198,10.908,11.116,,0.435,0.0,0.105,0.237,-0.132,2.25
2024,16580,260,1.0,02/16/2024,4525525,away,110,UCLA,7,8,36,7,9,2,0,1,6,0,0,4,9,0,14,0.0,1,1,0,0.0,0,0.0,5.112380952380953,41,0.25,0.25,0.341,0.472,0.813,86.0,0.056,0.308,10.018,9.684,9.888,0.0,0.462,0.024,0.22,0.098,0.122,0.444
2024,16580,260,1.0,02/17/2024,4525754,away,110,UCLA,3,10,34,3,8,1,0,1,2,0,0,3,7,0,12,2.0,1,0,0,0.0,0,2.0,3.4315789473684206,37,0.235,0.206,0.324,0.412,0.736,65.0,0.029,0.269,7.444,7.902,8.084,0.0,0.182,0.027,0.189,0.081,0.108,0.429
2024,16580,260,1.0,02/18/2024,4526080,away,110,UCLA,0,6,32,0,6,0,0,0,0,1,0,1,12,0,6,1.0,2,0,0,0.0,0,1.0,1.5645714285714287,33,0.188,0.062,0.273,0.188,0.461,-11.0,0.0,0.3,3.094,3.272,3.404,0.0,0.0,0.0,0.364,0.03,0.334,0.083
2024,16580,261,1.0,02/16/2024,4525574,neutral,553,Prairie View,5,10,36,4,9,1,0,1,5,1,0,1,8,0,13,0.0,1,0,0,0.0,0,0.0,3.927368421052632,37,0.25,0.167,0.297,0.417,0.714,64.0,0.028,0.296,9.106,8.814,9.008,1.0,0.3,0.027,0.216,0.027,0.189,0.125
2024,16580,261,1.0,02/17/2024,4526006,neutral,665,Southern U.,10,0,30,9,10,2,2,0,8,2,0,4,7,0,16,0.0,0,0,2,0.0,0,1.0,6.684444444444445,36,0.333,0.4,0.389,0.667,1.056,152.0,0.267,0.4,13.204,12.2,12.4,0.0,0.643,0.0,0.194,0.111,0.083,0.571
2024,16580,261,1.0,02/18/2024,4526263,neutral,314,Jackson St.,6,7,35,5,10,0,1,0,6,0,0,8,13,0,12,2.0,0,0,0,0.0,0,2.0,5.239069767441861,43,0.286,0.286,0.419,0.371,0.79,63.0,0.086,0.455,7.026,7.55,7.72,,0.278,0.0,0.302,0.186,0.116,0.615
2024,16580,277,1.0,02/16/2024,4525699,home,433,Ole Miss,4,5,41,4,7,1,0,0,3,2,0,9,18,2,8,0.0,2,2,0,0.0,0,1.0,3.4851851851851854,52,0.171,0.293,0.346,0.22,0.566,8.0,0.024,0.304,6.036,4.548,4.716,0.0,0.222,0.0,0.346,0.173,0.173,0.5
2024,16580,277,1.0,02/17/2024,4525968,home,433,Ole Miss,2,5,23,2,4,0,0,0,2,2,0,4,5,0,4,1.0,2,0,0,0.0,0,2.0,1.7613793103448279,27,0.174,0.261,0.37,0.174,0.544,-4.0,0.0,0.222,2.28,2.478,2.576,0.0,0.2,0.0,0.185,0.148,0.037,0.8
2024,16580,277,1.0,02/17/2024,4542967,home,433,Ole Miss,9,1,26,9,9,2,0,1,9,0,0,4,7,0,14,0.0,0,0,0,0.0,0,0.0,6.517333333333332,30,0.346,0.346,0.433,0.654,1.087,153.0,0.077,0.444,10.554,10.334,10.508,0.0,0.667,0.033,0.233,0.133,0.1,0.571
2024,16580,277,1.0,02/18/2024,4526247,home,433,Ole Miss,13,4,36,13,9,3,0,0,11,0,0,10,10,0,12,0.0,4,1,1,0.0,0,0.0,6.937692307692308,48,0.25,0.361,0.479,0.417,0.896,84.0,0.083,0.333,10.0,9.294,9.508,,0.565,0.0,0.208,0.208,0.0,1.0
2024,16580,283,1.0,02/16/2024,4525507,away,746,Virginia,8,10,40,8,15,2,0,1,7,2,0,3,10,0,20,1.0,0,0,0,0.0,1,1.0,8.23953488372093,43,0.375,0.25,0.419,0.575,0.994,127.0,0.05,0.483,14.84,14.89,15.14,1.3,0.412,0.023,0.233,0.07,0.163,0.3
2024,16580,283,1.0,02/17/2024,4525737,away,746,Virginia,3,21,36,3,9,1,0,0,2,2,0,5,10,0,10,0.0,1,0,0,0.0,0,0.0,4.153333333333333,41,0.25,0.222,0.366,0.306,0.672,37.0,0.028,0.346,6.81,6.564,6.728,0.0,0.2,0.0,0.244,0.122,0.122,0.5
2024,16580,283,1.0,02/18/2024,4526063,away,746,Virginia,9,11,38,9,11,3,0,1,9,0,0,7,7,0,17,1.0,0,0,1,0.0,0,1.0,6.966521739130434,46,0.289,0.342,0.391,0.553,0.944,117.0,0.079,0.323,12.394,12.064,12.288,0.0,0.471,0.022,0.152,0.152,0.0,1.0
2024,16580,285,1.0,02/16/2024,4525637,away,786,William & Mary,4,2,35,4,7,2,0,0,4,4,0,1,13,0,9,0.0,1,1,0,0.0,0,0.0,2.3231578947368416,37,0.2,0.2,0.243,0.314,0.557,25.0,0.057,0.318,6.476,6.216,6.372,0.0,0.444,0.0,0.351,0.027,0.324,0.077
2024,16580,285,1.0,02/17/2024,4525937,away,786,William & Mary,4,8,30,4,4,1,1,0,4,2,0,7,13,0,7,1.0,0,0,0,0.0,0,1.0,2.411891891891892,37,0.133,0.4,0.297,0.3,0.597,27.0,0.133,0.235,3.686,3.882,4.004,0.0,0.364,0.0,0.351,0.189,0.162,0.538
2024,16580,285,1.0,02/18/2024,4526231,away,786,William & Mary,12,14,36,11,11,1,1,0,10,0,0,9,7,0,14,0.0,2,0,1,0.0,0,0.0,7.738333333333332,46,0.306,0.333,0.478,0.444,0.922,92.0,0.111,0.367,10.764,10.09,10.3,,0.5,0.0,0.152,0.196,-0.044,1.286
2024,16580,288,1.0,02/16/2024,4525694,home,62,Binghamton,8,4,33,8,11,4,1,0,5,2,1,4,5,0,17,1.0,0,0,1,0.0,0,1.0,6.212631578947368,38,0.333,0.333,0.395,0.667,1.062,153.0,0.212,0.379,13.22,12.914,13.768,0.0,0.533,0.0,0.132,0.105,0.027,0.8
2024,16580,288,1.0,02/17/2024,4526018,home,62,Binghamton,8,2,28,7,7,2,0,1,6,4,0,5,5,0,12,1.0,1,0,1,0.0,0,1.0,4.723428571428571,34,0.25,0.5,0.382,0.536,0.918,110.0,0.071,0.261,9.59,9.332,9.504,1.6,0.5,0.029,0.147,0.147,0.0,1.0
2024,16580,288,1.0,02/18/2024,4526155,home,62,Binghamton,7,0,32,7,8,1,0,3,7,1,1,4,14,0,18,0.0,1,0,0,0.0,0,0.0,6.273513513513515,36,0.25,0.438,0.361,0.688,1.049,155.0,0.031,0.333,13.088,12.818,13.696,1.5,0.4,0.083,0.389,0.111,0.278,0.286
2024,16580,299,1.0,02/16/2024,4525578,neutral,620,St. Thomas (MN),18,12,39,18,20,4,0,3,16,4,0,8,10,0,33,0.0,4,0,4,0.0,1,0.0,21.09090909090909,51,0.513,0.641,0.627,1.026,1.653,291.0,0.103,0.567,30.19,28.268,28.676,3.4,0.517,0.059,0.196,0.157,0.039,0.8
2024,16580,299,1.0,02/16/2024,4525843,neutral,609,Saint Louis,8,13,40,8,12,1,0,1,8,1,0,4,10,0,16,1.0,2,0,0,0.0,0,1.0,6.500869565217391,44,0.3,0.225,0.409,0.45,0.859,86.0,0.025,0.379,11.49,11.536,11.772,1.0,0.412,0.023,0.227,0.091,0.136,0.4
2024,16580,299,1.0,02/17/2024,4526142,neutral,620,St. Thomas (MN),8,20,39,8,14,0,1,3,8,2,0,2,7,0,25,0.0,2,0,2,0.0,1,0.0,10.462222222222222,43,0.359,0.385,0.419,0.744,1.163,179.0,0.077,0.355,20.334,19.18,19.5,2.4,0.333,0.07,0.163,0.047,0.116,0.286
2024,16580,301,1.0,02/16/2024,4492207,neutral,5,Akron,4,5,37,4,6,0,0,1,4,0,0,5,3,0,9,1.0,2,2,0,0.0,0,2.0,2.845217391304348,44,0.162,0.216,0.295,0.27,0.565,17.0,0.0,0.152,5.076,5.032,5.204,0.0,0.25,0.023,0.068,0.114,-0.046,1.667
2024,16580,301,1.0,02/16/2024,4492208,neutral,5,Akron,3,1,31,3,6,0,0,2,3,0,0,1,6,0,12,0.0,0,0,0,0.0,0,0.0,2.681875,32,0.194,0.226,0.219,0.452,0.671,66.0,0.0,0.174,7.662,7.39,7.56,0.0,0.2,0.062,0.188,0.031,0.157,0.167
2024,16580,301,1.0,02/17/2024,4492209,away,749,Wake Forest,2,5,32,2,7,1,0,0,1,0,1,3,16,0,8,1.0,0,0,0,0.0,0,1.0,2.0068571428571427,35,0.219,0.094,0.286,0.281,0.567,20.0,0.031,0.438,3.872,4.09,4.86,,0.2,0.0,0.457,0.086,0.371,0.188
2024,16580,301,1.0,02/18/2024,4492210,home,236,Fordham,9,1,30,9,8,2,0,2,7,0,0,4,4,0,16,1.0,2,3,0,0.0,0,1.0,5.893333333333333,37,0.267,0.4,0.378,0.667,1.045,151.0,0.067,0.25,12.178,12.104,12.328,0.0,0.583,0.054,0.108,0.108,0.0,1.0
2024,16580,302,1.0,02/16/2024,4525572,neutral,328,Kansas,11,9,36,11,9,1,3,0,11,1,1,9,9,0,16,1.0,1,0,0,0.0,0,1.0,6.885217391304349,45,0.25,0.444,0.422,0.556,0.978,121.0,0.278,0.333,11.108,11.164,12.028,0.0,0.579,0.0,0.2,0.2,0.0,1.0
2024,16580,302,1.0,02/17/2024,4525836,neutral,328,Kansas,13,6,42,13,15,0,0,1,12,2,0,9,10,0,18,0.0,2,1,1,0.0,0,0.0,9.898909090909092,53,0.357,0.333,0.491,0.452,0.943,96.0,0.0,0.438,14.0,13.254,13.508,1.3,0.48,0.019,0.189,0.17,0.019,0.9
2024,16580,302,1.0,02/18/2024,4526136,neutral,328,Kansas,2,8,34,2,10,2,0,1,2,0,0,1,6,0,15,2.0,0,0,0,0.0,0,3.0,3.924,35,0.294,0.176,0.314,0.529,0.843,100.0,0.059,0.333,10.032,10.478,10.676,0.0,0.1,0.029,0.171,0.029,0.142,0.167
2024,16580,305,1.0,02/16/2024,4525593,neutral,367,Louisville,8,7,36,8,11,0,0,1,7,2,0,7,13,0,14,1.0,1,1,0,0.0,0,1.0,6.466666666666665,44,0.306,0.333,0.432,0.417,0.849,79.0,0.0,0.455,9.716,9.8,10.0,1.3,0.389,0.023,0.295,0.159,0.136,0.538
2024,16580,305,1.0,02/17/2024,4525922,neutral,164,UConn,2,1,29,2,7,2,0,0,2,0,0,1,8,0,9,1.0,1,0,0,0.0,0,2.0,2.456774193548387,30,0.241,0.103,0.3,0.379,0.679,52.0,0.069,0.333,5.926,6.084,6.228,,0.222,0.0,0.267,0.033,0.234,0.125
2024,16580,305,1.0,02/19/2024,4526058,away,651,South Fla.,5,0,33,5,8,0,0,1,4,0,1,1,11,0,11,1.0,3,1,0,0.0,0,1.0,3.1821052631578945,35,0.242,0.091,0.343,0.364,0.707,52.0,0.0,0.333,7.212,7.29,8.12,0.0,0.364,0.029,0.314,0.029,0.285,0.091
2024,16580,306,1.0,02/16/2024,4492094,neutral,193,Duke,3,6,35,3,9,1,0,2,3,0,0,3,13,0,16,1.0,1,0,0,0.0,0,1.0,5.243076923076923,38,0.257,0.286,0.342,0.543,0.885,108.0,0.029,0.35,11.066,11.162,11.384,0.0,0.091,0.053,0.342,0.079,0.263,0.231
2024,16580,306,1.0,02/17/2024,4492095,away,149,Coastal Carolina,7,2,36,6,10,1,0,2,7,0,0,5,12,0,17,0.0,3,0,1,0.0,0,0.0,7.643555555555554,42,0.278,0.333,0.429,0.556,0.985,122.0,0.028,0.348,13.334,12.652,12.904,0.0,0.25,0.048,0.286,0.119,0.167,0.417
2024,16580,306,1.0,02/18/2024,4492096,neutral,248,George Mason,9,3,40,9,12,1,0,3,8,1,0,5,12,0,22,0.0,1,1,0,0.0,0,0.0,9.045106382978723,46,0.3,0.4,0.391,0.65,1.041,147.0,0.025,0.36,16.464,16.066,16.352,1.5,0.4,0.065,0.261,0.109,0.152,0.417
2024,16580,308,1.0,02/18/2024,4525753,away,454,Murray St.,1,11,30,1,3,1,0,0,1,0,0,4,14,0,4,0.0,0,0,0,0.0,0,0.0,1.0376470588235294,34,0.1,0.167,0.206,0.167,0.373,-25.0,0.033,0.188,1.038,0.894,0.988,,0.143,0.0,0.412,0.118,0.294,0.286
2024,16580,308,1.0,02/18/2024,4526079,away,454,Murray St.,2,17,27,1,3,0,0,1,2,0,0,1,10,0,6,0.0,1,0,0,0.0,0,2.0,1.1241379310344826,28,0.111,0.148,0.179,0.259,0.438,1.0,0.0,0.125,3.08,2.898,3.016,0.0,0.0,0.036,0.357,0.036,0.321,0.1
2024,16580,308,1.0,02/19/2024,4525524,away,454,Murray St.,2,5,30,2,4,1,0,0,2,4,0,3,12,0,5,0.0,2,0,0,0.0,0,1.0,1.6794285714285713,33,0.133,0.267,0.273,0.2,0.473,-7.0,0.033,0.222,3.384,3.202,3.324,0.0,0.222,0.0,0.364,0.091,0.273,0.25
2024,16580,310,1.0,02/16/2024,4525555,away,769,Western Caro.,5,8,32,5,7,3,0,1,5,0,0,9,9,0,13,1.0,1,0,0,0.0,0,2.0,5.942857142857143,41,0.219,0.469,0.415,0.531,0.946,112.0,0.094,0.273,9.168,9.27,9.46,0.0,0.25,0.024,0.22,0.22,0.0,1.0
2024,16580,310,1.0,02/17/2024,4525779,away,769,Western Caro.,3,16,31,3,5,1,0,2,3,0,0,4,9,0,12,2.0,1,0,0,0.0,0,2.0,2.9555555555555557,35,0.161,0.355,0.286,0.484,0.77,83.0,0.032,0.15,7.368,7.842,8.024,0.0,0.125,0.057,0.257,0.114,0.143,0.444
2024,16580,310,1.0,02/18/2024,4526117,away,769,Western Caro.,4,8,32,4,6,2,1,0,4,0,0,0,12,0,10,0.0,0,1,0,0.0,0,0.0,1.833939393939394,33,0.188,0.125,0.182,0.406,0.588,47.0,0.156,0.3,6.484,6.232,6.384,,0.667,0.0,0.364,0.0,0.364,0.0
2024,16580,312,1.0,02/16/2024,4492942,neutral,635,Seton Hall,5,2,33,5,8,2,0,1,5,4,1,7,16,0,13,0.0,0,1,0,0.0,0,0.0,5.12390243902439,41,0.242,0.455,0.366,0.485,0.851,93.0,0.061,0.438,9.362,9.12,9.94,1.6,0.286,0.024,0.39,0.171,0.219,0.438
2024,16580,312,1.0,02/17/2024,4492946,neutral,47,Ball St.,5,0,35,5,9,1,0,0,3,4,0,5,7,0,10,0.0,1,1,0,0.0,0,1.0,4.190476190476191,41,0.257,0.286,0.366,0.314,0.68,39.0,0.029,0.321,7.324,7.022,7.184,0.0,0.333,0.0,0.171,0.122,0.049,0.714
2024,16580,312,1.0,02/18/2024,4492947,neutral,352,Lehigh,4,8,34,4,9,2,0,1,4,0,0,1,3,0,14,0.0,0,0,0,0.0,0,0.0,4.074285714285714,35,0.265,0.176,0.286,0.5,0.786,88.0,0.059,0.267,9.866,9.55,9.74,0.0,0.333,0.029,0.086,0.029,0.057,0.333
2024,16580,314,1.0,02/16/2024,4525701,neutral,699,Texas Southern,5,9,29,5,4,2,0,0,3,2,0,4,4,0,6,1.0,3,1,0,0.0,0,1.0,2.155675675675676,34,0.138,0.276,0.324,0.276,0.6,23.0,0.069,0.16,4.248,4.32,4.46,0.0,0.455,0.0,0.118,0.118,0.0,1.0
2024,16580,314,1.0,02/17/2024,4525878,neutral,17,Alcorn,11,5,32,9,9,2,0,0,5,3,0,5,7,0,11,1.0,3,0,1,0.0,0,1.0,5.155121951219512,38,0.281,0.312,0.447,0.406,0.853,77.0,0.062,0.346,9.114,8.846,9.032,0.0,0.529,0.0,0.184,0.132,0.052,0.714
2024,16580,314,1.0,02/18/2024,4526263,neutral,261,Grambling,7,6,29,4,7,3,0,0,4,2,1,4,7,0,10,0.0,1,2,0,0.0,0,0.0,3.510555555555556,35,0.241,0.276,0.343,0.448,0.791,78.0,0.103,0.318,7.484,7.174,7.968,0.0,0.333,0.0,0.2,0.114,0.086,0.571
2024,16580,315,1.0,02/16/2024,4525633,home,404,Memphis,6,5,42,6,8,2,2,1,5,0,1,4,9,0,17,1.0,1,0,0,0.0,0,1.0,4.282978723404256,46,0.19,0.286,0.283,0.524,0.807,95.0,0.19,0.219,11.258,11.248,12.136,0.0,0.417,0.022,0.196,0.087,0.109,0.444
2024,16580,315,1.0,02/17/2024,4525983,home,404,Memphis,4,7,32,4,8,0,0,1,4,2,1,9,10,0,11,2.0,2,0,0,0.0,0,2.0,5.181395348837209,41,0.25,0.406,0.463,0.375,0.838,69.0,0.0,0.333,6.92,7.418,8.236,1.3,0.167,0.024,0.244,0.22,0.024,0.9
2024,16580,315,1.0,02/18/2024,4526225,home,404,Memphis,13,9,39,7,12,3,0,2,9,1,0,5,11,1,21,0.0,1,0,0,0.0,0,0.0,8.931555555555557,44,0.308,0.385,0.409,0.667,1.076,154.0,0.077,0.385,16.772,15.834,16.108,1.3,0.312,0.045,0.25,0.114,0.136,0.455
2024,16580,316,1.0,02/16/2024,5245944,home,140,Cincinnati,8,6,35,8,10,0,1,1,8,2,1,5,6,0,15,0.0,0,0,0,0.0,0,0.0,5.731,40,0.286,0.314,0.375,0.486,0.861,94.0,0.086,0.321,10.322,10.02,10.86,1.3,0.5,0.025,0.15,0.125,0.025,0.833
2024,16580,316,1.0,02/16/2024,5245945,home,140,Cincinnati,11,3,36,11,12,3,0,1,11,2,0,8,13,0,18,0.0,3,0,0,0.0,0,0.0,10.230212765957447,44,0.333,0.444,0.523,0.611,1.134,150.0,0.083,0.5,14.836,14.538,14.796,1.3,0.455,0.023,0.295,0.182,0.113,0.615
2024,16580,317,1.0,02/16/2024,4525460,away,31,Arkansas,4,6,31,4,5,1,0,1,4,0,0,3,12,0,9,0.0,1,0,0,0.0,0,0.0,2.5817142857142854,34,0.161,0.226,0.265,0.355,0.62,41.0,0.032,0.222,5.624,5.412,5.564,0.0,0.375,0.029,0.353,0.088,0.265,0.25
2024,16580,317,1.0,02/17/2024,4525703,away,31,Arkansas,5,15,26,5,6,0,0,0,5,0,0,3,6,0,6,0.0,1,3,0,0.0,0,0.0,2.1806060606060607,32,0.231,0.115,0.312,0.231,0.543,7.0,0.0,0.3,3.652,3.35,3.46,,0.5,0.0,0.188,0.094,0.094,0.5
2024,16580,317,1.0,02/18/2024,4526019,away,31,Arkansas,7,3,34,7,10,1,0,1,6,2,0,6,15,0,14,0.0,1,0,1,0.0,0,0.0,6.440476190476191,41,0.294,0.353,0.415,0.471,0.886,94.0,0.029,0.474,10.71,10.118,10.316,1.3,0.375,0.024,0.366,0.146,0.22,0.4
2024,16580,317,1.0,02/19/2024,4526267,away,31,Arkansas,0,4,30,0,3,0,0,0,0,2,0,1,9,0,3,1.0,1,0,0,0.0,0,1.0,0.47250000000000003,31,0.1,0.1,0.161,0.1,0.261,-51.0,0.0,0.143,0.348,0.534,0.628,0.0,0.0,0.0,0.29,0.032,0.258,0.111
2024,16580,327,1.0,02/16/2024,4525581,neutral,107,California,3,6,35,3,9,2,1,1,3,1,0,2,11,0,16,0.0,0,0,0,0.0,0,0.0,4.925405405405406,37,0.257,0.286,0.297,0.571,0.868,112.0,0.143,0.348,11.612,11.332,11.544,1.0,0.2,0.027,0.297,0.054,0.243,0.182
2024,16580,327,1.0,02/17/2024,4525967,neutral,67,Boston College,6,4,31,6,8,3,0,0,6,0,0,5,9,1,11,0.0,1,0,0,0.0,1,1.0,4.654054054054055,36,0.258,0.258,0.389,0.452,0.841,85.0,0.097,0.364,8.688,7.866,8.032,,0.429,0.0,0.25,0.139,0.111,0.556
2024,16580,327,1.0,02/18/2024,4526198,neutral,251,Georgetown,7,6,30,7,9,0,2,3,7,0,1,7,8,0,22,1.0,1,1,0,0.0,1,1.0,9.274871794871794,38,0.3,0.633,0.447,0.9,1.347,231.0,0.2,0.316,16.116,16.112,17.024,0.0,0.286,0.079,0.211,0.184,0.027,0.875
2024,16580,328,1.0,02/16/2024,4525572,neutral,302,UIC,9,11,36,9,11,3,0,2,8,0,0,10,4,0,20,2.0,2,0,0,0.0,0,2.0,10.115,46,0.306,0.528,0.5,0.694,1.194,173.0,0.083,0.3,14.998,15.35,15.62,0.0,0.333,0.043,0.087,0.217,-0.13,2.5
2024,16580,328,1.0,02/17/2024,4525836,neutral,302,UIC,6,13,34,6,8,1,0,1,6,0,0,6,6,0,12,1.0,1,0,0,0.0,0,1.0,4.719024390243903,40,0.235,0.294,0.375,0.412,0.787,71.0,0.029,0.259,7.822,7.902,8.084,0.0,0.357,0.025,0.15,0.15,0.0,1.0
2024,16580,328,1.0,02/18/2024,4526136,neutral,302,UIC,8,2,30,8,6,2,0,3,8,0,0,3,7,0,17,0.0,3,0,0,0.0,0,0.0,6.186666666666666,33,0.2,0.467,0.364,0.733,1.097,170.0,0.067,0.15,13.344,13.008,13.256,0.0,0.556,0.091,0.212,0.091,0.121,0.429
2024,16580,331,1.0,02/16/2024,4525650,away,460,UNCW,2,7,31,2,3,2,0,0,1,0,0,5,12,0,5,0.0,1,0,0,0.0,0,0.0,1.5956756756756758,36,0.097,0.226,0.25,0.226,0.476,-1.0,0.065,0.158,2.364,2.176,2.292,,0.222,0.0,0.333,0.139,0.194,0.417
2024,16580,331,1.0,02/17/2024,4526009,away,460,UNCW,8,2,33,8,8,1,0,2,8,0,1,7,8,0,15,0.0,1,1,0,0.0,1,1.0,6.112380952380952,41,0.242,0.394,0.39,0.545,0.935,114.0,0.03,0.261,10.446,10.11,10.96,0.0,0.429,0.049,0.195,0.171,0.024,0.875
2024,16580,331,1.0,02/18/2024,4526208,away,460,UNCW,3,8,35,3,10,3,0,0,3,2,1,4,7,0,13,0.0,1,0,0,0.0,1,0.0,5.031000000000001,39,0.286,0.229,0.385,0.457,0.842,86.0,0.086,0.357,9.654,9.37,10.2,0.0,0.2,0.0,0.179,0.103,0.076,0.571
2024,16580,334,1.0,02/16/2024,4525547,away,10411,USC Upstate,11,7,40,11,13,5,0,1,10,2,0,4,8,0,21,0.0,0,0,0,0.0,1,0.0,8.539090909090909,44,0.325,0.35,0.386,0.675,1.061,154.0,0.125,0.387,16.546,16.184,16.448,1.3,0.625,0.023,0.182,0.091,0.091,0.5
2024,16580,334,1.0,02/17/2024,4525772,away,10411,USC Upstate,3,0,34,3,6,0,0,0,1,7,0,4,10,0,6,0.0,0,0,0,0.0,0,0.0,1.948421052631579,38,0.176,0.324,0.263,0.176,0.439,-15.0,0.0,0.25,3.7,3.496,3.612,0.0,0.3,0.0,0.263,0.105,0.158,0.4
2024,16580,334,1.0,02/18/2024,4526105,away,10411,USC Upstate,9,3,36,9,11,1,0,3,9,4,0,2,8,0,21,0.0,0,1,0,0.0,0,0.0,7.24,39,0.306,0.444,0.333,0.694,1.027,154.0,0.028,0.32,16.126,15.74,16.0,3.4,0.6,0.077,0.205,0.051,0.154,0.25
2024,16580,342,1.0,02/16/2024,4525553,away,198,ETSU,7,27,31,6,6,3,1,1,6,0,0,6,15,0,14,1.0,3,0,0,0.0,0,1.0,5.718999999999999,37,0.194,0.452,0.405,0.613,1.018,137.0,0.194,0.333,10.68,10.8,11.02,0.0,0.357,0.027,0.405,0.162,0.243,0.4
2024,16580,342,1.0,02/17/2024,4525778,away,198,ETSU,5,15,34,5,8,3,0,1,5,0,1,2,15,0,14,0.0,0,0,0,0.0,0,0.0,3.6300000000000003,36,0.235,0.206,0.278,0.529,0.807,96.0,0.088,0.389,9.58,9.352,10.184,0.0,0.444,0.028,0.417,0.056,0.361,0.133
2024,16580,342,1.0,02/18/2024,4526114,away,198,ETSU,1,13,31,1,4,2,0,0,1,1,0,5,13,0,6,0.0,3,0,1,0.0,0,0.0,2.45,37,0.129,0.258,0.324,0.258,0.582,17.0,0.065,0.211,4.516,3.944,4.088,0.0,0.083,0.0,0.351,0.135,0.216,0.385
2024,16580,346,1.0,02/16/2024,4525576,neutral,661,Southern Ind.,4,2,28,4,6,3,0,1,4,1,0,7,10,0,12,1.0,0,0,0,0.0,0,1.0,4.753142857142858,35,0.214,0.5,0.371,0.571,0.942,120.0,0.107,0.294,8.43,8.584,8.748,1.0,0.25,0.029,0.286,0.2,0.086,0.7
2024,16580,346,1.0,02/17/2024,4525720,away,646,South Alabama,1,7,34,1,5,1,0,0,1,0,0,3,11,0,6,0.0,1,0,0,0.0,0,0.0,1.6673684210526316,37,0.147,0.118,0.243,0.206,0.449,-8.0,0.029,0.217,2.902,2.688,2.816,,0.111,0.0,0.297,0.081,0.216,0.273
2024,16580,346,1.0,02/18/2024,4526140,neutral,487,North Ala.,9,1,35,9,8,1,0,0,5,0,0,7,9,0,9,0.0,2,0,0,0.0,0,0.0,4.381363636363637,42,0.229,0.229,0.405,0.286,0.691,35.0,0.029,0.308,5.958,5.704,5.868,,0.529,0.0,0.214,0.167,0.047,0.778
2024,16580,352,1.0,02/16/2024,4525569,neutral,47,Ball St.,4,8,37,4,11,3,0,1,4,2,0,6,11,0,17,1.0,1,0,0,0.0,0,1.0,7.295000000000001,43,0.297,0.378,0.419,0.568,0.987,124.0,0.081,0.4,12.782,12.852,13.084,1.3,0.176,0.023,0.256,0.14,0.116,0.545
2024,16580,352,1.0,02/17/2024,4780659,neutral,416,Michigan St.,2,0,30,2,3,1,0,0,1,1,1,3,13,1,4,0.0,2,0,0,0.0,0,0.0,1.022857142857143,33,0.1,0.133,0.242,0.167,0.409,-21.0,0.033,0.176,2.176,1.414,2.168,0.0,0.25,0.0,0.394,0.091,0.303,0.231
2024,16580,352,1.0,02/18/2024,4492947,neutral,312,Iowa,8,4,33,8,8,1,0,2,8,0,0,5,11,0,15,0.0,2,0,0,0.0,0,0.0,6.3075,38,0.242,0.364,0.395,0.545,0.94,115.0,0.03,0.3,11.042,10.76,10.98,0.0,0.462,0.053,0.289,0.132,0.157,0.455
2024,16580,355,1.0,02/16/2024,4525534,home,562,Quinnipiac,10,0,37,10,14,1,0,2,9,0,0,6,10,0,21,1.0,2,0,0,0.0,0,1.0,10.770666666666665,43,0.378,0.351,0.512,0.649,1.161,160.0,0.027,0.48,15.9,15.936,16.212,0.0,0.4,0.047,0.233,0.14,0.093,0.6
2024,16580,355,1.0,02/17/2024,4525760,home,562,Quinnipiac,16,7,39,16,18,8,0,0,16,1,0,6,4,0,26,0.0,0,1,2,0.0,0,0.0,13.823333333333332,48,0.462,0.385,0.5,0.872,1.372,228.0,0.205,0.486,22.638,21.462,21.764,0.0,0.667,0.0,0.083,0.125,-0.042,1.5
2024,16580,355,1.0,02/18/2024,4526087,home,562,Quinnipiac,10,5,37,9,11,4,0,1,10,2,0,8,12,1,18,0.0,4,0,0,0.0,0,0.0,9.81265306122449,45,0.297,0.459,0.511,0.622,1.133,152.0,0.108,0.417,15.814,14.892,15.164,1.3,0.364,0.022,0.267,0.178,0.089,0.667
