PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,03/03/2018,neutral,12973,685,Susquehanna,9,True,3,1,2,win,88139,564,1756074,2018
0,1,1,0,0,0,3,1,0,0,03/04/2018,neutral,12973,777,Westfield St.,9,True,4,1,3,win,88613,564,1756074,2018
0,0,0,0,0,0,0,0,0,0,03/04/2018,neutral,12973,777,Westfield St.,9,True,10,2,8,win,88703,564,1756074,2018
0,0,0,0,0,0,0,0,0,0,03/10/2018,neutral,12973,160,Concordia Chicago,9,True,6,7,-1,loss,90017,564,1756074,2018
0,0,0,0,0,0,0,0,0,0,03/11/2018,neutral,12973,614,St. Norbert,9,True,5,1,4,win,90464,564,1756074,2018
0,2,1,1,0,0,4,1,0,0,03/11/2018,neutral,12973,614,St. Norbert,9,True,4,5,-1,loss,90479,564,1756074,2018
0,0,0,0,0,0,0,0,0,0,03/12/2018,neutral,12973,200,Eastern Conn. St.,13,True,3,4,-1,loss,90594,564,1756074,2018
0,0,0,0,0,0,0,0,0,0,03/13/2018,neutral,12973,78,SUNY Brockport,9,True,10,8,2,win,90804,564,1756074,2018
0,0,0,0,0,0,0,0,0,0,03/14/2018,neutral,12973,23260,Spalding,9,True,5,6,-1,loss,90965,564,1756074,2018
0,0,0,0,0,0,0,0,0,0,03/15/2018,neutral,12973,239,Franklin & Marshall,9,True,5,3,2,win,91074,564,1756074,2018
0,0,0,0,0,0,0,0,0,0,03/16/2018,neutral,12973,623,Salve Regina,9,True,2,1,1,win,91421,564,1756074,2018
1,3,2,0,0,0,0,0,0,0,03/16/2018,neutral,12973,623,Salve Regina,9,True,5,4,1,win,91438,564,1756074,2018
0,0,0,0,0,0,0,0,0,0,03/17/2018,neutral,12973,69,Bowdoin,9,True,1,5,-4,loss,91843,564,1756074,2018
0,0,0,0,0,0,0,0,0,0,03/20/2018,away,12973,478,SUNY Maritime,9,True,9,4,5,win,92638,564,1756074,2018
