PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,1,0,0,0,0,0,0,0,02/26/2023,away,16340,363,Longwood,9,True,8,4,4,win,2392251,178,2508737,2023,1
1,0,1,0,0,0,0,0,0,0,03/26/2023,away,16340,748,Wagner,9,True,6,14,-8,loss,2426216,178,2508737,2023,1
1,1,2,0,0,0,0,0,0,0,03/26/2023,away,16340,748,Wagner,9,True,14,13,1,win,2426359,178,2508737,2023,1
4,0,4,0,0,0,0,0,0,0,03/31/2023,away,16340,222,FDU,9,True,8,26,-18,loss,2398824,178,2508737,2023,1
4,1,6,1,0,0,0,0,0,0,04/02/2023,away,16340,222,FDU,9,True,1,8,-7,loss,2399562,178,2508737,2023,1
4,0,4,0,0,0,0,0,0,0,04/07/2023,away,16340,539,Penn St.,9,True,2,9,-7,loss,2400668,178,2508737,2023,1
1,0,2,1,0,0,0,0,0,0,04/16/2023,home,16340,485,Norfolk St.,9,True,8,7,1,win,2402544,178,2508737,2023,1
4,0,4,0,0,0,0,0,0,0,04/27/2023,home,16340,361,LIU,9,True,8,23,-15,loss,2405289,178,2508737,2023,1
1,0,1,0,0,0,0,0,0,0,04/29/2023,home,16340,361,LIU,9,True,1,5,-4,loss,2405713,178,2508737,2023,1
1,0,1,0,0,0,0,0,0,0,05/05/2023,away,16340,590,Sacred Heart,9,True,5,8,-3,loss,2406040,178,2508737,2023,1
1,0,1,0,0,0,0,0,0,0,05/06/2023,away,16340,590,Sacred Heart,9,True,4,9,-5,loss,2406277,178,2508737,2023,1
1,1,2,0,0,0,0,0,0,0,05/07/2023,away,16340,590,Sacred Heart,9,True,13,7,6,win,2406555,178,2508737,2023,1
3,0,3,0,0,0,0,0,0,0,05/10/2023,away,16340,391,UMBC,9,True,13,9,4,win,2434631,178,2508737,2023,1
