PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,02/19/2016,away,12360,104,UC Santa Barbara,9,True,2,8,-6,loss,292541,629,1544176,2016
0,0,0,0,0,0,0,0,0,02/20/2016,away,12360,104,UC Santa Barbara,9,True,5,6,-1,loss,292864,629,1544176,2016
0,0,0,0,0,0,0,0,0,02/20/2016,away,12360,104,UC Santa Barbara,9,True,5,13,-8,loss,292972,629,1544176,2016
0,0,0,0,0,0,0,0,0,02/21/2016,away,12360,104,UC Santa Barbara,9,True,3,7,-4,loss,293239,629,1544176,2016
0,0,0,0,0,0,0,0,0,02/23/2016,away,12360,107,California,9,True,4,5,-1,loss,293415,629,1544176,2016
0,0,0,0,0,0,0,0,0,02/24/2016,neutral,12360,30024,Utah Valley,9,True,4,8,-4,loss,293489,629,1544176,2016
0,0,0,0,0,0,0,0,0,02/26/2016,neutral,12360,277,Hawaii,9,True,3,11,-8,loss,293756,629,1544176,2016
0,0,0,0,0,0,0,0,0,02/27/2016,neutral,12360,277,Hawaii,9,True,5,4,1,win,294240,629,1544176,2016
0,0,0,0,0,0,0,0,0,02/28/2016,neutral,12360,277,Hawaii,10,True,7,9,-2,loss,294606,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/01/2016,away,12360,108,UC Davis,9,True,2,1,1,win,294741,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/04/2016,away,12360,90,Cal Poly,9,True,1,2,-1,loss,295219,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/04/2016,away,12360,90,Cal Poly,9,True,5,10,-5,loss,295224,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/06/2016,away,12360,90,Cal Poly,9,True,6,7,-1,loss,295835,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/08/2016,neutral,12360,1104,Grand Canyon,9,True,5,6,-1,loss,296502,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/11/2016,away,12360,528,Oregon St.,9,True,5,8,-3,loss,296935,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/12/2016,away,12360,528,Oregon St.,9,True,0,4,-4,loss,297268,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/13/2016,away,12360,528,Oregon St.,9,True,5,0,5,win,297833,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/15/2016,away,12360,630,San Jose St.,9,True,6,3,3,win,298181,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/16/2016,neutral,12360,368,UMass Lowell,9,True,8,1,7,win,298519,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/18/2016,away,12360,631,Santa Clara,9,True,0,2,-2,loss,298920,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/19/2016,away,12360,631,Santa Clara,9,True,5,2,3,win,299448,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/20/2016,away,12360,631,Santa Clara,9,True,6,3,3,win,299814,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/22/2016,away,12360,102,Sacramento St.,10,True,5,6,-1,loss,300032,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/24/2016,neutral,12360,534,Pacific,9,True,3,2,1,win,300556,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/25/2016,away,12360,534,Pacific,9,True,3,5,-2,loss,300717,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/26/2016,away,12360,534,Pacific,9,True,2,14,-12,loss,301122,629,1544176,2016
0,0,0,0,0,0,0,0,0,03/29/2016,away,12360,107,California,9,True,5,7,-2,loss,301793,629,1544176,2016
0,0,0,0,0,0,0,0,0,04/01/2016,away,12360,541,Pepperdine,9,True,0,2,-2,loss,302306,629,1544176,2016
0,0,0,0,0,0,0,0,0,04/02/2016,away,12360,541,Pepperdine,9,True,0,7,-7,loss,302573,629,1544176,2016
0,0,0,0,0,0,0,0,0,04/03/2016,away,12360,541,Pepperdine,9,True,3,1,2,win,303159,629,1544176,2016
