PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
4,0,4,0,0,0,0,0,0,0,02/17/2024,away,16580,769,Western Caro.,9,True,3,16,-13,loss,4525779,310,2801858,2024,1
2,0,2,0,0,0,0,0,0,0,02/25/2024,away,16580,363,Longwood,9,True,8,15,-7,loss,4527422,310,2801858,2024,1
1,0,1,0,0,0,0,0,0,0,03/03/2024,away,16580,726,Navy,10,True,8,7,1,win,4528684,310,2801858,2024,1
3,0,4,1,0,0,0,0,0,0,03/05/2024,away,16580,603,St. John's (NY),9,True,1,14,-13,loss,4528814,310,2801858,2024,1
1,0,1,0,0,0,0,0,0,0,03/16/2024,home,16580,285,Holy Cross,9,True,4,7,-3,loss,4544153,310,2801858,2024,1
2,0,2,0,0,0,0,0,0,0,04/16/2024,home,16580,361,LIU,9,True,4,3,1,win,4537787,310,2801858,2024,1
0,1,1,0,0,0,0,0,0,0,04/24/2024,away,16580,361,LIU,9,True,2,8,-6,loss,5284510,310,2801858,2024,1
3,0,4,1,0,0,0,0,0,0,04/27/2024,home,16580,450,Mount St. Mary's,9,True,5,6,-1,loss,4539920,310,2801858,2024,1
1,0,1,0,0,0,0,0,0,0,04/28/2024,home,16580,450,Mount St. Mary's,9,True,5,12,-7,loss,4540368,310,2801858,2024,1
4,0,4,0,0,0,0,0,1,0,05/08/2024,away,16580,813,Yale,9,True,5,10,-5,loss,4541647,310,2801858,2024,1
