PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,3,3,0,0,0,0,0,0,0,02/02/2024,home,16580,1170,Lenoir-Rhyne,9,True,2,7,-5,loss,4524975,30092,2800642,2024,2
1,3,5,1,0,0,0,0,0,0,02/03/2024,home,16580,1170,Lenoir-Rhyne,9,True,0,4,-4,loss,4525033,30092,2800642,2024,2
0,3,3,0,0,0,0,0,0,0,02/03/2024,home,16580,1170,Lenoir-Rhyne,9,True,5,7,-2,loss,4544909,30092,2800642,2024,2
0,2,3,1,0,0,0,0,0,0,02/09/2024,home,16580,608,Saint Leo,9,True,2,5,-3,loss,4525233,30092,2800642,2024,2
0,5,5,0,0,0,0,0,0,0,02/10/2024,home,16580,608,Saint Leo,9,True,0,5,-5,loss,4525313,30092,2800642,2024,2
2,5,8,1,0,0,0,0,1,0,02/10/2024,home,16580,608,Saint Leo,9,True,2,4,-2,loss,4543261,30092,2800642,2024,2
0,2,3,1,0,0,0,0,0,0,02/13/2024,away,16580,230,Florida Tech,9,True,3,4,-1,loss,4525407,30092,2800642,2024,2
2,5,7,0,0,0,0,0,1,0,02/16/2024,home,16580,208,Eckerd,9,True,13,1,12,win,4525944,30092,2800642,2024,2
1,3,4,0,0,0,0,0,1,0,02/16/2024,home,16580,208,Eckerd,9,True,5,0,5,win,4542799,30092,2800642,2024,2
2,2,4,0,0,0,0,0,0,0,02/20/2024,home,16580,584,Rollins,10,True,5,4,1,win,4526386,30092,2800642,2024,2
4,2,7,1,0,0,0,0,0,0,02/23/2024,home,16580,22,American Int'l,9,True,5,1,4,win,4526732,30092,2800642,2024,2
2,1,3,0,0,0,0,0,0,0,02/24/2024,home,16580,22,American Int'l,9,True,25,6,19,win,4527089,30092,2800642,2024,2
0,1,1,0,0,0,0,0,0,0,02/25/2024,home,16580,22,American Int'l,9,True,6,5,1,win,4527326,30092,2800642,2024,2
1,1,2,0,0,0,0,0,0,0,02/27/2024,away,16580,30045,Palm Beach Atl.,9,True,4,5,-1,loss,4527625,30092,2800642,2024,2
