PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,1,0,0,0,0,0,0,0,02/15/2019,home,14781,283,Hofstra,9,True,9,1,8,win,1647817,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,02/16/2019,home,14781,283,Hofstra,9,True,2,3,-1,loss,1648020,2743,1997194,2019
7,1,8,0,0,1,1,0,0,0,02/16/2019,home,14781,283,Hofstra,9,True,12,1,11,win,1669079,2743,1997194,2019
3,1,4,0,0,1,0,0,0,0,02/17/2019,home,14781,283,Hofstra,9,True,11,1,10,win,1648312,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,02/21/2019,neutral,14781,204,Eastern Mich.,9,True,8,3,5,win,1648594,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,02/22/2019,neutral,14781,513,Notre Dame,9,True,1,2,-1,loss,1648850,2743,1997194,2019
6,1,7,0,0,0,0,1,0,0,02/23/2019,neutral,14781,513,Notre Dame,9,True,15,7,8,win,1649183,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,02/24/2019,neutral,14781,204,Eastern Mich.,9,True,4,0,4,win,1649425,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,02/27/2019,away,14781,697,Texas A&M,9,True,6,5,1,win,1649742,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/01/2019,home,14781,702,UT Arlington,9,True,2,3,-1,loss,1650008,2743,1997194,2019
2,1,3,0,0,0,0,0,0,0,03/02/2019,home,14781,702,UT Arlington,9,True,3,7,-4,loss,1650352,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/03/2019,home,14781,702,UT Arlington,9,True,6,2,4,win,1650683,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/06/2019,away,14781,670,Texas St.,9,True,4,7,-3,loss,1651180,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/08/2019,home,14781,26172,A&M-Corpus Christi,9,True,6,13,-7,loss,1651520,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/09/2019,home,14781,26172,A&M-Corpus Christi,9,True,6,5,1,win,1651874,2743,1997194,2019
2,0,2,0,0,0,1,0,0,0,03/10/2019,home,14781,26172,A&M-Corpus Christi,9,True,6,11,-5,loss,1652190,2743,1997194,2019
8,3,11,0,0,2,0,0,0,0,03/12/2019,home,14781,400,Massachusetts,9,True,19,4,15,win,1652579,2743,1997194,2019
1,0,1,0,0,0,0,0,0,0,03/15/2019,away,14781,624,Sam Houston,9,True,4,10,-6,loss,1653158,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/16/2019,away,14781,624,Sam Houston,9,True,8,2,6,win,1653551,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/17/2019,away,14781,624,Sam Houston,9,True,8,13,-5,loss,1653829,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/19/2019,home,14781,670,Texas St.,9,True,6,1,5,win,1654175,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/22/2019,away,14781,402,McNeese,9,True,4,1,3,win,1654454,2743,1997194,2019
14,0,14,0,0,0,4,0,0,0,03/23/2019,away,14781,402,McNeese,10,True,6,5,1,win,1654749,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/24/2019,away,14781,402,McNeese,9,True,8,6,2,win,1655199,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/26/2019,home,14781,703,Texas,9,True,3,2,1,win,1655754,2743,1997194,2019
3,3,6,0,0,0,3,0,0,0,03/27/2019,home,14781,434,Missouri,9,True,7,11,-4,loss,1655944,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/29/2019,home,14781,474,New Orleans,9,True,15,7,8,win,1656241,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/30/2019,home,14781,474,New Orleans,9,True,3,2,1,win,1656647,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,03/31/2019,home,14781,474,New Orleans,9,True,5,2,3,win,1656938,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,04/05/2019,away,14781,2,Abilene Christian,14,True,4,2,2,win,1657777,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,04/06/2019,away,14781,2,Abilene Christian,9,True,5,6,-1,loss,1658201,2743,1997194,2019
8,0,8,0,0,0,0,0,0,0,04/07/2019,away,14781,2,Abilene Christian,9,True,3,9,-6,loss,1658492,2743,1997194,2019
11,0,11,0,0,0,1,0,0,0,04/09/2019,home,14781,553,Prairie View,9,True,16,3,13,win,1658843,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,04/12/2019,away,14781,483,Nicholls,9,True,6,4,2,win,1659323,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,04/13/2019,away,14781,483,Nicholls,9,True,3,7,-4,loss,1659819,2743,1997194,2019
5,3,8,0,0,0,1,0,0,0,04/14/2019,away,14781,483,Nicholls,9,True,7,4,3,win,1660128,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,04/18/2019,home,14781,287,Houston Christian,9,True,6,3,3,win,1660727,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,04/19/2019,home,14781,287,Houston Christian,9,True,4,3,1,win,1660949,2743,1997194,2019
5,2,7,0,0,1,2,1,0,0,04/20/2019,home,14781,287,Houston Christian,9,True,6,8,-2,loss,1661378,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,04/23/2019,home,14781,536,UTRGV,9,True,6,4,2,win,1661849,2743,1997194,2019
3,0,3,0,0,0,0,0,0,0,04/26/2019,home,14781,2678,Ark.-Pine Bluff,9,True,12,1,11,win,1662336,2743,1997194,2019
8,0,8,0,0,1,1,0,0,0,04/27/2019,home,14781,2678,Ark.-Pine Bluff,9,True,15,11,4,win,1662723,2743,1997194,2019
1,0,1,0,0,0,0,0,0,0,04/28/2019,home,14781,2678,Ark.-Pine Bluff,9,True,9,3,6,win,1662986,2743,1997194,2019
8,0,8,0,0,0,0,0,0,0,04/30/2019,away,14781,553,Prairie View,9,True,14,3,11,win,1663121,2743,1997194,2019
5,0,5,0,0,0,0,0,0,0,05/03/2019,home,14781,1004,Central Ark.,9,True,14,6,8,win,1663570,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,05/04/2019,home,14781,1004,Central Ark.,9,True,4,5,-1,loss,1663817,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,05/05/2019,home,14781,1004,Central Ark.,9,True,10,7,3,win,1664008,2743,1997194,2019
0,0,0,0,0,0,0,0,0,0,05/07/2019,away,14781,706,UTSA,9,True,4,6,-2,loss,1664127,2743,1997194,2019
