PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
2,0,2,0,0,0,0,0,0,0,02/18/2024,home,16580,388,Marshall,9,True,2,1,1,win,4526252,1014,2471896,2024,1
1,0,1,0,0,0,0,0,0,0,03/02/2024,home,16580,463,Nebraska,9,True,4,5,-1,loss,4493167,1014,2471896,2024,1
4,0,4,0,0,0,0,0,0,0,03/05/2024,home,16580,355,Liberty,9,True,8,2,6,win,4528917,1014,2471896,2024,1
1,1,2,0,0,0,0,0,0,0,03/08/2024,home,16580,540,Penn,9,True,11,5,6,win,4529439,1014,2471896,2024,1
2,0,2,0,0,0,0,0,0,0,03/09/2024,home,16580,540,Penn,9,True,7,4,3,win,4529811,1014,2471896,2024,1
4,0,4,0,0,0,0,0,0,0,03/10/2024,home,16580,540,Penn,9,True,5,6,-1,loss,4530152,1014,2471896,2024,1
0,1,1,0,0,0,0,0,0,0,03/12/2024,home,16580,48,Charleston So.,9,True,5,7,-2,loss,4530500,1014,2471896,2024,1
1,0,1,0,0,0,0,0,0,0,03/15/2024,home,16580,2915,Wofford,9,True,4,0,4,win,4531023,1014,2471896,2024,1
0,1,1,0,0,0,0,0,0,0,03/16/2024,home,16580,2915,Wofford,9,True,2,3,-1,loss,4531440,1014,2471896,2024,1
3,0,3,0,0,0,0,0,0,0,03/17/2024,home,16580,2915,Wofford,9,True,11,7,4,win,4531706,1014,2471896,2024,1
4,0,4,0,0,0,0,0,0,0,03/19/2024,away,16580,253,Ga. Southern,9,True,8,6,2,win,4532028,1014,2471896,2024,1
2,0,2,0,0,0,0,0,0,0,03/23/2024,home,16580,488,N.C. A&T,9,True,7,2,5,win,4532899,1014,2471896,2024,1
4,0,5,1,0,0,0,0,0,0,03/24/2024,home,16580,488,N.C. A&T,9,True,4,18,-14,loss,4533162,1014,2471896,2024,1
1,0,1,0,0,0,0,0,0,0,03/26/2024,away,16580,253,Ga. Southern,9,True,3,13,-10,loss,4533497,1014,2471896,2024,1
2,0,2,0,0,0,0,0,0,0,03/29/2024,away,16580,683,Stony Brook,9,True,11,5,6,win,4534070,1014,2471896,2024,1
1,0,2,1,0,0,0,0,0,0,03/30/2024,away,16580,683,Stony Brook,9,True,17,8,9,win,4534491,1014,2471896,2024,1
7,0,7,0,0,0,0,0,0,0,03/31/2024,away,16580,683,Stony Brook,9,True,6,2,4,win,4534599,1014,2471896,2024,1
2,0,2,0,0,0,0,0,0,0,04/02/2024,home,16580,253,Ga. Southern,9,True,13,3,10,win,4534886,1014,2471896,2024,1
2,0,2,0,0,0,0,0,0,0,04/05/2024,away,16580,460,UNCW,9,True,8,5,3,win,4535347,1014,2471896,2024,1
3,0,3,0,0,0,0,0,0,0,04/06/2024,away,16580,460,UNCW,9,True,12,3,9,win,4535825,1014,2471896,2024,1
5,0,6,1,0,0,0,0,0,0,04/07/2024,away,16580,460,UNCW,9,True,3,6,-3,loss,4536117,1014,2471896,2024,1
2,0,2,0,0,0,0,0,0,0,04/13/2024,home,16580,439,Monmouth,10,True,6,5,1,win,4537283,1014,2471896,2024,1
2,0,2,0,0,0,0,0,0,0,04/14/2024,home,16580,439,Monmouth,9,True,18,0,18,win,4537555,1014,2471896,2024,1
2,0,2,0,0,0,0,0,0,0,04/19/2024,home,16580,786,William & Mary,9,True,7,6,1,win,4538338,1014,2471896,2024,1
2,0,2,0,0,0,0,0,0,0,04/20/2024,home,16580,786,William & Mary,9,True,4,0,4,win,4538782,1014,2471896,2024,1
2,0,2,0,0,0,0,0,0,0,04/21/2024,home,16580,786,William & Mary,9,True,3,0,3,win,4539044,1014,2471896,2024,1
6,0,6,0,0,0,0,0,0,0,04/23/2024,away,16580,141,The Citadel,9,True,5,4,1,win,4539328,1014,2471896,2024,1
3,0,3,0,0,0,0,0,0,0,04/26/2024,away,16580,115,Campbell,9,True,5,11,-6,loss,4539836,1014,2471896,2024,1
2,0,2,0,0,0,0,0,0,0,04/27/2024,away,16580,115,Campbell,9,True,17,2,15,win,4540276,1014,2471896,2024,1
1,0,1,0,0,0,0,0,0,0,04/28/2024,away,16580,115,Campbell,9,True,12,8,4,win,4540552,1014,2471896,2024,1
