PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/16/2018,home,12973,61,Bethune-Cookman,9,True,13,7,6,win,85273,406,1640635,2018
0,0,0,0,0,0,0,0,0,0,02/17/2018,home,12973,61,Bethune-Cookman,9,True,6,5,1,win,85485,406,1640635,2018
0,0,0,0,0,0,0,0,0,0,02/18/2018,home,12973,61,Bethune-Cookman,9,True,6,8,-2,loss,85814,406,1640635,2018
2,2,0,0,0,0,0,0,0,0,02/20/2018,home,12973,228,Florida A&M,10,True,11,10,1,win,86115,406,1640635,2018
2,2,0,0,0,0,0,0,0,0,02/21/2018,home,12973,228,Florida A&M,9,True,7,15,-8,loss,86185,406,1640635,2018
1,1,0,0,0,0,0,0,0,0,02/23/2018,home,12973,456,UNC Asheville,9,True,15,4,11,win,86319,406,1640635,2018
0,0,0,0,0,0,0,0,0,0,02/24/2018,home,12973,456,UNC Asheville,9,True,9,2,7,win,86563,406,1640635,2018
1,1,0,0,0,0,0,0,0,0,02/24/2018,home,12973,456,UNC Asheville,9,True,5,4,1,win,86853,406,1640635,2018
0,0,0,0,0,0,0,0,0,0,02/27/2018,away,12973,1157,Kennesaw St.,9,True,4,0,4,win,87281,406,1640635,2018
2,2,0,0,0,0,0,0,0,0,02/28/2018,home,12973,1157,Kennesaw St.,9,True,7,5,2,win,87442,406,1640635,2018
4,4,0,0,0,0,0,0,0,0,03/04/2018,home,12973,285,Holy Cross,9,True,12,4,8,win,88376,406,1640635,2018
1,1,0,0,0,0,0,0,0,0,03/05/2018,home,12973,285,Holy Cross,9,True,33,6,27,win,88841,406,1640635,2018
0,0,0,0,0,0,0,0,0,0,03/05/2018,home,12973,285,Holy Cross,9,True,3,7,-4,loss,88846,406,1640635,2018
2,2,0,0,0,0,0,0,0,0,03/07/2018,home,12973,632,Savannah St.,9,True,10,1,9,win,89102,406,1640635,2018
