PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,1,1,0,0,0,0,0,0,0,02/17/2024,neutral,16580,700,Texas Tech,9,True,3,6,-3,loss,4493159,463,2490631,2024,1
7,0,7,0,0,0,0,0,0,0,02/29/2024,away,16580,1014,Col. of Charleston,10,True,6,5,1,win,4493165,463,2490631,2024,1
0,2,2,0,0,0,0,0,0,0,03/03/2024,away,16580,1014,Col. of Charleston,9,True,5,3,2,win,4493168,463,2490631,2024,1
0,2,2,0,0,0,0,0,1,0,03/12/2024,away,16580,782,Wichita St.,9,True,8,6,2,win,4493172,463,2490631,2024,1
11,0,11,0,0,0,0,0,0,0,03/16/2024,home,16580,483,Nicholls,9,True,16,0,16,win,4493175,463,2490631,2024,1
8,1,9,0,0,0,0,0,1,0,03/17/2024,home,16580,483,Nicholls,9,True,11,4,7,win,5253697,463,2490631,2024,1
4,0,4,0,0,0,0,0,0,0,03/19/2024,home,16580,464,Omaha,9,True,11,5,6,win,4493177,463,2490631,2024,1
0,1,1,0,0,0,0,1,0,0,03/20/2024,home,16580,493,North Dakota St.,9,True,3,1,2,win,4493178,463,2490631,2024,1
4,0,4,0,0,0,0,0,0,0,03/22/2024,home,16580,472,New Mexico St.,9,True,14,2,12,win,4493179,463,2490631,2024,1
6,0,6,0,0,0,0,0,0,0,03/29/2024,away,16580,509,Northwestern,9,True,5,2,3,win,4492556,463,2490631,2024,1
2,0,2,0,0,0,0,0,0,0,03/31/2024,away,16580,509,Northwestern,10,True,8,7,1,win,4492555,463,2490631,2024,1
0,2,2,0,0,0,0,1,0,0,04/02/2024,away,16580,169,Creighton,9,True,3,5,-2,loss,4493183,463,2490631,2024,1
4,1,5,0,0,0,0,0,1,0,04/05/2024,home,16580,518,Ohio St.,9,True,3,0,3,win,4493137,463,2490631,2024,1
0,1,1,0,0,0,1,0,0,0,04/07/2024,home,16580,518,Ohio St.,9,True,3,9,-6,loss,4493139,463,2490631,2024,1
11,0,11,0,0,0,0,0,0,0,04/12/2024,away,16580,587,Rutgers,11,True,6,7,-1,loss,4493185,463,2490631,2024,1
0,2,2,0,0,0,1,0,0,0,04/14/2024,away,16580,587,Rutgers,9,True,4,6,-2,loss,4493187,463,2490631,2024,1
