PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,1,0,0,0,0,0,0,0,02/23/2023,neutral,16340,443,Moravian,9,True,3,5,-2,loss,2391219,213,2658152,2023,3
1,0,1,0,0,0,0,0,0,0,02/23/2023,neutral,16340,443,Moravian,9,True,4,6,-2,loss,2408289,213,2658152,2023,3
3,0,3,0,0,0,0,0,0,0,02/24/2023,away,16340,475,SUNY New Paltz,9,True,5,17,-12,loss,2422509,213,2658152,2023,3
2,0,2,0,0,0,0,0,0,0,02/24/2023,neutral,16340,30170,Alfred St.,9,True,2,9,-7,loss,2391338,213,2658152,2023,3
4,0,4,0,0,0,0,0,0,0,03/11/2023,away,16340,117,Capital,9,True,6,12,-6,loss,2394644,213,2658152,2023,3
1,0,1,0,0,0,0,0,0,0,03/16/2023,away,16340,0,Penn St.-Wilkes Barre,9,True,13,0,13,win,2424971,213,2658152,2023,3
8,0,8,0,0,0,0,0,0,0,03/21/2023,away,16340,0,Penn St.-Du Bois,9,True,4,7,-3,loss,2429846,213,2658152,2023,3
2,0,2,0,0,0,0,0,0,0,03/21/2023,away,16340,0,Penn St.-Du Bois,9,True,6,9,-3,loss,2429847,213,2658152,2023,3
4,0,4,0,0,0,0,0,0,0,03/24/2023,away,16340,30160,Houghton,9,True,5,11,-6,loss,2425991,213,2658152,2023,3
3,0,3,0,0,0,0,0,0,0,03/24/2023,away,16340,30160,Houghton,9,True,3,6,-3,loss,2397471,213,2658152,2023,3
3,0,3,0,0,0,0,0,0,0,03/28/2023,away,16340,30160,Houghton,9,True,1,6,-5,loss,2397906,213,2658152,2023,3
1,0,1,0,0,0,0,0,0,0,04/05/2023,home,16340,282,Hobart,9,True,10,20,-10,loss,2400170,213,2658152,2023,3
4,0,4,0,0,0,0,0,0,0,04/08/2023,home,16340,23725,Medaille,9,True,3,1,2,win,2409230,213,2658152,2023,3
4,0,4,0,0,0,0,0,0,0,04/16/2023,away,16340,733,Utica,9,True,5,15,-10,loss,2402651,213,2658152,2023,3
