TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
2,4,2,0,0,0,0,0,0,0,02/01/2017,home,12560,0,St. Andrews,9,True,8,7,1,win,205015,1023,1654289,2017
2,3,1,0,0,0,0,0,0,0,02/04/2017,away,12560,8875,Chowan,9,True,5,4,1,win,205182,1023,1654289,2017
1,5,4,0,0,0,0,0,1,0,02/04/2017,away,12560,8875,Chowan,9,True,11,1,10,win,205225,1023,1654289,2017
2,6,3,1,0,0,0,0,0,0,02/05/2017,away,12560,8875,Chowan,9,True,4,7,-3,loss,205290,1023,1654289,2017
3,4,1,0,0,0,0,0,0,0,02/05/2017,away,12560,8875,Chowan,9,True,5,8,-3,loss,205294,1023,1654289,2017
3,4,1,0,0,0,0,0,0,0,02/10/2017,home,12560,309,UIndy,9,True,2,5,-3,loss,205393,1023,1654289,2017
3,8,5,0,0,0,0,0,2,0,02/11/2017,home,12560,309,UIndy,9,True,9,4,5,win,205466,1023,1654289,2017
0,5,4,1,0,0,0,0,0,0,02/12/2017,home,12560,309,UIndy,9,True,4,18,-14,loss,205652,1023,1654289,2017
2,7,5,0,0,0,0,0,1,0,02/17/2017,home,12560,1072,Erskine,9,True,3,2,1,win,205879,1023,1654289,2017
3,4,1,0,0,0,0,0,0,0,02/18/2017,home,12560,1072,Erskine,13,True,4,3,1,win,206153,1023,1654289,2017
0,4,4,0,0,0,0,0,0,0,02/18/2017,home,12560,1072,Erskine,9,True,9,6,3,win,206224,1023,1654289,2017
3,4,1,0,0,0,0,0,1,0,02/24/2017,away,12560,12830,Tusculum,9,True,10,6,4,win,206956,1023,1654289,2017
4,5,1,0,0,0,0,0,0,0,02/25/2017,away,12560,12830,Tusculum,9,True,5,3,2,win,207345,1023,1654289,2017
1,6,5,0,0,0,0,0,1,0,02/25/2017,away,12560,12830,Tusculum,9,True,0,3,-3,loss,207435,1023,1654289,2017
3,7,4,0,0,0,0,0,0,0,02/28/2017,away,12560,15646,Barton,9,True,22,5,17,win,208026,1023,1654289,2017
3,10,7,0,0,0,0,0,2,0,03/03/2017,away,12560,1176,Lincoln Memorial,9,True,4,2,2,win,208379,1023,1654289,2017
0,2,2,0,0,0,0,0,1,0,03/04/2017,away,12560,1176,Lincoln Memorial,9,True,3,5,-2,loss,208702,1023,1654289,2017
1,3,2,0,0,0,0,0,1,0,03/04/2017,away,12560,1176,Lincoln Memorial,9,True,6,4,2,win,208788,1023,1654289,2017
1,3,1,1,0,0,0,0,1,0,03/10/2017,away,12560,1001,Catawba,9,True,1,12,-11,loss,210193,1023,1654289,2017
2,5,2,1,0,0,0,0,0,0,03/11/2017,away,12560,1001,Catawba,9,True,10,1,9,win,210585,1023,1654289,2017
1,8,6,1,0,0,0,0,2,0,03/11/2017,away,12560,1001,Catawba,9,True,2,13,-11,loss,210646,1023,1654289,2017
2,4,2,0,0,0,0,0,2,0,03/17/2017,home,12560,1170,Lenoir-Rhyne,9,True,5,6,-1,loss,211744,1023,1654289,2017
3,7,3,1,0,0,0,0,1,0,03/18/2017,home,12560,1170,Lenoir-Rhyne,9,True,11,0,11,win,212168,1023,1654289,2017
2,7,4,1,0,0,0,0,0,0,03/18/2017,home,12560,1170,Lenoir-Rhyne,9,True,5,4,1,win,212249,1023,1654289,2017
