PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,02/12/2016,away,12360,2755,Southwest Baptist,9,True,3,9,-6,loss,292095,790,1769456,2016
0,0,0,0,0,0,0,0,0,02/12/2016,away,12360,2755,Southwest Baptist,9,True,9,4,5,win,292103,790,1769456,2016
0,0,0,0,0,0,0,0,0,02/13/2016,away,12360,2755,Southwest Baptist,9,True,6,7,-1,loss,292248,790,1769456,2016
0,0,0,0,0,0,0,0,0,02/26/2016,away,12360,395,Maryville (MO),9,True,5,0,5,win,293607,790,1769456,2016
1,0,0,0,0,2,1,0,0,02/27/2016,neutral,12360,1057,Drury,9,True,0,3,-3,loss,294263,790,1769456,2016
0,0,0,0,0,0,0,0,0,02/27/2016,neutral,12360,262,Grand Valley St.,9,True,4,8,-4,loss,294145,790,1769456,2016
0,0,0,0,0,0,0,0,0,02/28/2016,neutral,12360,1057,Drury,9,True,4,6,-2,loss,294628,790,1769456,2016
1,0,1,0,0,0,1,0,0,03/05/2016,neutral,12360,30063,Seton Hill,9,True,3,10,-7,loss,295640,790,1769456,2016
0,0,0,0,0,0,0,0,0,03/06/2016,neutral,12360,30141,Walsh,9,True,2,5,-3,loss,295981,790,1769456,2016
0,0,0,0,0,0,0,0,0,03/08/2016,away,12360,230,Florida Tech,9,True,2,10,-8,loss,296323,790,1769456,2016
0,0,0,0,0,0,0,0,0,03/09/2016,away,12360,233,Fla. Southern,9,True,2,4,-2,loss,296552,790,1769456,2016
0,0,0,0,0,0,0,0,0,03/10/2016,neutral,12360,604,St. Joseph's (IN),9,True,8,1,7,win,296735,790,1769456,2016
0,0,0,0,0,0,0,0,0,03/10/2016,neutral,12360,30119,Ohio Dominican,9,True,9,11,-2,loss,296739,790,1769456,2016
0,0,0,0,0,0,0,0,0,03/24/2016,home,12360,27854,Minn.-Crookston,9,True,2,4,-2,loss,300568,790,1769456,2016
0,0,0,0,0,0,0,0,0,03/24/2016,home,12360,27854,Minn.-Crookston,9,True,5,6,-1,loss,300575,790,1769456,2016
0,0,0,0,0,0,0,0,0,03/25/2016,home,12360,27854,Minn.-Crookston,10,True,7,8,-1,loss,300951,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/03/2016,home,12360,427,Minn. Duluth,9,True,7,13,-6,loss,303315,790,1769456,2016
0,1,0,0,0,0,0,0,0,04/03/2016,home,12360,427,Minn. Duluth,9,True,8,14,-6,loss,303459,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/04/2016,home,12360,427,Minn. Duluth,9,True,14,3,11,win,303484,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/04/2016,home,12360,427,Minn. Duluth,9,True,13,4,9,win,303495,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/07/2016,away,12360,8736,Southwest Minn. St.,9,True,8,2,6,win,303955,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/07/2016,away,12360,8736,Southwest Minn. St.,9,True,5,11,-6,loss,303963,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/09/2016,away,12360,54,Bemidji St.,9,True,7,4,3,win,304696,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/09/2016,away,12360,54,Bemidji St.,9,True,6,4,2,win,304729,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/10/2016,away,12360,54,Bemidji St.,9,True,7,5,2,win,305084,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/10/2016,away,12360,54,Bemidji St.,9,True,7,17,-10,loss,305169,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/13/2016,away,12360,1433,Wayne St. (NE),9,True,11,15,-4,loss,305733,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/13/2016,away,12360,1433,Wayne St. (NE),9,True,21,3,18,win,305772,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/17/2016,away,12360,30075,Mary,9,True,11,3,8,win,307363,790,1769456,2016
0,0,0,0,0,2,1,0,0,04/17/2016,away,12360,30075,Mary,9,True,1,7,-6,loss,307383,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/18/2016,away,12360,30075,Mary,9,True,6,2,4,win,307463,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/18/2016,away,12360,30075,Mary,9,True,11,0,11,win,307464,790,1769456,2016
0,0,0,0,0,0,0,0,0,04/21/2016,home,12360,41,Augustana (SD),9,True,3,6,-3,loss,308011,790,1769456,2016
