TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/17/2017,home,12560,328,Kansas,9,True,5,7,-2,loss,205807,141,1757071,2017
0,2,2,0,0,0,0,0,0,0,02/18/2017,home,12560,746,Virginia,9,True,6,10,-4,loss,206021,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,02/19/2017,home,12560,355,Liberty,9,True,1,9,-8,loss,206416,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,02/24/2017,home,12560,178,Delaware St.,9,True,4,0,4,win,206912,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,02/25/2017,home,12560,178,Delaware St.,9,True,6,5,1,win,207213,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,02/26/2017,home,12560,178,Delaware St.,9,True,1,7,-6,loss,207666,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,02/28/2017,home,12560,1320,Presbyterian,9,True,9,8,1,win,207999,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/03/2017,away,12560,1014,Col. of Charleston,9,True,2,3,-1,loss,208389,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/04/2017,home,12560,1014,Col. of Charleston,9,True,1,10,-9,loss,208523,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/05/2017,away,12560,1014,Col. of Charleston,9,True,1,3,-2,loss,209134,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/07/2017,away,12560,648,South Carolina,9,True,5,12,-7,loss,209561,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/10/2017,home,12560,678,Stetson,9,True,5,1,4,win,210098,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,home,12560,678,Stetson,9,True,2,9,-7,loss,210800,141,1757071,2017
0,1,0,1,0,0,0,0,0,0,03/11/2017,home,12560,678,Stetson,9,True,6,9,-3,loss,210825,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/14/2017,home,12560,792,Winthrop,9,True,34,8,26,win,211292,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/16/2017,home,12560,172,Dartmouth,9,True,2,7,-5,loss,211599,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/17/2017,home,12560,172,Dartmouth,9,True,5,4,1,win,211723,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/18/2017,home,12560,172,Dartmouth,10,True,8,7,1,win,212040,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/19/2017,home,12560,172,Dartmouth,9,True,9,10,-1,loss,212514,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/21/2017,home,12560,253,Ga. Southern,9,True,3,7,-4,loss,212964,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/22/2017,away,12560,253,Ga. Southern,9,True,0,1,-1,loss,213240,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/24/2017,home,12560,741,VMI,9,True,3,0,3,win,213410,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,home,12560,741,VMI,12,True,1,4,-3,loss,213772,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/26/2017,home,12560,741,VMI,9,True,4,2,2,win,214393,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/28/2017,home,12560,648,South Carolina,9,True,1,15,-14,loss,214760,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,03/31/2017,away,12560,769,Western Caro.,9,True,3,4,-1,loss,215286,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,04/01/2017,away,12560,769,Western Caro.,9,True,0,6,-6,loss,215504,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,04/02/2017,away,12560,769,Western Caro.,9,True,1,14,-13,loss,216069,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,04/04/2017,away,12560,48,Charleston So.,9,True,8,6,2,win,216728,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,04/11/2017,away,12560,792,Winthrop,9,True,4,6,-2,loss,218729,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,04/13/2017,away,12560,625,Samford,9,True,0,1,-1,loss,219146,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,04/14/2017,away,12560,625,Samford,9,True,8,6,2,win,219426,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,04/15/2017,away,12560,625,Samford,9,True,4,7,-3,loss,219903,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,04/18/2017,home,12560,48,Charleston So.,9,True,8,5,3,win,220588,141,1757071,2017
0,0,0,0,0,0,0,0,0,0,04/21/2017,home,12560,406,Mercer,10,True,5,6,-1,loss,221166,141,1757071,2017
