PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,1,0,0,0,0,0,0,0,02/29/2020,neutral,15204,265,Grove City,9,True,12,5,7,win,1832610,161,1892715,2020
3,0,3,0,0,0,0,0,0,0,02/29/2020,neutral,15204,265,Grove City,9,True,3,6,-3,loss,1848409,161,1892715,2020
3,0,3,0,0,0,0,0,0,0,03/02/2020,neutral,15204,1434,Waynesburg,9,True,8,7,1,win,1833304,161,1892715,2020
2,0,2,0,0,0,0,0,0,0,03/02/2020,neutral,15204,1434,Waynesburg,9,True,13,3,10,win,1849719,161,1892715,2020
2,0,2,0,0,0,0,0,0,0,03/04/2020,neutral,15204,30042,Mitchell,9,True,1,11,-10,loss,1970928,161,1892715,2020
1,0,1,0,0,0,0,0,0,0,03/05/2020,neutral,15204,214,Emerson,9,True,17,2,15,win,1833639,161,1892715,2020
1,0,1,0,0,0,0,0,0,0,03/05/2020,neutral,15204,12399,Gwynedd Mercy,9,True,5,1,4,win,1833640,161,1892715,2020
1,0,1,0,0,0,0,0,0,0,03/07/2020,neutral,15204,30064,Saint Vincent,9,True,3,7,-4,loss,1834055,161,1892715,2020
1,0,1,0,0,0,0,0,0,0,03/08/2020,neutral,15204,185,Dickinson,9,True,0,7,-7,loss,1834462,161,1892715,2020
2,0,3,1,0,0,0,0,0,0,03/08/2020,neutral,15204,185,Dickinson,9,True,4,7,-3,loss,1848632,161,1892715,2020
2,0,2,0,0,0,0,0,0,0,03/10/2020,neutral,15204,11839,Pitt.-Greensburg,9,True,2,0,2,win,1834867,161,1892715,2020
2,0,2,0,0,0,0,0,0,0,03/10/2020,neutral,15204,11839,Pitt.-Greensburg,9,True,4,1,3,win,1849876,161,1892715,2020
