PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/17/2018,away,12973,632,Savannah St.,9,True,0,2,-2,loss,85573,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,02/17/2018,away,12973,632,Savannah St.,9,True,9,3,6,win,85622,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,02/18/2018,away,12973,632,Savannah St.,9,True,1,8,-7,loss,85855,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,02/23/2018,home,12973,576,Rider,10,True,4,3,1,win,86341,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,02/26/2018,home,12973,576,Rider,9,True,1,3,-2,loss,87259,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,02/26/2018,home,12973,576,Rider,9,True,6,8,-2,loss,87262,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/03/2018,away,12973,180,Delaware,9,True,5,9,-4,loss,87812,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/04/2018,away,12973,180,Delaware,9,True,0,9,-9,loss,88461,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/04/2018,away,12973,180,Delaware,9,True,4,11,-7,loss,88492,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/07/2018,away,12973,249,George Washington,9,True,6,12,-6,loss,89069,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/10/2018,home,12973,222,Fairleigh Dickinson,9,True,5,6,-1,loss,89985,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/10/2018,home,12973,222,Fairleigh Dickinson,9,True,4,5,-1,loss,90148,178,1998739,2018
0,1,1,0,0,0,2,0,0,0,03/11/2018,home,12973,222,Fairleigh Dickinson,9,True,4,5,-1,loss,90362,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/11/2018,home,12973,222,Fairleigh Dickinson,9,True,0,3,-3,loss,90511,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/13/2018,home,12973,711,Towson,9,True,2,12,-10,loss,90744,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/15/2018,home,12973,726,Navy,9,True,5,23,-18,loss,91054,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/17/2018,home,12973,485,Norfolk St.,9,True,2,10,-8,loss,91712,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/17/2018,home,12973,485,Norfolk St.,9,True,1,6,-5,loss,91808,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/18/2018,home,12973,485,Norfolk St.,9,True,6,14,-8,loss,92172,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/25/2018,neutral,12973,165,Coppin St.,9,True,13,17,-4,loss,93848,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/25/2018,away,12973,165,Coppin St.,9,True,0,2,-2,loss,93898,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/26/2018,neutral,12973,165,Coppin St.,11,True,2,3,-1,loss,94007,178,1998739,2018
1,1,0,0,0,0,3,0,0,0,03/27/2018,away,12973,251,Georgetown,9,True,5,10,-5,loss,94075,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/30/2018,home,12973,393,UMES,9,True,9,16,-7,loss,94717,178,1998739,2018
0,0,0,0,0,0,0,0,0,0,03/31/2018,away,12973,393,UMES,9,True,8,5,3,win,95360,178,1998739,2018
