PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
6,0,6,0,0,0,0,0,0,0,02/17/2023,away,16340,610,Saint Mary's (CA),9,True,10,8,2,win,2390324,302,2474318,2023,1
10,0,10,0,0,0,0,0,2,0,02/17/2023,away,16340,610,Saint Mary's (CA),9,True,6,5,1,win,2408378,302,2474318,2023,1
7,0,7,0,0,0,0,0,1,0,02/18/2023,away,16340,610,Saint Mary's (CA),10,True,7,3,4,win,2390682,302,2474318,2023,1
9,0,9,0,0,0,0,0,0,0,02/19/2023,away,16340,610,Saint Mary's (CA),9,True,1,8,-7,loss,2390895,302,2474318,2023,1
6,0,7,1,0,0,0,0,0,0,02/24/2023,away,16340,28600,Lipscomb,9,True,7,5,2,win,2391310,302,2474318,2023,1
9,0,9,0,0,0,0,0,1,0,02/25/2023,away,16340,28600,Lipscomb,9,True,8,9,-1,loss,2391602,302,2474318,2023,1
2,0,2,0,0,0,0,0,1,0,02/26/2023,away,16340,28600,Lipscomb,9,True,4,7,-3,loss,2392032,302,2474318,2023,1
3,0,3,0,0,0,0,0,0,0,03/03/2023,away,16340,8,Alabama,9,True,1,11,-10,loss,2392621,302,2474318,2023,1
5,0,5,0,0,0,0,0,1,0,03/04/2023,away,16340,8,Alabama,9,True,0,10,-10,loss,2392920,302,2474318,2023,1
5,0,5,0,0,0,0,0,0,0,03/07/2023,home,16340,509,Northwestern,9,True,10,6,4,win,2393785,302,2474318,2023,1
4,0,4,0,0,0,0,0,1,0,03/14/2023,home,16340,797,Milwaukee,9,True,8,4,4,win,2395348,302,2474318,2023,1
2,0,3,1,0,0,0,0,0,0,03/18/2023,neutral,16340,660,SIUE,9,True,6,9,-3,loss,2425291,302,2474318,2023,1
5,0,5,0,0,0,0,0,1,0,03/25/2023,away,16340,659,Southern Ill.,9,True,2,6,-4,loss,2397543,302,2474318,2023,1
9,0,9,0,0,0,0,0,2,0,03/25/2023,away,16340,659,Southern Ill.,9,True,1,3,-2,loss,2397955,302,2474318,2023,1
6,1,8,1,0,0,0,0,1,0,03/26/2023,away,16340,659,Southern Ill.,9,True,5,13,-8,loss,2398281,302,2474318,2023,1
9,2,11,0,0,0,0,0,0,0,03/28/2023,home,16340,771,Western Ill.,9,True,10,6,4,win,2398579,302,2474318,2023,1
7,0,8,1,0,0,0,0,0,0,04/02/2023,home,16340,305,Indiana St.,9,True,1,10,-9,loss,2399786,302,2474318,2023,1
3,0,3,0,0,0,0,0,0,0,04/04/2023,home,16340,503,NIU,9,True,6,3,3,win,2399864,302,2474318,2023,1
