PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,0,1,1,0,0,1,0,0,0,02/18/2023,away,16340,655,Southeastern La.,9,True,5,7,-2,loss,2408282,342,2310641,2023,1
0,0,0,0,0,0,1,0,0,0,03/03/2023,away,16340,19651,High Point,9,True,5,2,3,win,2392828,342,2310641,2023,1
0,1,1,0,0,0,4,0,0,0,03/10/2023,away,16340,683,Stony Brook,9,True,6,11,-5,loss,2394222,342,2310641,2023,1
1,1,2,0,0,0,0,0,0,0,03/17/2023,away,16340,62,Binghamton,9,True,1,4,-3,loss,2395958,342,2310641,2023,1
0,1,1,0,0,0,0,0,0,0,03/26/2023,away,16340,726,Navy,9,True,8,0,8,win,2398295,342,2310641,2023,1
0,2,2,0,0,0,1,0,1,0,04/01/2023,away,16340,352,Lehigh,9,True,7,10,-3,loss,2410049,342,2310641,2023,1
0,1,1,0,0,0,0,0,0,0,04/08/2023,home,16340,83,Bucknell,9,True,5,8,-3,loss,2400868,342,2310641,2023,1
0,0,0,0,0,0,1,0,0,0,04/19/2023,home,16340,352,Lehigh,9,True,5,9,-4,loss,2403071,342,2310641,2023,1
1,1,2,0,0,0,1,0,0,0,04/22/2023,away,16340,285,Holy Cross,9,True,6,1,5,win,2403657,342,2310641,2023,1
0,2,2,0,0,0,1,0,0,0,04/29/2023,away,16340,725,Army West Point,9,True,4,3,1,win,2405130,342,2310641,2023,1
