TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/23/2017,neutral,12560,307,Indiana (PA),9,True,11,6,5,win,206873,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,02/24/2017,away,12560,0,Apprentice,9,True,7,0,7,win,207173,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,02/25/2017,neutral,12560,65,Bloomsburg,9,True,11,17,-6,loss,207518,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,02/25/2017,home,12560,0,Apprentice,9,True,4,3,1,win,207594,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,02/26/2017,neutral,12560,65,Bloomsburg,9,True,16,15,1,win,207922,339,1533081,2017
0,1,1,0,0,0,0,0,0,0,03/04/2017,neutral,12560,643,Slippery Rock,9,True,4,1,3,win,208942,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/05/2017,neutral,12560,643,Slippery Rock,9,True,7,9,-2,loss,209270,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/05/2017,neutral,12560,643,Slippery Rock,9,True,5,1,4,win,209303,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/10/2017,neutral,12560,1076,Fairmont St.,9,True,9,1,8,win,210311,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,neutral,12560,143,Clarion,9,True,7,10,-3,loss,210718,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,neutral,12560,1439,West Virginia St.,11,True,3,4,-1,loss,210719,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/12/2017,neutral,12560,106,California (PA),9,True,4,14,-10,loss,211030,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/13/2017,neutral,12560,143,Clarion,9,True,9,1,8,win,211233,339,1533081,2017
1,1,0,0,0,0,1,1,0,0,03/15/2017,away,12560,15646,Barton,9,True,8,9,-1,loss,211514,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/15/2017,away,12560,15646,Barton,9,True,6,7,-1,loss,211518,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/21/2017,away,12560,1460,Wilmington (DE),9,True,2,1,1,win,213170,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/24/2017,away,12560,423,Millersville,9,True,0,1,-1,loss,213566,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/24/2017,away,12560,423,Millersville,9,True,4,3,1,win,213591,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,home,12560,423,Millersville,9,True,2,1,1,win,214214,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,home,12560,423,Millersville,9,True,2,6,-4,loss,214294,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/02/2017,away,12560,360,Lock Haven,9,True,1,2,-1,loss,216176,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/02/2017,away,12560,360,Lock Haven,9,True,1,10,-9,loss,216250,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/03/2017,home,12560,360,Lock Haven,9,True,3,4,-1,loss,216527,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/03/2017,home,12560,360,Lock Haven,9,True,0,4,-4,loss,216548,339,1533081,2017
0,0,0,0,0,0,2,0,0,0,04/05/2017,away,12560,1348,St. Thomas Aquinas,9,True,0,5,-5,loss,216894,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/09/2017,home,12560,197,East Stroudsburg,9,True,1,3,-2,loss,218396,339,1533081,2017
0,1,1,0,0,0,0,0,0,0,04/09/2017,home,12560,197,East Stroudsburg,9,True,3,2,1,win,218428,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/10/2017,away,12560,197,East Stroudsburg,9,True,2,10,-8,loss,218542,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/10/2017,away,12560,197,East Stroudsburg,9,True,1,5,-4,loss,218548,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/14/2017,home,12560,765,West Chester,9,True,3,9,-6,loss,219495,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/14/2017,home,12560,765,West Chester,9,True,2,8,-6,loss,219602,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/15/2017,away,12560,765,West Chester,9,True,0,5,-5,loss,220068,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/15/2017,away,12560,765,West Chester,9,True,5,10,-5,loss,220227,339,1533081,2017
0,2,1,1,0,0,0,0,0,0,04/17/2017,away,12560,349,Le Moyne,9,True,1,9,-8,loss,220480,339,1533081,2017
0,0,0,0,0,0,0,0,0,0,04/17/2017,away,12560,349,Le Moyne,9,True,8,6,2,win,220508,339,1533081,2017
