PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
2,0,2,0,0,0,0,0,0,0,02/18/2024,neutral,16580,1439,West Virginia St.,9,True,7,3,4,win,4526145,30141,2811936,2024,2
2,0,2,0,0,0,0,0,0,0,02/26/2024,away,16580,30063,Seton Hill,9,True,1,4,-3,loss,4527075,30141,2811936,2024,2
3,0,3,0,0,0,0,0,0,0,02/26/2024,away,16580,30063,Seton Hill,9,True,7,6,1,win,4544128,30141,2811936,2024,2
1,0,1,0,0,0,0,0,0,0,03/03/2024,neutral,16580,9081,Concordia-St. Paul,9,True,10,7,3,win,4856817,30141,2811936,2024,2
2,0,2,0,0,0,0,0,0,0,03/03/2024,neutral,16580,929,Adams St.,10,True,6,5,1,win,5250955,30141,2811936,2024,2
1,0,1,0,0,0,0,0,0,0,03/06/2024,neutral,16580,591,Saginaw Valley,9,True,1,13,-12,loss,4856820,30141,2811936,2024,2
2,0,2,0,0,0,0,0,0,0,03/07/2024,neutral,16580,591,Saginaw Valley,9,True,4,12,-8,loss,4856821,30141,2811936,2024,2
3,0,3,0,0,0,0,0,0,0,03/12/2024,away,16580,30126,Notre Dame (OH),9,True,28,4,24,win,4530377,30141,2811936,2024,2
2,0,2,0,0,0,0,0,0,0,03/16/2024,home,16580,30119,Ohio Dominican,9,True,10,0,10,win,4531216,30141,2811936,2024,2
3,0,3,0,0,0,0,0,0,0,03/16/2024,home,16580,30119,Ohio Dominican,9,True,8,1,7,win,4544046,30141,2811936,2024,2
1,0,1,0,0,0,0,0,0,0,03/17/2024,home,16580,30119,Ohio Dominican,9,True,12,9,3,win,4531618,30141,2811936,2024,2
3,0,3,0,0,0,0,0,0,0,03/17/2024,home,16580,30119,Ohio Dominican,9,True,9,12,-3,loss,4542839,30141,2811936,2024,2
5,0,5,0,0,0,0,0,0,0,03/20/2024,away,16580,30137,Malone,9,True,6,1,5,win,5254591,30141,2811936,2024,2
4,0,4,0,0,0,0,0,0,0,03/23/2024,away,16580,1402,Thomas More,9,True,5,4,1,win,4532641,30141,2811936,2024,2
3,0,3,0,0,0,0,0,0,0,03/23/2024,away,16580,1402,Thomas More,9,True,5,3,2,win,4543778,30141,2811936,2024,2
1,0,1,0,0,0,0,0,0,0,04/06/2024,home,16580,30002,Trevecca Nazarene,10,True,6,7,-1,loss,4535532,30141,2811936,2024,2
2,0,3,1,0,0,0,0,0,0,04/07/2024,home,16580,30002,Trevecca Nazarene,9,True,4,2,2,win,4535215,30141,2811936,2024,2
3,0,3,0,0,0,0,0,0,0,04/07/2024,home,16580,30002,Trevecca Nazarene,9,True,10,8,2,win,4543435,30141,2811936,2024,2
