PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/16/2018,home,12973,563,Radford,9,True,8,14,-6,loss,85254,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,02/17/2018,home,12973,563,Radford,9,True,6,12,-6,loss,85466,2711,1639708,2018
0,1,0,1,0,0,0,0,0,0,02/18/2018,home,12973,563,Radford,9,True,7,2,5,win,85798,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,02/20/2018,away,12973,648,South Carolina,9,True,2,5,-3,loss,86101,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,02/23/2018,home,12973,659,Southern Ill.,10,True,5,4,1,win,86300,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,02/24/2018,home,12973,659,Southern Ill.,9,True,2,6,-4,loss,86549,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,02/25/2018,home,12973,659,Southern Ill.,9,True,9,6,3,win,86947,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,02/27/2018,home,12973,235,Florida,9,True,0,4,-4,loss,87311,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,02/28/2018,away,12973,235,Florida,9,True,3,8,-5,loss,87422,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/02/2018,home,12973,164,UConn,9,True,4,5,-1,loss,87611,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/03/2018,home,12973,164,UConn,9,True,6,5,1,win,87832,2711,1639708,2018
1,1,0,0,0,0,1,0,0,0,03/04/2018,home,12973,164,UConn,9,True,4,2,2,win,88352,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/06/2018,home,12973,316,Jacksonville,9,True,12,5,7,win,88894,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/07/2018,away,12973,61,Bethune-Cookman,9,True,3,8,-5,loss,89070,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/10/2018,home,12973,220,Fairfield,9,True,5,1,4,win,89958,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/10/2018,home,12973,220,Fairfield,9,True,12,16,-4,loss,90182,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/11/2018,home,12973,220,Fairfield,9,True,6,1,5,win,90313,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/13/2018,away,12973,229,Fla. Atlantic,9,True,1,14,-13,loss,90713,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/14/2018,away,12973,229,Fla. Atlantic,9,True,9,10,-1,loss,90896,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/16/2018,home,12973,404,Memphis,9,True,4,1,3,win,91230,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/17/2018,home,12973,404,Memphis,9,True,7,5,2,win,91557,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/18/2018,home,12973,404,Memphis,9,True,5,7,-2,loss,92112,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/21/2018,home,12973,651,South Fla.,9,True,5,12,-7,loss,92675,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/23/2018,home,12973,228,Florida A&M,9,True,10,2,8,win,92872,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/24/2018,home,12973,228,Florida A&M,9,True,8,6,2,win,93183,2711,1639708,2018
0,0,0,0,0,0,1,0,0,0,03/25/2018,home,12973,228,Florida A&M,9,True,13,4,9,win,93627,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/29/2018,away,12973,316,Jacksonville,9,True,8,2,6,win,94455,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/30/2018,away,12973,316,Jacksonville,9,True,2,7,-5,loss,94658,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,03/31/2018,away,12973,316,Jacksonville,9,True,2,5,-3,loss,95128,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,04/06/2018,home,12973,10411,USC Upstate,9,True,3,0,3,win,96221,2711,1639708,2018
1,2,1,0,0,0,0,1,0,0,04/07/2018,home,12973,10411,USC Upstate,9,True,13,6,7,win,96536,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,04/08/2018,home,12973,10411,USC Upstate,9,True,3,2,1,win,96969,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,04/11/2018,home,12973,61,Bethune-Cookman,9,True,6,1,5,win,97820,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,04/13/2018,away,12973,1157,Kennesaw St.,9,True,2,3,-1,loss,98141,2711,1639708,2018
0,0,0,0,0,0,1,0,0,0,04/14/2018,away,12973,1157,Kennesaw St.,9,True,6,10,-4,loss,98572,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,04/14/2018,away,12973,1157,Kennesaw St.,9,True,5,7,-2,loss,99087,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,04/17/2018,away,12973,651,South Fla.,9,True,1,7,-6,loss,99412,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,04/18/2018,home,12973,632,Savannah St.,9,True,7,1,6,win,99685,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,04/27/2018,home,12973,678,Stetson,11,True,3,4,-1,loss,102070,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,04/28/2018,home,12973,678,Stetson,9,True,3,5,-2,loss,102348,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,04/29/2018,home,12973,678,Stetson,9,True,4,12,-8,loss,103042,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/02/2018,away,12973,228,Florida A&M,9,True,5,6,-1,loss,103637,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/04/2018,away,12973,28755,FGCU,9,True,3,2,1,win,103838,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/05/2018,away,12973,28755,FGCU,9,True,9,4,5,win,104154,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/06/2018,away,12973,28755,FGCU,9,True,16,1,15,win,104643,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/11/2018,home,12973,28600,Lipscomb,9,True,4,2,2,win,105260,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/12/2018,home,12973,28600,Lipscomb,9,True,5,6,-1,loss,105510,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/13/2018,home,12973,28600,Lipscomb,9,True,3,1,2,win,105737,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/17/2018,away,12973,471,NJIT,9,True,1,3,-2,loss,106090,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/17/2018,away,12973,471,NJIT,9,True,1,7,-6,loss,106095,2711,1639708,2018
0,1,1,0,0,0,0,0,0,0,05/18/2018,away,12973,471,NJIT,9,True,11,9,2,win,106195,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/23/2018,neutral,12973,1157,Kennesaw St.,9,True,7,1,6,win,106577,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/24/2018,neutral,12973,316,Jacksonville,9,True,3,4,-1,loss,106659,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/25/2018,neutral,12973,28600,Lipscomb,9,True,7,6,1,win,106745,2711,1639708,2018
0,0,0,0,0,0,0,0,0,0,05/25/2018,neutral,12973,316,Jacksonville,9,True,6,2,4,win,106743,2711,1639708,2018
0,1,1,0,0,0,0,0,0,0,05/26/2018,away,12973,678,Stetson,9,True,0,6,-6,loss,106820,2711,1639708,2018
