TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/25/2017,neutral,12560,1438,West Liberty,9,True,14,2,12,win,207613,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,02/26/2017,neutral,12560,1438,West Liberty,9,True,9,5,4,win,207928,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,02/26/2017,neutral,12560,1438,West Liberty,9,True,7,6,1,win,207931,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/04/2017,home,12560,30104,Urbana,9,True,15,11,4,win,208901,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/06/2017,home,12560,408,Mercyhurst,9,True,0,6,-6,loss,209425,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,neutral,12560,30126,Notre Dame (OH),9,True,4,0,4,win,210737,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,neutral,12560,30126,Notre Dame (OH),9,True,11,2,9,win,210764,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/12/2017,neutral,12560,533,Pace,9,True,15,9,6,win,210994,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/13/2017,away,12560,233,Fla. Southern,9,True,2,7,-5,loss,211184,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/14/2017,neutral,12560,30063,Seton Hill,9,True,10,8,2,win,211368,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/15/2017,neutral,12560,533,Pace,9,True,4,9,-5,loss,211560,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/16/2017,neutral,12560,30063,Seton Hill,9,True,3,4,-1,loss,211636,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/17/2017,neutral,12560,384,Mansfield,9,True,9,3,6,win,211892,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/18/2017,neutral,12560,757,Wayne St. (MI),9,True,1,3,-2,loss,212371,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/18/2017,neutral,12560,757,Wayne St. (MI),9,True,2,7,-5,loss,212388,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/22/2017,away,12560,309,UIndy,9,True,5,6,-1,loss,213261,30119,1872901,2017
1,1,0,0,0,0,0,0,0,0,03/22/2017,away,12560,309,UIndy,9,True,3,4,-1,loss,213268,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/24/2017,home,12560,591,Saginaw Valley,9,True,4,3,1,win,213651,30119,1872901,2017
0,0,0,0,0,0,1,0,0,0,03/24/2017,home,12560,591,Saginaw Valley,9,True,8,2,6,win,213713,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,home,12560,591,Saginaw Valley,9,True,3,0,3,win,214351,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,home,12560,591,Saginaw Valley,9,True,8,6,2,win,214373,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/05/2017,home,12560,757,Wayne St. (MI),9,True,5,8,-3,loss,217002,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/05/2017,home,12560,757,Wayne St. (MI),9,True,6,8,-2,loss,217007,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/08/2017,away,12560,262,Grand Valley St.,9,True,8,9,-1,loss,217592,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/08/2017,away,12560,262,Grand Valley St.,9,True,5,1,4,win,217794,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/09/2017,away,12560,262,Grand Valley St.,9,True,16,8,8,win,218245,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/09/2017,away,12560,262,Grand Valley St.,9,True,9,13,-4,loss,218332,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/12/2017,away,12560,30141,Walsh,9,True,1,11,-10,loss,218976,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/12/2017,away,12560,30141,Walsh,12,True,18,16,2,win,218999,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/15/2017,away,12560,35,Ashland,10,True,7,8,-1,loss,219984,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/17/2017,away,12560,35,Ashland,9,True,8,3,5,win,220483,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/17/2017,away,12560,35,Ashland,9,True,8,1,7,win,220511,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/19/2017,home,12560,30141,Walsh,9,True,5,10,-5,loss,221047,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/19/2017,home,12560,30141,Walsh,9,True,4,28,-24,loss,221053,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/22/2017,home,12560,1079,Findlay,9,True,3,0,3,win,222036,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/22/2017,home,12560,1079,Findlay,9,True,8,7,1,win,222054,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/23/2017,home,12560,1079,Findlay,9,True,10,1,9,win,222512,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/23/2017,home,12560,1079,Findlay,9,True,11,0,11,win,222524,30119,1872901,2017
0,1,1,0,0,0,2,0,0,0,04/26/2017,away,12560,30137,Malone,9,True,5,8,-3,loss,222887,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/26/2017,away,12560,30137,Malone,9,True,2,6,-4,loss,222953,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/28/2017,away,12560,510,Northwood,9,True,10,2,8,win,223403,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/28/2017,away,12560,510,Northwood,9,True,4,9,-5,loss,223453,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/29/2017,away,12560,510,Northwood,9,True,3,0,3,win,223930,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,04/29/2017,away,12560,510,Northwood,9,True,6,13,-7,loss,223856,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,05/03/2017,away,12560,35,Ashland,9,True,7,11,-4,loss,224630,30119,1872901,2017
0,2,2,0,0,0,1,0,1,0,05/06/2017,home,12560,1403,Tiffin,9,True,3,6,-3,loss,225368,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,05/06/2017,home,12560,1403,Tiffin,9,True,12,15,-3,loss,225375,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,05/07/2017,away,12560,1403,Tiffin,9,True,10,13,-3,loss,225544,30119,1872901,2017
0,0,0,0,0,0,0,0,0,0,05/07/2017,away,12560,1403,Tiffin,9,True,13,7,6,win,225583,30119,1872901,2017
