PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,2,0,0,0,0,0,0,0,02/20/2016,away,12360,28593,Birmingham-So.,9,True,0,8,-8,loss,292699,28749,1646308,2016
0,6,0,0,0,0,0,4,0,02/20/2016,neutral,12360,1111,Greenville,9,True,2,0,2,win,293092,28749,1646308,2016
2,3,0,0,0,0,0,0,0,02/21/2016,away,12360,28593,Birmingham-So.,9,True,1,2,-1,loss,293158,28749,1646308,2016
0,3,0,0,0,0,0,0,0,03/02/2016,away,12360,132,Centre,9,True,4,2,2,win,294870,28749,1646308,2016
3,2,1,0,0,0,0,0,0,03/05/2016,away,12360,973,Berry,9,True,12,8,4,win,295380,28749,1646308,2016
0,5,0,0,0,0,0,0,0,03/05/2016,away,12360,973,Berry,9,True,6,5,1,win,295495,28749,1646308,2016
3,2,1,0,0,0,0,1,0,03/06/2016,away,12360,973,Berry,9,True,2,11,-9,loss,295817,28749,1646308,2016
0,2,1,0,0,0,0,1,0,03/08/2016,home,12360,23260,Spalding,9,True,10,11,-1,loss,296390,28749,1646308,2016
0,0,0,0,0,0,0,0,0,03/12/2016,home,12360,531,Otterbein,9,True,1,5,-4,loss,297354,28749,1646308,2016
0,0,0,0,0,0,0,0,0,03/12/2016,home,12360,531,Otterbein,9,True,4,7,-3,loss,297449,28749,1646308,2016
0,0,0,0,0,0,0,0,0,03/19/2016,away,12360,520,Ohio Wesleyan,9,True,2,19,-17,loss,299220,28749,1646308,2016
0,0,0,0,0,0,0,0,0,03/19/2016,away,12360,520,Ohio Wesleyan,9,True,4,13,-9,loss,299343,28749,1646308,2016
0,0,0,0,0,0,0,0,0,03/22/2016,away,12360,1115,Hanover,9,True,6,5,1,win,300039,28749,1646308,2016
0,0,0,0,0,0,0,0,0,03/25/2016,away,12360,2694,Franklin,9,True,5,4,1,win,300593,28749,1646308,2016
0,0,0,0,0,0,0,0,0,03/26/2016,away,12360,2694,Franklin,9,True,0,10,-10,loss,301171,28749,1646308,2016
0,0,0,0,0,0,0,0,0,03/26/2016,away,12360,2694,Franklin,9,True,5,6,-1,loss,301322,28749,1646308,2016
0,0,0,0,0,0,0,0,0,03/29/2016,away,12360,8567,Mt. St. Joseph,9,True,9,6,3,win,301858,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/01/2016,home,12360,1050,Defiance,11,True,15,14,1,win,302398,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/02/2016,home,12360,1050,Defiance,9,True,5,4,1,win,302814,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/02/2016,home,12360,1050,Defiance,10,True,17,19,-2,loss,303031,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/05/2016,away,12360,8567,Mt. St. Joseph,9,True,12,2,10,win,303619,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/09/2016,away,12360,585,Rose-Hulman,9,True,5,6,-1,loss,304758,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/09/2016,away,12360,585,Rose-Hulman,9,True,3,9,-6,loss,304775,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/10/2016,away,12360,585,Rose-Hulman,9,True,7,4,3,win,305074,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/13/2016,home,12360,1115,Hanover,9,True,6,2,4,win,305694,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/15/2016,home,12360,939,Anderson (IN),9,True,5,4,1,win,306106,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/16/2016,home,12360,939,Anderson (IN),10,True,2,3,-1,loss,306846,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/16/2016,home,12360,939,Anderson (IN),9,True,3,1,2,win,306899,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/22/2016,away,12360,1192,Manchester,9,True,4,9,-5,loss,308147,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/23/2016,away,12360,1192,Manchester,9,True,1,4,-3,loss,308564,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/23/2016,away,12360,1192,Manchester,9,True,14,3,11,win,308822,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/27/2016,away,12360,8567,Mt. St. Joseph,9,True,6,1,5,win,309788,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/29/2016,home,12360,195,Earlham,9,True,14,6,8,win,310205,28749,1646308,2016
0,0,0,0,0,0,0,0,0,04/29/2016,home,12360,195,Earlham,9,True,14,6,8,win,310205,28749,1646308,2016
0,0,0,0,0,0,0,0,0,05/03/2016,home,12360,1115,Hanover,9,True,5,3,2,win,311334,28749,1646308,2016
1,4,0,0,0,0,0,0,0,05/06/2016,home,12360,987,Bluffton,9,True,5,4,1,win,311832,28749,1646308,2016
0,0,0,0,0,0,0,0,0,05/07/2016,home,12360,987,Bluffton,9,True,6,7,-1,loss,312075,28749,1646308,2016
0,0,0,0,0,0,0,0,0,05/07/2016,home,12360,987,Bluffton,9,True,10,2,8,win,312175,28749,1646308,2016
1,3,1,0,0,0,0,0,0,05/12/2016,neutral,12360,195,Earlham,9,True,6,12,-6,loss,312837,28749,1646308,2016
2,3,0,0,0,0,0,2,0,05/13/2016,neutral,12360,1192,Manchester,9,True,7,3,4,win,313056,28749,1646308,2016
0,1,0,0,0,0,0,0,0,05/13/2016,neutral,12360,195,Earlham,9,True,2,12,-10,loss,313087,28749,1646308,2016
