PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,1,0,0,0,02/27/2018,neutral,12973,117,Capital,9,True,8,14,-6,loss,87380,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,02/28/2018,neutral,12973,1115,Hanover,9,True,10,3,7,win,87483,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,02/28/2018,neutral,12973,1254,Neumann,9,True,3,8,-5,loss,87481,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,03/01/2018,neutral,12973,265,Grove City,9,True,3,4,-1,loss,87532,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,03/01/2018,neutral,12973,265,Grove City,9,True,6,7,-1,loss,87534,30065,1890963,2018
0,2,2,0,0,0,0,1,0,0,03/03/2018,neutral,12973,26,Anna Maria,9,True,2,1,1,win,88144,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,03/03/2018,neutral,12973,26,Anna Maria,9,True,9,6,3,win,88162,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,03/04/2018,neutral,12973,571,Rhode Island Col.,9,True,5,14,-9,loss,88589,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,03/04/2018,neutral,12973,571,Rhode Island Col.,9,True,10,9,1,win,88607,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,03/05/2018,neutral,12973,30114,Penn St.-Abington,9,True,4,11,-7,loss,88761,30065,1890963,2018
0,1,0,1,0,0,0,0,0,0,03/27/2018,neutral,12973,24317,Lesley,9,True,2,3,-1,loss,94243,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,03/27/2018,neutral,12973,24317,Lesley,9,True,1,3,-2,loss,94249,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,03/28/2018,neutral,12973,548,Plymouth St.,9,True,4,11,-7,loss,94365,30065,1890963,2018
0,1,1,0,0,0,2,0,0,0,03/31/2018,away,12973,605,St. Joseph's (ME),9,True,4,5,-1,loss,95536,30065,1890963,2018
0,2,2,0,0,0,0,0,0,0,04/08/2018,neutral,12973,2758,Thomas (ME),9,True,4,5,-1,loss,95536,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,04/08/2018,neutral,12973,2758,Thomas (ME),9,True,2,1,1,win,97392,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,04/11/2018,home,12973,467,New England Col.,9,True,3,9,-6,loss,98030,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,04/11/2018,home,12973,467,New England Col.,9,True,5,4,1,win,98035,30065,1890963,2018
0,4,4,0,0,0,1,0,0,0,04/14/2018,away,12973,379,Me.-Farmington,9,True,10,2,8,win,98660,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,04/14/2018,away,12973,379,Me.-Farmington,9,True,2,1,1,win,98843,30065,1890963,2018
1,3,2,0,0,0,1,0,0,0,04/20/2018,away,12973,123,Castleton,9,True,2,4,-2,loss,100249,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,04/20/2018,away,12973,123,Castleton,9,True,2,5,-3,loss,100270,30065,1890963,2018
0,0,0,0,0,0,0,0,0,0,04/21/2018,away,12973,467,New England Col.,9,True,1,2,-1,loss,100982,30065,1890963,2018
