PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,3,4,1,0,0,0,0,1,0,02/19/2023,away,16340,102,Sacramento St.,9,True,13,4,9,win,2408511,493,2805965,2023,1
1,1,2,0,0,0,0,0,1,0,02/26/2023,away,16340,626,San Diego St.,9,True,2,9,-7,loss,2391308,493,2805965,2023,1
3,1,4,0,0,0,0,0,1,0,02/27/2023,away,16340,112,UC San Diego,9,True,1,7,-6,loss,2391598,493,2805965,2023,1
0,4,4,0,0,0,0,0,0,0,03/15/2023,away,16340,703,Texas,9,True,4,7,-3,loss,2395573,493,2805965,2023,1
1,3,4,0,0,0,0,0,1,0,03/25/2023,away,16340,464,Omaha,9,True,7,2,5,win,2397597,493,2805965,2023,1
0,1,1,0,0,0,0,0,0,0,03/28/2023,away,16340,463,Nebraska,9,True,1,4,-3,loss,2398588,493,2805965,2023,1
0,3,3,0,0,0,0,0,1,0,04/08/2023,away,16340,700,Texas Tech,9,True,3,8,-5,loss,2400743,493,2805965,2023,1
1,5,6,0,0,0,0,0,1,0,04/14/2023,away,16340,620,St. Thomas (MN),9,True,13,3,10,win,2401742,493,2805965,2023,1
1,6,8,1,0,0,0,0,4,0,04/14/2023,away,16340,620,St. Thomas (MN),9,True,10,4,6,win,2402055,493,2805965,2023,1
1,5,6,0,0,0,0,0,0,0,04/15/2023,away,16340,620,St. Thomas (MN),9,True,1,2,-1,loss,2402511,493,2805965,2023,1
1,2,3,0,0,0,0,0,0,0,04/23/2023,neutral,16340,527,Oral Roberts,13,True,4,8,-4,loss,2404189,493,2805965,2023,1
3,5,8,0,0,0,0,0,2,0,04/28/2023,home,16340,771,Western Ill.,9,True,10,0,10,win,2405017,493,2805965,2023,1
2,4,6,0,0,0,0,0,1,0,04/30/2023,home,16340,771,Western Ill.,9,True,21,3,18,win,2405657,493,2805965,2023,1
1,2,4,1,0,0,0,0,1,0,05/03/2023,away,16340,463,Nebraska,9,True,6,5,1,win,2405952,493,2805965,2023,1
1,2,3,0,0,0,0,0,0,0,05/06/2023,away,16340,502,Northern Colo.,9,True,18,3,15,win,2406280,493,2805965,2023,1
1,2,3,0,0,0,0,0,0,0,05/07/2023,away,16340,502,Northern Colo.,9,True,10,0,10,win,2406558,493,2805965,2023,1
1,0,1,0,0,0,0,0,0,0,05/14/2023,home,16340,464,Omaha,9,True,5,0,5,win,2407050,493,2805965,2023,1
1,4,5,0,0,0,0,0,2,0,05/14/2023,home,16340,464,Omaha,9,True,3,5,-2,loss,2407203,493,2805965,2023,1
