PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/19/2021,home,15580,609,Saint Louis,9,True,7,8,-1,loss,2016131,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,02/20/2021,home,15580,609,Saint Louis,9,True,5,1,4,win,2047812,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,02/20/2021,home,15580,609,Saint Louis,9,True,2,1,1,win,2028236,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,02/21/2021,home,15580,609,Saint Louis,9,True,5,4,1,win,2016398,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,02/26/2021,neutral,15580,768,West Virginia,9,True,3,13,-10,loss,2016651,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,02/27/2021,neutral,15580,81,Bryant,9,True,7,6,1,win,2016805,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,02/28/2021,away,15580,149,Coastal Carolina,9,True,11,13,-2,loss,2016878,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/03/2021,home,15580,257,Georgia,9,True,6,4,2,win,2017043,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/05/2021,away,15580,9,UAB,9,True,3,2,1,win,2017160,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/06/2021,away,15580,9,UAB,9,True,9,3,6,win,2017285,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/07/2021,away,15580,9,UAB,9,True,7,8,-1,loss,2017507,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/10/2021,away,15580,769,Western Caro.,9,True,11,12,-1,loss,2017686,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/12/2021,home,15580,52,Bellarmine,9,True,9,1,8,win,2017742,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/13/2021,home,15580,52,Bellarmine,9,True,9,3,6,win,2017874,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/14/2021,home,15580,52,Bellarmine,9,True,17,8,9,win,2018102,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/17/2021,home,15580,0,0.0,9,True,17,8,9,win,2018102,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/19/2021,away,15580,28600,Lipscomb,11,True,5,6,-1,loss,2018397,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/20/2021,away,15580,28600,Lipscomb,9,True,15,2,13,win,2018528,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/21/2021,away,15580,28600,Lipscomb,9,True,0,14,-14,loss,2018783,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/23/2021,away,15580,257,Georgia,10,True,2,3,-1,loss,2018958,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/24/2021,home,15580,315,Jacksonville St.,9,True,12,10,2,win,2018996,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/26/2021,away,15580,254,Georgia St.,9,True,5,1,4,win,2019069,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/27/2021,away,15580,254,Georgia St.,9,True,7,4,3,win,2019216,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/28/2021,home,15580,254,Georgia St.,9,True,16,4,12,win,2019462,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,03/29/2021,home,15580,254,Georgia St.,9,True,5,1,4,win,2019591,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,04/06/2021,home,15580,0,0.0,9,True,5,1,4,win,2019591,1157,2349691,2021
2,0,2,0,0,0,0,0,0,0,04/09/2021,away,15580,487,North Ala.,9,True,8,2,6,win,2020554,1157,2349691,2021
2,0,2,0,0,0,0,0,0,0,04/10/2021,away,15580,487,North Ala.,9,True,11,3,8,win,2020823,1157,2349691,2021
3,0,3,0,0,0,0,0,0,0,04/11/2021,away,15580,487,North Ala.,9,True,14,4,10,win,2020982,1157,2349691,2021
2,0,2,0,0,0,0,0,0,0,04/13/2021,away,15580,315,Jacksonville St.,9,True,4,8,-4,loss,2021052,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,04/16/2021,away,15580,52,Bellarmine,9,True,5,2,3,win,2021277,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,04/17/2021,away,15580,52,Bellarmine,9,True,3,1,2,win,2021546,1157,2349691,2021
2,0,2,0,0,0,0,0,0,0,04/18/2021,away,15580,52,Bellarmine,9,True,11,7,4,win,2021698,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,04/21/2021,home,15580,253,Ga. Southern,9,True,5,11,-6,loss,2021800,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,04/23/2021,home,15580,28600,Lipscomb,9,True,7,2,5,win,2021879,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,04/25/2021,home,15580,28600,Lipscomb,9,True,4,8,-4,loss,2022010,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,04/25/2021,home,15580,28600,Lipscomb,9,True,7,0,7,win,2022252,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,04/28/2021,home,15580,406,Mercer,9,True,10,12,-2,loss,2022447,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,04/30/2021,away,15580,255,Georgia Tech,9,True,5,1,4,win,2022545,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/01/2021,away,15580,255,Georgia Tech,9,True,5,13,-8,loss,2022669,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/02/2021,home,15580,255,Georgia Tech,9,True,10,5,5,win,2022911,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/05/2021,away,15580,406,Mercer,9,True,0,10,-10,loss,2023048,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/07/2021,away,15580,355,Liberty,9,True,0,4,-4,loss,2023089,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/08/2021,away,15580,355,Liberty,9,True,5,6,-1,loss,2023217,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/09/2021,away,15580,355,Liberty,9,True,1,4,-3,loss,2023391,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/14/2021,home,15580,355,Liberty,9,True,1,3,-2,loss,2023617,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/15/2021,home,15580,355,Liberty,9,True,11,12,-1,loss,2023742,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/16/2021,home,15580,355,Liberty,9,True,7,4,3,win,2023811,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/18/2021,home,15580,2915,Wofford,9,True,4,5,-1,loss,2078968,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/21/2021,home,15580,28600,Lipscomb,9,True,14,1,13,win,2079479,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/22/2021,home,15580,28600,Lipscomb,9,True,10,2,8,win,2079460,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/27/2021,away,15580,2711,North Florida,9,True,5,6,-1,loss,2079450,1157,2349691,2021
0,0,0,0,0,0,0,0,0,0,05/28/2021,neutral,15580,355,Liberty,9,True,0,6,-6,loss,2079452,1157,2349691,2021
