PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
3,3,0,0,0,0,0,0,0,0,03/01/2018,away,12973,761,Wells,9,True,0,4,-4,loss,87521,958,2000194,2018
1,2,1,0,0,0,3,1,0,0,03/01/2018,away,12973,761,Wells,9,True,0,3,-3,loss,87523,958,2000194,2018
11,11,0,0,0,0,2,0,0,0,03/12/2018,neutral,12973,544,Pine Manor,10,True,6,8,-2,loss,90638,958,2000194,2018
3,3,0,0,0,0,0,0,0,0,03/12/2018,neutral,12973,544,Pine Manor,9,True,2,12,-10,loss,90651,958,2000194,2018
2,3,1,0,0,0,0,0,0,0,03/13/2018,neutral,12973,761,Wells,9,True,2,22,-20,loss,90813,958,2000194,2018
4,8,2,2,0,0,5,2,0,0,03/13/2018,neutral,12973,2798,Albertus Magnus,9,True,0,17,-17,loss,90851,958,2000194,2018
0,0,0,0,0,0,0,0,0,0,03/14/2018,neutral,12973,761,Wells,9,True,4,13,-9,loss,90988,958,2000194,2018
6,6,0,0,0,0,0,0,0,0,03/15/2018,neutral,12973,377,MacMurray,9,True,3,25,-22,loss,91107,958,2000194,2018
0,0,0,0,0,0,1,0,0,0,03/16/2018,neutral,12973,30085,Lancaster Bible,9,True,13,24,-11,loss,91402,958,2000194,2018
4,4,0,0,0,0,1,0,0,0,03/24/2018,neutral,12973,30084,Geneva,9,True,2,7,-5,loss,93540,958,2000194,2018
0,1,0,1,0,1,1,0,0,0,03/24/2018,neutral,12973,30084,Geneva,9,True,3,11,-8,loss,93545,958,2000194,2018
3,5,0,2,0,0,4,0,0,0,03/26/2018,away,12973,336,King's (PA),9,True,1,21,-20,loss,93969,958,2000194,2018
2,4,2,0,0,0,0,2,0,0,04/06/2018,away,12973,1254,Neumann,9,True,0,8,-8,loss,96384,958,2000194,2018
2,2,0,0,0,0,1,0,0,0,04/06/2018,away,12973,1254,Neumann,9,True,2,6,-4,loss,96420,958,2000194,2018
7,9,2,0,0,0,0,2,0,0,04/10/2018,away,12973,336,King's (PA),9,True,2,10,-8,loss,97653,958,2000194,2018
1,3,2,0,0,1,2,1,0,0,04/13/2018,home,12973,88,Cabrini,9,True,3,9,-6,loss,98437,958,2000194,2018
0,0,0,0,0,0,1,0,0,0,04/13/2018,home,12973,88,Cabrini,9,True,3,21,-18,loss,98484,958,2000194,2018
3,3,0,0,0,0,0,0,0,0,04/18/2018,home,12973,30047,Keystone,9,True,3,21,-18,loss,99764,958,2000194,2018
0,2,1,1,0,0,3,0,0,0,04/20/2018,away,12973,30047,Keystone,9,True,2,24,-22,loss,100219,958,2000194,2018
4,4,0,0,0,0,0,0,0,0,04/21/2018,away,12973,12399,Gwynedd Mercy,9,True,2,11,-9,loss,100875,958,2000194,2018
1,4,2,1,0,0,6,0,0,0,04/21/2018,away,12973,12399,Gwynedd Mercy,9,True,2,15,-13,loss,100912,958,2000194,2018
3,4,1,0,0,0,0,0,0,0,04/24/2018,away,12973,12884,Centenary (NJ),9,True,3,24,-21,loss,101499,958,2000194,2018
6,6,0,0,0,1,1,0,0,0,04/26/2018,home,12973,12884,Centenary (NJ),9,True,3,6,-3,loss,101932,958,2000194,2018
1,1,0,0,0,0,2,0,0,0,04/28/2018,away,12973,303,Immaculata,9,True,1,23,-22,loss,102583,958,2000194,2018
1,1,0,0,0,0,2,0,0,0,04/28/2018,away,12973,303,Immaculata,9,True,0,8,-8,loss,102797,958,2000194,2018
2,4,1,1,0,0,3,1,0,0,04/30/2018,home,12973,397,Marywood,9,True,7,18,-11,loss,103378,958,2000194,2018
1,3,0,2,0,0,1,0,0,0,05/02/2018,away,12973,397,Marywood,9,True,6,16,-10,loss,103660,958,2000194,2018
1,1,0,0,0,0,3,0,0,0,05/04/2018,home,12973,1305,Cairn,9,True,6,11,-5,loss,103995,958,2000194,2018
4,5,1,0,0,0,3,0,0,0,05/04/2018,home,12973,1305,Cairn,9,True,2,21,-19,loss,104039,958,2000194,2018
