PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,0,0,0,0,0,1,0,0,0,02/18/2024,home,16580,574161,Northern Ky.,9,True,13,8,5,win,4526072,695,2945740,2024,1
1,0,1,0,0,0,0,0,0,0,03/03/2024,home,16580,574128,Middle Tenn.,9,True,8,10,-2,loss,4528465,695,2945740,2024,1
0,1,1,0,0,0,0,0,0,0,03/06/2024,away,16580,573999,UAB,10,True,11,12,-1,loss,5251715,695,2945740,2024,1
2,0,2,0,0,0,1,0,0,0,03/10/2024,away,16580,573993,North Ala.,9,True,2,5,-3,loss,4529968,695,2945740,2024,1
1,0,1,0,0,0,4,0,0,0,03/17/2024,home,16580,574086,Illinois St.,9,True,7,11,-4,loss,4531559,695,2945740,2024,1
1,1,2,0,0,0,0,2,0,0,03/23/2024,away,16580,573961,Western Ill.,9,True,6,7,-1,loss,4532917,695,2945740,2024,1
0,1,1,0,0,0,4,0,0,0,03/30/2024,home,16580,574058,Eastern Ill.,9,True,4,8,-4,loss,4534202,695,2945740,2024,1
0,2,2,0,0,0,2,0,0,0,04/06/2024,away,16580,574215,SIUE,10,True,11,9,2,win,5281359,695,2945740,2024,1
0,0,1,1,0,0,0,0,0,0,04/14/2024,home,16580,574007,Little Rock,9,True,8,10,-2,loss,4537403,695,2945740,2024,1
1,1,2,0,0,0,0,0,0,0,04/21/2024,away,16580,574232,Southern Ind.,9,True,5,3,2,win,4539067,695,2945740,2024,1
0,0,0,0,0,0,1,0,0,0,05/05/2024,away,16580,574135,Morehead St.,11,True,22,20,2,win,4541446,695,2945740,2024,1
1,0,1,0,0,0,2,0,0,0,05/12/2024,home,16580,574230,Lindenwood,9,True,0,3,-3,loss,4541976,695,2945740,2024,1
0,0,0,0,0,0,1,1,0,0,05/18/2024,away,16580,574211,Southeast Mo. St.,9,True,5,9,-4,loss,4542484,695,2945740,2024,1
