PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
5,0,5,0,0,0,0,0,0,0,02/11/2023,away,16340,715,Trinity (TX),10,True,7,6,1,win,2390101,28593,2649889,2023,3
5,1,6,0,0,0,0,0,1,0,02/18/2023,home,16340,1162,LaGrange,9,True,9,5,4,win,2390503,28593,2649889,2023,3
4,2,7,1,0,0,0,0,1,0,02/19/2023,home,16340,1130,Huntingdon,9,True,16,8,8,win,2391060,28593,2649889,2023,3
5,2,7,0,0,0,0,0,0,0,02/26/2023,home,16340,759,Webster,9,True,6,5,1,win,2392005,28593,2649889,2023,3
4,1,5,0,0,0,0,0,0,0,02/27/2023,home,16340,4,Adrian,9,True,6,5,1,win,2392307,28593,2649889,2023,3
11,0,11,0,0,0,0,0,1,0,02/28/2023,away,16340,30111,Covenant,9,True,11,3,8,win,2392334,28593,2649889,2023,3
8,0,8,0,0,0,0,0,1,0,03/04/2023,away,16340,652,Sewanee,9,True,7,2,5,win,2408360,28593,2649889,2023,3
0,1,1,0,0,0,0,0,1,0,03/08/2023,home,16340,1130,Huntingdon,9,True,19,5,14,win,2394099,28593,2649889,2023,3
1,0,1,0,0,0,0,0,0,0,03/10/2023,home,16340,217,Emory,9,True,12,8,4,win,2394504,28593,2649889,2023,3
6,0,6,0,0,0,0,0,0,0,03/11/2023,away,16340,217,Emory,9,True,4,2,2,win,2424027,28593,2649889,2023,3
7,1,9,1,0,0,0,0,1,0,03/18/2023,away,16340,973,Berry,9,True,9,3,6,win,2396173,28593,2649889,2023,3
