PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,02/19/2016,away,12360,1157,Kennesaw St.,9,True,15,11,4,win,292435,740,1769557,2016
0,0,0,0,0,0,0,0,0,02/20/2016,away,12360,254,Georgia St.,9,True,8,6,2,win,292697,740,1769557,2016
0,0,1,0,0,0,0,0,0,02/21/2016,away,12360,255,Georgia Tech,9,True,1,9,-8,loss,293215,740,1769557,2016
0,0,0,0,0,0,0,0,0,02/26/2016,neutral,12360,202,Eastern Ky.,9,True,2,12,-10,loss,293732,740,1769557,2016
2,1,0,0,0,0,0,0,0,02/27/2016,neutral,12360,649,South Dakota St.,9,True,14,8,6,win,294151,740,1769557,2016
1,1,0,0,0,0,0,0,0,02/28/2016,away,12360,460,UNCW,9,True,4,11,-7,loss,294315,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/01/2016,away,12360,363,Longwood,9,True,9,10,-1,loss,294764,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/05/2016,home,12360,386,Marist,9,True,3,0,3,win,295344,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/06/2016,home,12360,386,Marist,13,True,7,6,1,win,295934,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/07/2016,home,12360,386,Marist,9,True,3,0,3,win,296259,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/09/2016,home,12360,523,Old Dominion,9,True,1,3,-2,loss,296598,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/11/2016,home,12360,748,Wagner,9,True,3,2,1,win,296949,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/12/2016,home,12360,748,Wagner,9,True,9,5,4,win,297273,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/13/2016,home,12360,748,Wagner,9,True,4,3,1,win,297846,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/15/2016,away,12360,741,VMI,9,True,11,7,4,win,298199,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/16/2016,home,12360,439,Monmouth,9,True,4,12,-8,loss,298458,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/18/2016,away,12360,1014,Col. of Charleston,9,True,2,1,1,win,298803,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/19/2016,away,12360,1014,Col. of Charleston,9,True,4,3,1,win,299122,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/20/2016,away,12360,1014,Col. of Charleston,9,True,4,7,-3,loss,299712,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/22/2016,home,12360,363,Longwood,9,True,5,2,3,win,300123,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/25/2016,home,12360,596,St. Bonaventure,9,True,6,5,1,win,300773,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/26/2016,home,12360,596,St. Bonaventure,12,True,3,2,1,win,301161,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/27/2016,home,12360,596,St. Bonaventure,9,True,4,1,3,win,301649,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/29/2016,away,12360,392,Maryland,9,True,1,8,-7,loss,301837,740,1769557,2016
0,0,0,0,0,0,0,0,0,03/30/2016,home,12360,392,Maryland,9,True,1,7,-6,loss,302128,740,1769557,2016
0,0,0,0,0,0,0,0,0,04/01/2016,home,12360,175,Dayton,9,True,9,2,7,win,302418,740,1769557,2016
0,0,0,0,0,0,0,0,0,04/02/2016,home,12360,175,Dayton,9,True,3,8,-5,loss,302656,740,1769557,2016
0,0,0,0,0,0,0,0,0,04/03/2016,home,12360,175,Dayton,9,True,5,3,2,win,303267,740,1769557,2016
0,0,1,0,0,0,0,0,0,04/05/2016,home,12360,746,Virginia,9,True,7,5,2,win,303658,740,1769557,2016
0,8,0,0,0,0,0,0,0,04/08/2016,away,12360,572,Rhode Island,9,True,1,5,-4,loss,304070,740,1769557,2016
0,0,0,0,0,0,0,0,0,04/09/2016,away,12360,572,Rhode Island,9,True,3,7,-4,loss,304357,740,1769557,2016
0,2,1,0,0,0,0,0,0,04/10/2016,away,12360,572,Rhode Island,10,True,7,3,4,win,304870,740,1769557,2016
0,4,0,0,0,0,0,0,0,04/12/2016,home,12360,485,Norfolk St.,9,True,4,2,2,win,305477,740,1769557,2016
3,1,0,0,0,0,0,0,0,04/13/2016,away,12360,786,William & Mary,9,True,12,5,7,win,305602,740,1769557,2016
0,1,0,0,0,0,0,0,0,04/15/2016,away,12360,340,La Salle,9,True,4,1,3,win,306111,740,1769557,2016
0,1,2,0,0,0,0,0,0,04/16/2016,away,12360,340,La Salle,9,True,9,1,8,win,306366,740,1769557,2016
0,2,0,0,0,0,0,0,0,04/17/2016,away,12360,340,La Salle,9,True,2,1,1,win,307151,740,1769557,2016
0,0,0,0,0,0,0,0,0,04/20/2016,away,12360,746,Virginia,9,True,11,5,6,win,307834,740,1769557,2016
1,3,1,0,0,0,0,0,0,04/23/2016,home,12360,575,Richmond,10,True,4,5,-1,loss,308459,740,1769557,2016
0,0,0,0,0,0,0,0,0,04/24/2016,home,12360,575,Richmond,9,True,2,1,1,win,309349,740,1769557,2016
0,0,0,0,0,0,0,0,0,04/24/2016,home,12360,575,Richmond,11,True,4,6,-2,loss,309489,740,1769557,2016
0,0,0,0,0,0,0,0,0,04/26/2016,home,12360,741,VMI,9,True,8,5,3,win,309646,740,1769557,2016
0,3,0,0,0,0,0,1,0,04/29/2016,away,12360,249,George Washington,9,True,3,0,3,win,310027,740,1769557,2016
1,4,2,0,0,0,0,0,0,04/30/2016,away,12360,249,George Washington,13,True,8,7,1,win,310652,740,1769557,2016
0,1,0,0,0,0,0,0,0,04/30/2016,away,12360,249,George Washington,10,True,3,4,-1,loss,310844,740,1769557,2016
1,0,0,0,0,0,0,0,0,05/03/2016,away,12360,457,North Carolina,9,True,0,11,-11,loss,311277,740,1769557,2016
0,0,0,0,0,0,0,0,0,05/07/2016,home,12360,609,Saint Louis,9,True,5,1,4,win,312186,740,1769557,2016
0,2,1,0,0,0,0,1,0,05/07/2016,home,12360,609,Saint Louis,9,True,1,0,1,win,312252,740,1769557,2016
0,0,0,0,0,0,0,0,0,05/08/2016,home,12360,609,Saint Louis,9,True,7,6,1,win,312443,740,1769557,2016
0,0,0,0,0,0,0,0,0,05/13/2016,away,12360,1320,Presbyterian,9,True,3,2,1,win,312878,740,1769557,2016
0,2,0,0,0,0,0,0,0,05/14/2016,away,12360,1320,Presbyterian,9,True,13,2,11,win,313105,740,1769557,2016
