PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/17/2018,home,12973,414,Miami (OH),9,True,2,4,-2,loss,85546,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,02/17/2018,home,12973,414,Miami (OH),9,True,7,3,4,win,85597,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,02/18/2018,home,12973,414,Miami (OH),9,True,11,1,10,win,85971,28,1872624,2018
0,1,1,0,0,0,0,1,0,0,02/18/2018,home,12973,414,Miami (OH),9,True,8,16,-8,loss,85994,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,02/23/2018,home,12973,610,Saint Mary's (CA),9,True,1,6,-5,loss,86283,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,02/24/2018,home,12973,610,Saint Mary's (CA),9,True,5,6,-1,loss,86539,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,02/25/2018,home,12973,610,Saint Mary's (CA),9,True,2,1,1,win,86938,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,02/27/2018,away,12973,99,Long Beach St.,9,True,1,0,1,win,87303,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,02/28/2018,away,12973,99,Long Beach St.,9,True,4,16,-12,loss,87432,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/02/2018,home,12973,521,Oklahoma St.,9,True,9,1,8,win,87601,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/03/2018,home,12973,521,Oklahoma St.,9,True,14,2,12,win,87826,28,1872624,2018
0,2,2,0,0,0,0,0,0,0,03/04/2018,home,12973,521,Oklahoma St.,10,True,2,3,-1,loss,88344,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/06/2018,away,12973,541,Pepperdine,9,True,10,7,3,win,88886,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/09/2018,home,12973,460,UNCW,9,True,9,4,5,win,89413,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/10/2018,home,12973,460,UNCW,9,True,0,9,-9,loss,89779,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/11/2018,home,12973,460,UNCW,9,True,1,3,-2,loss,90320,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/13/2018,home,12973,29,Arizona,9,True,2,6,-4,loss,90715,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/16/2018,home,12973,529,Oregon,9,True,7,4,3,win,91239,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/17/2018,home,12973,529,Oregon,9,True,18,4,14,win,91568,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/18/2018,home,12973,529,Oregon,9,True,6,1,5,win,92118,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/20/2018,home,12973,465,UNLV,9,True,3,10,-7,loss,92542,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/23/2018,away,12973,110,UCLA,10,True,4,5,-1,loss,92888,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/24/2018,away,12973,110,UCLA,9,True,1,12,-11,loss,93198,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/25/2018,away,12973,110,UCLA,9,True,4,0,4,win,93640,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/29/2018,away,12973,754,Washington St.,10,True,7,8,-1,loss,94495,28,1872624,2018
0,0,0,0,0,0,0,0,0,0,03/30/2018,away,12973,754,Washington St.,11,True,3,4,-1,loss,94719,28,1872624,2018
