TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/17/2017,home,12560,116,Canisius,12,True,7,10,-3,loss,205903,1092,1774233,2017
7,9,2,0,0,0,0,0,1,0,02/18/2017,home,12560,116,Canisius,9,True,5,9,-4,loss,206168,1092,1774233,2017
2,4,2,0,0,0,0,2,0,0,02/18/2017,home,12560,116,Canisius,9,True,6,5,1,win,206239,1092,1774233,2017
8,8,0,0,0,0,0,0,0,0,02/19/2017,home,12560,116,Canisius,9,True,5,0,5,win,206528,1092,1774233,2017
6,9,2,1,0,1,1,1,0,0,02/22/2017,away,12560,457,North Carolina,9,True,1,11,-10,loss,206813,1092,1774233,2017
9,10,1,0,0,1,0,1,0,0,02/24/2017,home,12560,27,App State,9,True,4,5,-1,loss,207047,1092,1774233,2017
8,9,1,0,0,0,1,0,0,0,02/25/2017,home,12560,27,App State,9,True,2,4,-2,loss,207308,1092,1774233,2017
6,9,3,0,0,0,1,2,0,0,02/26/2017,home,12560,27,App State,9,True,1,5,-4,loss,207794,1092,1774233,2017
12,14,2,0,0,0,0,2,0,0,02/28/2017,home,12560,810,Wright St.,9,True,9,8,1,win,208072,1092,1774233,2017
7,12,4,1,0,0,3,1,0,0,03/01/2017,home,12560,810,Wright St.,9,True,6,8,-2,loss,208163,1092,1774233,2017
5,6,1,0,0,0,0,0,0,0,03/03/2017,home,12560,391,UMBC,9,True,4,3,1,win,208382,1092,1774233,2017
7,9,2,0,0,0,0,1,0,0,03/04/2017,home,12560,391,UMBC,9,True,5,2,3,win,208608,1092,1774233,2017
13,15,2,0,0,0,1,1,0,0,03/05/2017,home,12560,391,UMBC,9,True,0,6,-6,loss,209127,1092,1774233,2017
9,9,0,0,0,0,0,0,1,0,03/08/2017,away,12560,173,Davidson,9,True,2,11,-9,loss,209721,1092,1774233,2017
6,6,0,0,0,0,0,0,0,0,03/10/2017,away,12560,198,ETSU,9,True,4,19,-15,loss,210381,1092,1774233,2017
0,0,0,0,0,0,0,0,0,0,03/10/2017,away,12560,198,ETSU,9,True,4,5,-1,loss,210428,1092,1774233,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,away,12560,198,ETSU,9,True,5,1,4,win,210496,1092,1774233,2017
0,0,0,0,0,0,0,0,0,0,03/14/2017,home,12560,562,Quinnipiac,9,True,5,2,3,win,211351,1092,1774233,2017
4,5,1,0,0,0,1,1,0,0,03/17/2017,home,12560,251,Georgetown,9,True,8,1,7,win,211845,1092,1774233,2017
1,1,0,0,0,0,0,0,0,0,03/18/2017,home,12560,251,Georgetown,10,True,4,3,1,win,212147,1092,1774233,2017
0,0,0,0,0,0,0,0,0,0,03/19/2017,home,12560,251,Georgetown,9,True,2,4,-2,loss,212648,1092,1774233,2017
10,11,1,0,0,0,0,0,0,0,03/22/2017,away,12560,769,Western Caro.,9,True,15,13,2,win,213213,1092,1774233,2017
