PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,02/19/2016,neutral,12360,741,VMI,9,True,5,4,1,win,292645,391,1643101,2016
0,0,0,0,0,0,0,0,0,02/19/2016,neutral,12360,741,VMI,9,True,3,9,-6,loss,292647,391,1643101,2016
0,0,0,0,0,0,0,0,0,02/20/2016,away,12360,749,Wake Forest,9,True,8,10,-2,loss,292688,391,1643101,2016
0,0,0,0,0,0,0,0,0,02/21/2016,neutral,12360,251,Georgetown,10,True,5,6,-1,loss,293330,391,1643101,2016
0,0,0,0,0,0,0,0,0,02/26/2016,away,12360,255,Georgia Tech,9,True,1,4,-3,loss,293605,391,1643101,2016
0,0,0,0,0,0,0,0,0,02/27/2016,away,12360,255,Georgia Tech,9,True,2,9,-7,loss,293839,391,1643101,2016
0,0,0,0,0,0,0,0,0,02/28/2016,away,12360,255,Georgia Tech,9,True,1,6,-5,loss,294378,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/01/2016,away,12360,251,Georgetown,9,True,0,1,-1,loss,294804,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/04/2016,away,12360,317,James Madison,9,True,7,12,-5,loss,295112,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/05/2016,away,12360,317,James Madison,10,True,13,11,2,win,295325,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/06/2016,away,12360,317,James Madison,9,True,5,13,-8,loss,295907,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/08/2016,home,12360,711,Towson,9,True,12,3,9,win,296496,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/09/2016,home,12360,165,Coppin St.,9,True,12,3,9,win,296684,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/16/2016,away,12360,575,Richmond,9,True,10,5,5,win,298429,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/18/2016,home,12360,683,Stony Brook,9,True,2,1,1,win,298943,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/18/2016,home,12360,683,Stony Brook,9,True,10,15,-5,loss,298962,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/23/2016,home,12360,726,Navy,9,True,5,4,1,win,300265,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/26/2016,home,12360,368,UMass Lowell,9,True,10,5,5,win,301217,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/26/2016,home,12360,368,UMass Lowell,9,True,1,0,1,win,301375,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/27/2016,home,12360,368,UMass Lowell,9,True,4,3,1,win,301627,391,1643101,2016
0,0,0,0,0,0,0,0,0,03/29/2016,away,12360,249,George Washington,11,True,10,8,2,win,301776,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/02/2016,home,12360,450,Mount St. Mary's,9,True,9,3,6,win,302719,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/02/2016,home,12360,450,Mount St. Mary's,9,True,3,1,2,win,302892,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/03/2016,away,12360,450,Mount St. Mary's,9,True,3,5,-2,loss,303461,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/05/2016,home,12360,249,George Washington,9,True,8,12,-4,loss,303568,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/09/2016,away,12360,14,UAlbany,9,True,4,10,-6,loss,304684,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/10/2016,away,12360,14,UAlbany,9,True,1,6,-5,loss,305108,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/10/2016,away,12360,14,UAlbany,9,True,5,1,4,win,305185,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/13/2016,away,12360,711,Towson,9,True,4,3,1,win,305589,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,380,Maine,9,True,3,6,-3,loss,306409,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,380,Maine,9,True,3,1,2,win,306651,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/17/2016,away,12360,380,Maine,9,True,5,7,-2,loss,307023,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/19/2016,away,12360,726,Navy,9,True,6,4,2,win,307521,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/23/2016,home,12360,62,Binghamton,9,True,5,4,1,win,308540,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/23/2016,home,12360,62,Binghamton,9,True,4,6,-2,loss,308797,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/24/2016,home,12360,62,Binghamton,9,True,5,7,-2,loss,309170,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/27/2016,home,12360,165,Coppin St.,9,True,9,7,2,win,309755,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/30/2016,away,12360,683,Stony Brook,9,True,1,4,-3,loss,310537,391,1643101,2016
0,0,0,0,0,0,0,0,0,04/30/2016,away,12360,683,Stony Brook,9,True,2,3,-1,loss,310700,391,1643101,2016
0,0,0,0,0,0,0,0,0,05/01/2016,away,12360,683,Stony Brook,11,True,6,3,3,win,311008,391,1643101,2016
0,0,0,0,0,0,0,0,0,05/07/2016,away,12360,368,UMass Lowell,9,True,7,3,4,win,312081,391,1643101,2016
0,0,0,0,0,0,0,0,0,05/07/2016,away,12360,368,UMass Lowell,9,True,2,1,1,win,312180,391,1643101,2016
0,0,0,0,0,0,0,0,0,05/08/2016,away,12360,368,UMass Lowell,10,True,7,6,1,win,312439,391,1643101,2016
0,0,0,0,0,0,0,0,0,05/10/2016,home,12360,251,Georgetown,9,True,9,4,5,win,312642,391,1643101,2016
0,0,0,0,0,0,0,0,0,05/13/2016,home,12360,178,Delaware St.,11,True,3,2,1,win,312912,391,1643101,2016
0,0,0,0,0,0,0,0,0,05/17/2016,home,12360,317,James Madison,9,True,14,0,14,win,313499,391,1643101,2016
0,0,0,0,0,0,0,0,0,05/20/2016,home,12360,272,Hartford,10,True,7,6,1,win,313861,391,1643101,2016
0,0,0,0,0,0,0,0,0,05/20/2016,home,12360,272,Hartford,9,True,4,6,-2,loss,313870,391,1643101,2016
