PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
4,1,5,0,0,0,0,0,0,0,02/16/2024,away,16580,574153,Norfolk St.,9,True,3,8,-5,loss,4525556,450,2481496,2024,1
7,0,7,0,0,0,0,0,0,0,02/17/2024,away,16580,574153,Norfolk St.,9,True,14,4,10,win,4525780,450,2481496,2024,1
8,0,9,1,0,0,0,0,0,0,02/18/2024,away,16580,574153,Norfolk St.,12,True,6,7,-1,loss,4526118,450,2481496,2024,1
5,0,5,0,0,0,0,0,2,0,02/20/2024,away,16580,574118,Maryland,9,True,3,14,-11,loss,4492162,450,2481496,2024,1
3,0,3,0,0,0,0,0,1,0,02/24/2024,away,16580,574188,Richmond,9,True,2,8,-6,loss,4526576,450,2481496,2024,1
2,0,2,0,0,0,0,0,0,0,02/25/2024,away,16580,574188,Richmond,9,True,8,9,-1,loss,4527246,450,2481496,2024,1
4,0,4,0,0,0,0,0,1,0,02/29/2024,away,16580,574130,Mississippi St.,9,True,2,12,-10,loss,4527709,450,2481496,2024,1
6,0,6,0,0,0,0,0,1,0,03/02/2024,away,16580,574130,Mississippi St.,9,True,2,7,-5,loss,4527742,450,2481496,2024,1
6,1,7,0,0,0,0,0,0,0,03/02/2024,away,16580,574130,Mississippi St.,9,True,0,6,-6,loss,4528023,450,2481496,2024,1
6,0,6,0,0,0,0,0,0,0,03/08/2024,home,16580,574104,Lehigh,9,True,2,3,-1,loss,5252117,450,2481496,2024,1
5,1,6,0,0,0,0,0,0,0,03/08/2024,home,16580,574104,Lehigh,10,True,10,10,0,tie,4529310,450,2481496,2024,1
5,1,6,0,0,0,0,0,2,0,03/22/2024,away,16580,574114,Manhattan,9,True,11,8,3,win,4532343,450,2481496,2024,1
7,0,8,1,0,0,0,0,2,0,03/24/2024,away,16580,574114,Manhattan,9,True,9,7,2,win,5255435,450,2481496,2024,1
2,0,2,0,0,0,0,0,0,0,03/24/2024,away,16580,574114,Manhattan,9,True,2,5,-3,loss,5255467,450,2481496,2024,1
8,0,8,0,0,0,0,0,0,0,03/26/2024,home,16580,574021,Bucknell,9,True,14,16,-2,loss,4533414,450,2481496,2024,1
6,0,6,0,0,0,0,0,0,0,03/29/2024,away,16580,574180,Portland,9,True,0,4,-4,loss,4533854,450,2481496,2024,1
6,1,8,1,0,0,0,0,0,0,04/06/2024,home,16580,574115,Marist,10,True,1,4,-3,loss,5281271,450,2481496,2024,1
1,1,2,0,0,0,0,0,0,0,04/14/2024,away,16580,574151,Niagara,9,True,5,9,-4,loss,4537505,450,2481496,2024,1
