PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,1,1,0,0,0,1,0,0,0,02/18/2023,away,16340,2,Abilene Christian,9,True,4,5,-1,loss,2390526,466,2669992,2023,1
1,1,2,0,0,0,0,0,0,0,02/25/2023,home,16340,30135,California Baptist,9,True,0,4,-4,loss,2421134,466,2669992,2023,1
0,1,1,0,0,0,1,0,0,0,03/03/2023,home,16340,283,Hofstra,9,True,15,6,9,win,2408652,466,2669992,2023,1
0,1,1,0,0,0,1,0,0,0,03/11/2023,away,16340,96,Fresno St.,9,True,5,2,3,win,2394904,466,2669992,2023,1
1,2,3,0,0,0,1,0,0,0,03/18/2023,home,16340,465,UNLV,9,True,11,10,1,win,2396116,466,2669992,2023,1
1,2,3,0,0,0,0,1,0,0,03/25/2023,home,16340,473,New Mexico,9,True,1,12,-11,loss,2397596,466,2669992,2023,1
0,2,2,0,0,0,1,0,1,0,04/01/2023,home,16340,630,San Jose St.,9,True,6,7,-1,loss,2399044,466,2669992,2023,1
1,1,2,0,0,0,1,0,0,0,04/08/2023,away,16340,465,UNLV,9,True,5,9,-4,loss,2400746,466,2669992,2023,1
3,1,4,0,0,0,0,0,0,0,04/15/2023,home,16340,721,Air Force,9,True,16,8,8,win,2402056,466,2669992,2023,1
1,0,1,0,0,0,1,0,0,0,04/23/2023,away,16340,626,San Diego St.,9,True,10,4,6,win,2404012,466,2669992,2023,1
0,1,1,0,0,0,0,1,0,0,04/30/2023,home,16340,1104,Grand Canyon,9,True,0,9,-9,loss,2405559,466,2669992,2023,1
0,1,1,0,0,0,0,1,0,0,05/07/2023,home,16340,96,Fresno St.,9,True,8,14,-6,loss,2406686,466,2669992,2023,1
