PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
2,2,0,0,0,0,0,0,0,0,02/18/2018,away,12973,1000,Carson-Newman,9,True,5,4,1,win,85982,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,02/18/2018,away,12973,1000,Carson-Newman,9,True,0,5,-5,loss,86007,510,1889708,2018
2,3,1,0,0,0,0,0,0,0,02/19/2018,away,12973,1000,Carson-Newman,9,True,6,7,-1,loss,86056,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,02/20/2018,away,12973,1199,Mars Hill,9,True,5,8,-3,loss,86094,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,02/21/2018,away,12973,9223,North Greenville,9,True,1,8,-7,loss,86187,510,1889708,2018
4,4,0,0,0,0,0,0,0,0,02/22/2018,away,12973,9223,North Greenville,9,True,3,4,-1,loss,86222,510,1889708,2018
2,2,0,0,0,0,0,0,0,0,02/24/2018,away,12973,30002,Trevecca Nazarene,9,True,22,5,17,win,86573,510,1889708,2018
0,0,0,0,0,0,0,0,0,0,02/25/2018,neutral,12973,354,Lewis,9,True,6,0,6,win,87177,510,1889708,2018
4,4,0,0,0,0,0,0,0,0,02/25/2018,neutral,12973,354,Lewis,9,True,7,4,3,win,87181,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,03/08/2018,neutral,12973,1328,Rockhurst,9,True,15,5,10,win,89337,510,1889708,2018
0,0,0,0,0,0,0,0,0,0,03/09/2018,neutral,12973,15207,Ohio Valley,9,True,14,1,13,win,89712,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,03/10/2018,neutral,12973,27854,Minn.-Crookston,9,True,3,4,-1,loss,90051,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,03/11/2018,neutral,12973,384,Mansfield,9,True,6,4,2,win,90535,510,1889708,2018
1,1,0,0,0,0,0,0,0,0,03/13/2018,neutral,12973,643,Slippery Rock,9,True,5,3,2,win,90803,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,03/14/2018,away,12973,384,Mansfield,9,True,25,9,16,win,91023,510,1889708,2018
1,1,0,0,0,0,0,0,0,0,03/15/2018,neutral,12973,533,Pace,9,True,3,2,1,win,91102,510,1889708,2018
2,2,0,0,0,0,0,0,0,0,03/15/2018,neutral,12973,765,West Chester,9,True,5,1,4,win,91103,510,1889708,2018
5,5,0,0,0,0,0,0,0,0,03/16/2018,neutral,12973,533,Pace,9,True,12,6,6,win,91397,510,1889708,2018
4,4,0,0,0,0,0,0,0,0,03/19/2018,neutral,12973,208,Eckerd,9,True,18,8,10,win,92468,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,03/23/2018,away,12973,35,Ashland,9,True,6,10,-4,loss,93129,510,1889708,2018
4,5,1,0,0,0,0,0,1,0,03/24/2018,away,12973,35,Ashland,9,True,4,1,3,win,93556,510,1889708,2018
5,5,0,0,0,0,0,0,0,0,03/24/2018,away,12973,35,Ashland,9,True,6,1,5,win,93566,510,1889708,2018
4,5,0,1,0,0,0,0,0,0,03/25/2018,away,12973,35,Ashland,9,True,9,4,5,win,93945,510,1889708,2018
1,1,0,0,0,0,0,0,0,0,03/30/2018,home,12973,30222,Purdue Northwest,9,True,3,1,2,win,94996,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,03/30/2018,home,12973,30222,Purdue Northwest,9,True,8,5,3,win,95031,510,1889708,2018
2,2,0,0,0,0,0,0,0,0,03/31/2018,home,12973,30222,Purdue Northwest,9,True,13,10,3,win,95571,510,1889708,2018
1,1,0,0,0,0,0,0,0,0,03/31/2018,home,12973,30222,Purdue Northwest,9,True,8,7,1,win,95604,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,04/05/2018,away,12973,1403,Tiffin,10,True,9,6,3,win,96102,510,1889708,2018
0,0,0,0,0,0,0,0,0,0,04/05/2018,away,12973,1403,Tiffin,9,True,15,2,13,win,96089,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,04/06/2018,away,12973,1403,Tiffin,9,True,12,10,2,win,96207,510,1889708,2018
4,5,0,1,0,0,0,0,0,0,04/07/2018,away,12973,1403,Tiffin,9,True,21,3,18,win,96522,510,1889708,2018
0,0,0,0,0,0,0,0,0,0,04/12/2018,home,12973,30221,Davenport,9,True,2,1,1,win,98106,510,1889708,2018
9,10,1,0,0,0,0,0,0,0,04/12/2018,home,12973,30221,Davenport,9,True,5,11,-6,loss,98121,510,1889708,2018
12,12,0,0,0,0,0,0,0,0,04/13/2018,neutral,12973,30221,Davenport,9,True,3,2,1,win,98380,510,1889708,2018
10,12,2,0,0,0,0,0,0,0,04/13/2018,neutral,12973,30221,Davenport,9,True,1,6,-5,loss,98547,510,1889708,2018
0,0,0,0,0,0,0,0,0,0,04/21/2018,home,12973,262,Grand Valley St.,9,True,3,7,-4,loss,100602,510,1889708,2018
1,1,0,0,0,0,0,0,0,0,04/21/2018,home,12973,262,Grand Valley St.,9,True,3,4,-1,loss,100805,510,1889708,2018
7,8,1,0,0,0,0,0,1,0,04/22/2018,home,12973,262,Grand Valley St.,9,True,4,1,3,win,101347,510,1889708,2018
8,10,2,0,0,0,0,0,1,0,04/22/2018,home,12973,262,Grand Valley St.,9,True,6,5,1,win,101390,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,04/27/2018,home,12973,757,Wayne St. (MI),9,True,9,3,6,win,102175,510,1889708,2018
3,3,0,0,0,0,0,0,0,0,04/28/2018,home,12973,757,Wayne St. (MI),9,True,9,12,-3,loss,102628,510,1889708,2018
1,1,0,0,0,0,0,0,0,0,04/28/2018,home,12973,757,Wayne St. (MI),9,True,3,7,-4,loss,102839,510,1889708,2018
1,2,0,1,0,0,0,0,0,0,04/29/2018,home,12973,757,Wayne St. (MI),9,True,5,3,2,win,103139,510,1889708,2018
1,1,0,0,0,0,0,0,0,0,05/01/2018,away,12973,280,Hillsdale,9,True,6,12,-6,loss,103514,510,1889708,2018
2,3,0,1,0,0,0,0,0,0,05/04/2018,away,12973,591,Saginaw Valley,9,True,20,3,17,win,103920,510,1889708,2018
2,2,0,0,0,0,0,0,0,0,05/05/2018,away,12973,591,Saginaw Valley,9,True,24,1,23,win,104351,510,1889708,2018
2,2,0,0,0,0,0,0,0,0,05/05/2018,away,12973,591,Saginaw Valley,9,True,12,2,10,win,104467,510,1889708,2018
2,2,0,0,0,0,0,0,0,0,05/06/2018,away,12973,591,Saginaw Valley,9,True,8,6,2,win,104723,510,1889708,2018
2,2,0,0,0,0,0,0,0,0,05/10/2018,neutral,12973,1403,Tiffin,9,True,9,3,6,win,105149,510,1889708,2018
2,2,0,0,0,0,0,0,0,0,05/11/2018,neutral,12973,757,Wayne St. (MI),9,True,3,1,2,win,105370,510,1889708,2018
0,0,0,0,0,0,0,0,0,0,05/12/2018,neutral,12973,35,Ashland,9,True,5,1,4,win,105673,510,1889708,2018
5,5,0,0,0,0,0,0,0,0,05/13/2018,neutral,12973,30221,Davenport,9,True,5,4,1,win,105839,510,1889708,2018
7,8,0,1,0,0,0,0,0,0,05/17/2018,neutral,12973,35,Ashland,9,True,5,10,-5,loss,106073,510,1889708,2018
