PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/16/2018,home,12973,654,Southeast Mo. St.,9,True,6,3,3,win,85297,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,02/17/2018,home,12973,654,Southeast Mo. St.,9,True,6,0,6,win,85504,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,02/18/2018,home,12973,654,Southeast Mo. St.,9,True,5,4,1,win,85839,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,02/21/2018,home,12973,149,Coastal Carolina,9,True,0,13,-13,loss,86196,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,02/23/2018,home,12973,361,LIU,9,True,2,7,-5,loss,86344,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,02/24/2018,home,12973,361,LIU,9,True,11,4,7,win,86578,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,02/25/2018,home,12973,361,LIU,9,True,7,0,7,win,86987,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,02/27/2018,home,12973,361,LIU,9,True,8,2,6,win,87344,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,02/28/2018,home,12973,253,Ga. Southern,9,True,3,0,3,win,87454,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/02/2018,home,12973,257,Georgia,9,True,5,2,3,win,87665,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/03/2018,home,12973,257,Georgia,9,True,6,0,6,win,87877,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/04/2018,home,12973,257,Georgia,9,True,6,4,2,win,88413,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/07/2018,away,12973,196,East Carolina,9,True,2,5,-3,loss,89092,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/09/2018,home,12973,94,CSU Bakersfield,9,True,13,1,12,win,89461,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/10/2018,home,12973,94,CSU Bakersfield,9,True,7,3,4,win,89815,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/11/2018,home,12973,94,CSU Bakersfield,9,True,10,1,9,win,90366,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/13/2018,home,12973,562,Quinnipiac,9,True,5,6,-1,loss,90748,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/14/2018,home,12973,562,Quinnipiac,9,True,1,2,-1,loss,90931,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/16/2018,away,12973,327,Kansas St.,9,True,8,0,8,win,91264,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/17/2018,away,12973,327,Kansas St.,9,True,6,0,6,win,91589,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/18/2018,away,12973,327,Kansas St.,9,True,3,7,-4,loss,92140,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/21/2018,away,12973,244,Furman,9,True,15,6,9,win,92686,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/23/2018,home,12973,786,William & Mary,9,True,5,1,4,win,92926,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/24/2018,home,12973,786,William & Mary,9,True,8,7,1,win,93223,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/24/2018,home,12973,786,William & Mary,9,True,7,2,5,win,93524,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/27/2018,home,12973,149,Coastal Carolina,9,True,11,4,7,win,94147,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/30/2018,away,12973,1068,Elon,9,True,3,9,-6,loss,94609,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,03/31/2018,away,12973,1068,Elon,9,True,5,7,-2,loss,95083,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,04/01/2018,away,12973,1068,Elon,9,True,5,3,2,win,95654,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,04/03/2018,home,12973,48,Charleston So.,9,True,2,3,-1,loss,95854,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,04/04/2018,away,12973,48,Charleston So.,9,True,5,4,1,win,95934,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,04/06/2018,home,12973,317,James Madison,9,True,6,4,2,win,96268,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,04/08/2018,home,12973,317,James Madison,9,True,3,2,1,win,97194,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,04/08/2018,home,12973,317,James Madison,9,True,2,1,1,win,97305,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,04/13/2018,home,12973,500,Northeastern,9,True,4,1,3,win,98256,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,04/14/2018,home,12973,500,Northeastern,9,True,5,4,1,win,98619,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,04/15/2018,home,12973,500,Northeastern,9,True,1,2,-1,loss,99249,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,04/17/2018,away,12973,253,Ga. Southern,9,True,4,6,-2,loss,99531,1014,1996988,2018
0,0,0,0,0,0,0,0,0,0,04/20/2018,away,12973,283,Hofstra,9,True,1,7,-6,loss,100115,1014,1996988,2018
