PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,7,8,0,0,0,0,0,0,0,02/26/2023,home,16340,517,Ohio Northern,9,True,2,3,-1,loss,2421742,515,2689500,2023,3
1,3,4,0,0,0,0,0,0,0,02/26/2023,home,16340,517,Ohio Northern,9,True,4,3,1,win,2421781,515,2689500,2023,3
3,2,6,1,0,0,0,0,0,0,03/02/2023,away,16340,517,Ohio Northern,9,True,1,4,-3,loss,2393383,515,2689500,2023,3
2,4,7,1,0,0,0,0,1,0,03/16/2023,away,16340,46,Baldwin Wallace,9,True,11,12,-1,loss,2395586,515,2689500,2023,3
5,4,9,0,0,0,0,0,2,0,03/19/2023,neutral,16340,89,Caltech,9,True,15,14,1,win,2421118,515,2689500,2023,3
6,0,6,0,0,0,2,0,1,0,03/20/2023,neutral,16340,602,Saint John's (MN),9,True,2,12,-10,loss,2417823,515,2689500,2023,3
3,1,5,1,0,0,0,0,1,0,03/20/2023,neutral,16340,602,Saint John's (MN),9,True,4,10,-6,loss,2417824,515,2689500,2023,3
0,3,3,0,0,0,0,0,0,0,03/21/2023,neutral,16340,89,Caltech,9,True,8,6,2,win,2421138,515,2689500,2023,3
2,1,4,1,0,0,0,0,1,0,03/23/2023,neutral,16340,118,Carleton,9,True,11,1,10,win,2418698,515,2689500,2023,3
1,0,1,0,0,0,0,0,0,0,04/02/2023,home,16340,807,Wooster,9,True,2,12,-10,loss,2399286,515,2689500,2023,3
1,4,5,0,0,0,0,0,0,0,04/02/2023,home,16340,807,Wooster,9,True,5,12,-7,loss,2409014,515,2689500,2023,3
0,2,2,0,0,0,0,0,0,0,04/04/2023,away,16340,281,Hiram,9,True,18,0,18,win,2399899,515,2689500,2023,3
0,2,2,0,0,0,0,0,0,0,04/04/2023,away,16340,281,Hiram,9,True,9,4,5,win,2409318,515,2689500,2023,3
0,1,2,1,0,0,0,0,0,0,04/08/2023,away,16340,177,DePauw,9,True,7,8,-1,loss,2409418,515,2689500,2023,3
2,2,4,0,0,0,0,0,1,0,04/12/2023,home,16340,122,CWRU,9,True,4,3,1,win,2428609,515,2689500,2023,3
2,5,7,0,0,0,0,0,0,0,04/13/2023,away,16340,531,Otterbein,9,True,4,15,-11,loss,2426722,515,2689500,2023,3
1,8,9,0,0,0,0,0,0,0,04/15/2023,home,16340,806,Wittenberg,9,True,3,5,-2,loss,2402156,515,2689500,2023,3
2,4,6,0,0,0,0,0,0,0,04/15/2023,home,16340,806,Wittenberg,9,True,2,12,-10,loss,2410425,515,2689500,2023,3
1,0,3,2,0,0,0,0,0,0,04/16/2023,away,16340,320,John Carroll,9,True,5,15,-10,loss,2402501,515,2689500,2023,3
2,3,6,1,0,0,0,0,1,0,04/19/2023,home,16340,335,Kenyon,9,True,3,12,-9,loss,2403082,515,2689500,2023,3
2,3,6,1,0,0,0,0,0,0,04/19/2023,home,16340,335,Kenyon,9,True,3,5,-2,loss,2411448,515,2689500,2023,3
2,1,3,0,0,0,0,0,0,0,04/20/2023,away,16340,10972,Chatham,9,True,4,7,-3,loss,2394972,515,2689500,2023,3
2,2,6,2,0,0,0,0,0,0,04/26/2023,away,16340,385,Marietta,9,True,0,5,-5,loss,2404574,515,2689500,2023,3
2,4,7,1,0,0,0,0,1,0,04/27/2023,home,16340,278,Heidelberg,9,True,2,4,-2,loss,2404347,515,2689500,2023,3
0,4,4,0,0,0,0,0,0,0,04/29/2023,away,16340,747,Wabash,9,True,6,13,-7,loss,2431828,515,2689500,2023,3
2,6,8,0,0,0,0,0,2,0,04/30/2023,away,16340,747,Wabash,9,True,12,8,4,win,2411000,515,2689500,2023,3
1,3,5,1,0,0,0,0,0,0,05/03/2023,home,16340,320,John Carroll,9,True,3,5,-2,loss,2405957,515,2689500,2023,3
3,2,7,2,0,0,0,0,0,0,05/06/2023,away,16340,520,Ohio Wesleyan,9,True,6,4,2,win,2406355,515,2689500,2023,3
1,0,2,1,0,0,0,0,0,0,05/06/2023,away,16340,520,Ohio Wesleyan,9,True,4,5,-1,loss,2411638,515,2689500,2023,3
0,1,1,0,0,0,0,0,0,0,05/07/2023,home,16340,182,Denison,9,True,1,5,-4,loss,2405801,515,2689500,2023,3
1,2,3,0,0,0,0,0,0,0,05/07/2023,home,16340,182,Denison,9,True,9,18,-9,loss,2410810,515,2689500,2023,3
