PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,03/02/2016,away,12360,426,Millsaps,9,True,2,5,-3,loss,294889,4,1558661,2016
0,0,0,0,0,0,0,0,0,03/05/2016,neutral,12360,64,Blackburn,9,True,22,1,21,win,295607,4,1558661,2016
0,0,0,0,0,0,0,0,0,03/06/2016,neutral,12360,64,Blackburn,10,True,15,7,8,win,295997,4,1558661,2016
0,0,0,0,0,0,0,0,0,03/11/2016,neutral,12360,28593,Birmingham-So.,9,True,4,6,-2,loss,297177,4,1558661,2016
0,0,0,0,0,0,0,0,0,03/12/2016,away,12360,21830,Piedmont,9,True,4,7,-3,loss,297225,4,1558661,2016
0,0,0,0,0,0,0,0,0,03/12/2016,neutral,12360,385,Marietta,9,True,4,11,-7,loss,297693,4,1558661,2016
0,0,0,0,0,0,0,0,0,03/19/2016,neutral,12360,117,Capital,9,True,13,5,8,win,299554,4,1558661,2016
0,0,0,0,0,0,0,0,0,03/20/2016,away,12360,2694,Franklin,9,True,14,3,11,win,299817,4,1558661,2016
0,0,0,0,0,0,0,0,0,03/23/2016,away,12360,531,Otterbein,9,True,0,4,-4,loss,300291,4,1558661,2016
0,0,0,0,0,0,0,0,0,03/25/2016,home,12360,525,Olivet,9,True,8,0,8,win,300924,4,1558661,2016
0,0,0,0,0,0,0,0,0,03/25/2016,home,12360,525,Olivet,9,True,9,3,6,win,300989,4,1558661,2016
0,0,0,0,0,1,0,0,0,03/26/2016,away,12360,525,Olivet,9,True,12,1,11,win,301542,4,1558661,2016
0,0,0,0,0,0,0,0,0,03/26/2016,away,12360,525,Olivet,9,True,5,0,5,win,301580,4,1558661,2016
0,0,0,0,0,3,0,0,0,03/30/2016,home,12360,278,Heidelberg,9,True,14,13,1,win,302198,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/01/2016,home,12360,326,Kalamazoo,9,True,2,0,2,win,302454,4,1558661,2016
0,1,0,0,0,0,0,0,0,04/01/2016,home,12360,326,Kalamazoo,9,True,3,5,-2,loss,302486,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/03/2016,away,12360,326,Kalamazoo,9,True,4,3,1,win,303416,4,1558661,2016
0,1,1,0,0,0,0,0,0,04/03/2016,away,12360,326,Kalamazoo,9,True,6,7,-1,loss,303448,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/11/2016,home,12360,114,Calvin,9,True,5,2,3,win,305305,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/11/2016,home,12360,114,Calvin,9,True,14,4,10,win,305328,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/12/2016,away,12360,114,Calvin,9,True,6,4,2,win,305514,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/12/2016,away,12360,114,Calvin,9,True,24,8,16,win,305544,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/14/2016,away,12360,0,Siena Heights,9,True,3,4,-1,loss,305895,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,21,Alma,9,True,17,0,17,win,306419,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,21,Alma,9,True,18,1,17,win,306662,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/17/2016,home,12360,21,Alma,9,True,6,1,5,win,307415,4,1558661,2016
0,1,0,0,0,0,0,0,0,04/17/2016,home,12360,21,Alma,9,True,14,10,4,win,307420,4,1558661,2016
0,1,1,0,0,0,0,0,0,04/19/2016,home,12360,0,Siena Heights,9,True,9,3,6,win,307652,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/23/2016,away,12360,15,Albion,9,True,11,0,11,win,308512,4,1558661,2016
0,3,0,0,0,0,1,0,0,04/23/2016,away,12360,15,Albion,9,True,6,3,3,win,308766,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/24/2016,home,12360,15,Albion,9,True,15,10,5,win,309512,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/24/2016,home,12360,15,Albion,9,True,4,7,-3,loss,309514,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/29/2016,home,12360,30037,Trine,9,True,2,1,1,win,310346,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/29/2016,home,12360,30037,Trine,9,True,9,2,7,win,310352,4,1558661,2016
0,0,0,0,0,0,0,0,0,04/30/2016,away,12360,30037,Trine,9,True,7,1,6,win,310466,4,1558661,2016
0,2,0,0,0,0,0,0,0,05/03/2016,away,12360,30037,Trine,9,True,14,4,10,win,311394,4,1558661,2016
0,0,0,0,0,0,0,0,0,05/06/2016,home,12360,286,Hope,9,True,4,2,2,win,311846,4,1558661,2016
0,0,0,0,0,0,0,0,0,05/06/2016,home,12360,286,Hope,9,True,10,5,5,win,311869,4,1558661,2016
0,0,0,0,0,0,0,0,0,05/07/2016,away,12360,286,Hope,9,True,10,11,-1,loss,312229,4,1558661,2016
0,1,0,0,0,0,0,0,0,05/07/2016,away,12360,286,Hope,9,True,11,8,3,win,312303,4,1558661,2016
0,0,0,0,0,0,0,0,0,05/11/2016,home,12360,326,Kalamazoo,9,True,1,2,-1,loss,312739,4,1558661,2016
0,2,0,0,0,0,0,0,0,05/12/2016,away,12360,21,Alma,9,True,5,9,-4,loss,312848,4,1558661,2016
