TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
3,5,2,0,0,0,0,1,0,0,02/25/2017,neutral,12560,531,Otterbein,10,True,0,16,-16,loss,207504,2694,1663158,2017
0,0,0,0,0,0,0,0,0,0,02/26/2017,neutral,12560,1434,Waynesburg,9,True,5,4,1,win,207878,2694,1663158,2017
9,12,2,1,0,0,1,1,0,0,02/27/2017,neutral,12560,21,Alma,9,True,19,2,17,win,207961,2694,1663158,2017
6,7,1,0,0,0,4,1,0,0,02/28/2017,neutral,12560,612,Saint Mary's (MN),9,True,3,4,-1,loss,208087,2694,1663158,2017
9,9,0,0,0,0,0,0,0,0,03/03/2017,home,12560,15,Albion,9,True,4,5,-1,loss,208336,2694,1663158,2017
0,0,0,0,0,0,0,0,0,0,03/04/2017,home,12560,15,Albion,9,True,10,9,1,win,208672,2694,1663158,2017
9,9,0,0,0,1,0,0,0,0,03/04/2017,home,12560,15,Albion,9,True,7,5,2,win,208758,2694,1663158,2017
9,9,0,0,0,2,0,0,0,0,03/11/2017,home,12560,1461,Wilmington (OH),9,True,9,1,8,win,210783,2694,1663158,2017
0,0,0,0,0,0,0,0,0,0,03/12/2017,home,12560,1461,Wilmington (OH),9,True,9,1,8,win,210783,2694,1663158,2017
9,11,2,0,0,0,0,1,0,0,03/12/2017,home,12560,1461,Wilmington (OH),9,True,11,6,5,win,211134,2694,1663158,2017
3,6,3,0,0,1,0,2,0,0,03/18/2017,home,12560,117,Capital,9,True,10,3,7,win,212198,2694,1663158,2017
0,0,0,0,0,0,0,0,0,0,03/18/2017,home,12560,117,Capital,9,True,6,10,-4,loss,212282,2694,1663158,2017
3,4,1,0,0,0,0,0,0,0,03/19/2017,home,12560,117,Capital,9,True,9,5,4,win,212596,2694,1663158,2017
14,14,0,0,0,0,2,0,0,0,03/24/2017,away,12560,28749,Transylvania,9,True,10,7,3,win,213502,2694,1663158,2017
2,3,0,1,0,0,0,0,0,0,03/25/2017,away,12560,28749,Transylvania,9,True,16,6,10,win,214117,2694,1663158,2017
8,10,2,0,0,0,2,2,0,0,03/25/2017,away,12560,28749,Transylvania,9,True,3,13,-10,loss,214185,2694,1663158,2017
0,2,0,2,0,0,0,0,0,0,03/28/2017,home,12560,1115,Hanover,9,True,9,8,1,win,214825,2694,1663158,2017
1,2,0,1,0,0,0,0,0,0,03/31/2017,away,12560,195,Earlham,9,True,11,6,5,win,215325,2694,1663158,2017
9,11,1,1,0,0,1,1,0,0,04/01/2017,away,12560,195,Earlham,9,True,6,7,-1,loss,215649,2694,1663158,2017
0,2,2,0,0,0,0,0,0,0,04/01/2017,away,12560,195,Earlham,9,True,5,4,1,win,215802,2694,1663158,2017
0,3,2,1,0,0,0,0,0,0,04/04/2017,home,12560,1115,Hanover,9,True,10,5,5,win,216684,2694,1663158,2017
1,4,2,1,0,0,0,0,0,0,04/08/2017,home,12560,1050,Defiance,9,True,10,27,-17,loss,217537,2694,1663158,2017
11,12,1,0,0,1,0,0,0,0,04/08/2017,home,12560,1050,Defiance,9,True,12,4,8,win,217746,2694,1663158,2017
9,11,2,0,0,0,3,1,0,0,04/09/2017,home,12560,1050,Defiance,9,True,11,4,7,win,218100,2694,1663158,2017
4,6,1,1,0,0,0,0,0,0,04/11/2017,away,12560,585,Rose-Hulman,10,True,6,7,-1,loss,218566,2694,1663158,2017
10,11,0,1,0,0,3,0,0,0,04/14/2017,away,12560,8567,Mt. St. Joseph,10,True,2,3,-1,loss,219403,2694,1663158,2017
3,4,1,0,0,0,0,1,0,0,04/15/2017,away,12560,8567,Mt. St. Joseph,9,True,2,3,-1,loss,220038,2694,1663158,2017
10,11,0,1,0,0,0,0,0,0,04/15/2017,away,12560,8567,Mt. St. Joseph,9,True,11,5,6,win,220195,2694,1663158,2017
2,2,0,0,0,0,0,0,0,0,04/18/2017,home,12560,585,Rose-Hulman,9,True,11,19,-8,loss,220663,2694,1663158,2017
5,6,0,1,1,0,1,0,0,0,04/21/2017,away,12560,987,Bluffton,9,True,4,7,-3,loss,221260,2694,1663158,2017
9,9,0,0,0,0,0,0,0,0,04/22/2017,away,12560,987,Bluffton,9,True,2,1,1,win,221654,2694,1663158,2017
6,7,0,1,0,0,1,0,0,0,04/22/2017,away,12560,987,Bluffton,9,True,2,3,-1,loss,221834,2694,1663158,2017
0,0,0,0,0,0,0,0,0,0,04/25/2017,home,12560,1115,Hanover,9,True,7,1,6,win,222668,2694,1663158,2017
0,0,0,0,0,0,0,0,0,0,04/28/2017,home,12560,939,Anderson (IN),9,True,3,1,2,win,223375,2694,1663158,2017
0,0,0,0,0,0,0,0,0,0,05/02/2017,away,12560,585,Rose-Hulman,9,True,2,11,-9,loss,224386,2694,1663158,2017
0,0,0,0,0,0,0,0,0,0,05/06/2017,home,12560,1192,Manchester,9,True,9,5,4,win,225034,2694,1663158,2017
0,0,0,0,0,0,0,0,0,0,05/07/2017,home,12560,1192,Manchester,9,True,5,9,-4,loss,225548,2694,1663158,2017
0,0,0,0,0,0,0,0,0,0,05/07/2017,home,12560,1192,Manchester,9,True,7,18,-11,loss,225587,2694,1663158,2017
