TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/17/2017,neutral,12560,528,Oregon St.,9,True,3,6,-3,loss,205971,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,02/17/2017,neutral,12560,260,Gonzaga,9,True,1,6,-5,loss,205972,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,02/18/2017,neutral,12560,260,Gonzaga,9,True,1,4,-3,loss,206279,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,02/19/2017,neutral,12560,528,Oregon St.,9,True,2,11,-9,loss,206605,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,02/21/2017,away,12560,489,N.C. Central,9,True,14,6,8,win,206785,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,02/24/2017,home,12560,725,Army West Point,9,True,8,5,3,win,206974,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,02/25/2017,home,12560,725,Army West Point,9,True,5,9,-4,loss,207262,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,02/26/2017,home,12560,725,Army West Point,9,True,5,1,4,win,207728,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,02/27/2017,home,12560,657,Southern California,9,True,0,2,-2,loss,207957,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/03/2017,home,12560,554,Princeton,9,True,3,1,2,win,208324,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/04/2017,home,12560,554,Princeton,9,True,9,2,7,win,208666,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/04/2017,home,12560,554,Princeton,9,True,7,1,6,win,208750,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/05/2017,home,12560,554,Princeton,9,True,6,1,5,win,209084,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/07/2017,away,12560,355,Liberty,9,True,4,8,-4,loss,209544,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/08/2017,home,12560,450,Mount St. Mary's,9,True,10,3,7,win,209776,193,1643581,2017
1,1,0,0,0,0,0,0,0,0,03/10/2017,home,12560,742,Virginia Tech,9,True,10,1,9,win,210153,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,home,12560,742,Virginia Tech,9,True,5,7,-2,loss,210630,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,home,12560,742,Virginia Tech,10,True,6,5,1,win,210813,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/14/2017,home,12560,196,East Carolina,9,True,4,9,-5,loss,211316,193,1643581,2017
1,2,1,0,0,0,0,0,0,0,03/17/2017,home,12560,749,Wake Forest,9,True,4,8,-4,loss,211783,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/18/2017,home,12560,749,Wake Forest,9,True,7,3,4,win,212091,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/19/2017,home,12560,749,Wake Forest,9,True,2,11,-9,loss,212579,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/21/2017,home,12560,393,UMES,9,True,10,3,7,win,213015,193,1643581,2017
0,2,2,0,0,0,0,0,0,0,03/24/2017,away,12560,746,Virginia,9,True,19,3,16,win,213424,193,1643581,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,away,12560,746,Virginia,9,True,6,13,-7,loss,213783,193,1643581,2017
