PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/17/2017,home,12560,639,Siena,9,True,17,6,11,win,205821,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,02/18/2017,home,12560,639,Siena,9,True,3,0,3,win,206032,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,02/19/2017,home,12560,639,Siena,9,True,7,2,5,win,206430,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,02/21/2017,home,12560,2711,North Florida,9,True,3,2,1,win,206725,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,02/24/2017,home,12560,381,Manhattan,9,True,13,3,10,win,206939,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,02/25/2017,home,12560,381,Manhattan,9,True,10,1,9,win,207236,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,02/26/2017,home,12560,381,Manhattan,9,True,7,2,5,win,207695,128,1538458,2017
0,1,1,0,0,0,0,0,0,0,02/28/2017,away,12560,235,Florida,9,True,3,4,-1,loss,208016,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/01/2017,home,12560,235,Florida,9,True,11,2,9,win,208123,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/03/2017,home,12560,683,Stony Brook,9,True,7,3,4,win,208289,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/04/2017,home,12560,683,Stony Brook,9,True,8,4,4,win,208544,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/05/2017,home,12560,683,Stony Brook,9,True,3,2,1,win,209046,128,1538458,2017
0,0,0,0,0,0,3,0,0,0,03/07/2017,home,12560,234,Florida St.,9,True,2,5,-3,loss,209556,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/08/2017,home,12560,234,Florida St.,9,True,0,5,-5,loss,209749,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/10/2017,home,12560,129,Central Mich.,9,True,21,1,20,win,210120,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,home,12560,129,Central Mich.,9,True,7,3,4,win,210812,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,home,12560,129,Central Mich.,9,True,5,4,1,win,210833,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/14/2017,home,12560,72,Bradley,9,True,12,9,3,win,211304,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/17/2017,home,12560,316,Jacksonville,9,True,4,0,4,win,211746,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/18/2017,away,12560,316,Jacksonville,9,True,10,3,7,win,212152,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/19/2017,away,12560,316,Jacksonville,9,True,1,7,-6,loss,212659,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/21/2017,away,12560,61,Bethune-Cookman,11,True,5,4,1,win,213070,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/24/2017,home,12560,172,Dartmouth,9,True,3,4,-1,loss,213435,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,home,12560,172,Dartmouth,9,True,1,4,-3,loss,213793,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/26/2017,home,12560,172,Dartmouth,9,True,15,0,15,win,214417,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/28/2017,home,12560,316,Jacksonville,9,True,10,1,9,win,214786,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,03/31/2017,home,12560,288,Houston,9,True,5,2,3,win,215278,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,04/01/2017,home,12560,288,Houston,9,True,1,3,-2,loss,215499,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,04/02/2017,home,12560,288,Houston,9,True,6,1,5,win,216062,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,04/05/2017,home,12560,678,Stetson,9,True,5,3,2,win,216837,128,1538458,2017
0,1,1,0,0,0,0,0,0,0,04/07/2017,away,12560,651,South Fla.,11,True,4,5,-1,loss,217185,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,04/08/2017,away,12560,651,South Fla.,9,True,5,6,-1,loss,217396,128,1538458,2017
0,0,0,0,0,0,0,0,0,0,04/09/2017,away,12560,651,South Fla.,9,True,5,7,-2,loss,218142,128,1538458,2017
