PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/16/2019,home,14781,752,Wash. & Lee,9,True,7,8,-1,loss,1648028,542,1876641,2019
1,0,1,0,0,0,0,0,0,0,02/16/2019,home,14781,752,Wash. & Lee,9,True,15,13,2,win,1669087,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,02/27/2019,home,14781,0,CarolinaU,9,True,15,4,11,win,1712709,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,02/27/2019,home,14781,0,CarolinaU,9,True,6,5,1,win,1712729,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/02/2019,home,14781,21830,Piedmont,9,True,2,5,-3,loss,1649985,542,1876641,2019
0,3,3,0,0,0,2,1,0,0,03/02/2019,home,14781,21830,Piedmont,9,True,4,8,-4,loss,1650427,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/03/2019,home,14781,21830,Piedmont,9,True,8,5,3,win,1650700,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/05/2019,away,14781,390,Mary Washington,9,True,22,3,19,win,1716395,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/06/2019,home,14781,1112,Guilford,9,True,3,2,1,win,1651151,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/10/2019,away,14781,263,Greensboro,9,True,4,2,2,win,1717715,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/11/2019,away,14781,263,Greensboro,9,True,9,7,2,win,1652250,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/11/2019,away,14781,263,Greensboro,9,True,15,2,13,win,1665951,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/13/2019,home,14781,0,St. Andrews,9,True,9,1,8,win,1652772,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/15/2019,away,14781,17094,William Peace,9,True,9,4,5,win,1653143,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/16/2019,away,14781,17094,William Peace,9,True,4,7,-3,loss,1653581,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/17/2019,away,14781,17094,William Peace,9,True,8,3,5,win,1653899,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/22/2019,home,14781,30094,Brevard,9,True,4,1,3,win,1654683,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/23/2019,home,14781,30094,Brevard,9,True,9,2,7,win,1655170,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/24/2019,home,14781,30094,Brevard,9,True,6,5,1,win,1655398,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/27/2019,away,14781,0,St. Andrews,9,True,3,2,1,win,1655848,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/30/2019,home,14781,30171,Berea,9,True,13,0,13,win,1656575,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/30/2019,home,14781,30171,Berea,9,True,16,0,16,win,1666945,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,03/31/2019,home,14781,30171,Berea,9,True,15,1,14,win,1656957,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/02/2019,home,14781,2713,Oglethorpe,9,True,9,8,1,win,1722688,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/02/2019,home,14781,2713,Oglethorpe,9,True,13,5,8,win,1722689,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/05/2019,away,14781,1162,LaGrange,10,True,6,7,-1,loss,1657788,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/06/2019,away,14781,1162,LaGrange,9,True,9,5,4,win,1658194,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/07/2019,away,14781,1162,LaGrange,9,True,5,13,-8,loss,1658559,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/11/2019,away,14781,0,CarolinaU,9,True,13,4,9,win,1724526,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/13/2019,home,14781,44,Averett,9,True,12,2,10,win,1659313,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/13/2019,home,14781,44,Averett,9,True,16,1,15,win,1659816,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/15/2019,home,14781,44,Averett,9,True,4,3,1,win,1660065,542,1876641,2019
0,0,0,0,0,0,1,0,0,0,04/16/2019,away,14781,491,N.C. Wesleyan,9,True,7,9,-2,loss,1725662,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/18/2019,away,14781,396,Maryville (TN),9,True,9,0,9,win,1726269,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/18/2019,away,14781,396,Maryville (TN),9,True,8,15,-7,loss,1726270,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,04/24/2019,away,14781,1112,Guilford,9,True,15,2,13,win,1658955,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,05/18/2019,neutral,14781,12973,Wilson,9,True,10,2,8,win,1732426,542,1876641,2019
0,0,0,0,0,0,0,0,0,0,05/19/2019,home,14781,265,Grove City,9,True,9,7,2,win,1732994,542,1876641,2019
