PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/01/2022,home,15860,30123,Academy of Art,9,True,5,3,2,win,2167181,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,02/11/2022,home,15860,1446,Western Ore.,9,True,6,3,3,win,2167532,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,02/12/2022,home,15860,1446,Western Ore.,11,True,1,4,-3,loss,2167643,103,2310160,2022
0,0,0,0,0,0,2,0,0,0,02/12/2022,home,15860,1446,Western Ore.,9,True,2,5,-3,loss,2184967,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,02/13/2022,home,15860,1446,Western Ore.,11,True,4,7,-3,loss,2167719,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,02/25/2022,away,15860,100,Cal State LA,9,True,8,6,2,win,2169052,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,02/26/2022,away,15860,100,Cal State LA,9,True,17,6,11,win,2169361,103,2310160,2022
1,0,2,1,0,0,0,0,0,0,02/26/2022,away,15860,100,Cal State LA,9,True,3,4,-1,loss,2187872,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,02/27/2022,away,15860,100,Cal State LA,9,True,2,15,-13,loss,2169587,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/04/2022,home,15860,92,Cal St. Dom. Hills,9,True,1,11,-10,loss,2170315,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/05/2022,home,15860,92,Cal St. Dom. Hills,9,True,3,1,2,win,2170674,103,2310160,2022
0,1,1,0,0,0,0,0,0,0,03/05/2022,home,15860,92,Cal St. Dom. Hills,9,True,4,1,3,win,2188492,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/06/2022,home,15860,92,Cal St. Dom. Hills,9,True,2,10,-8,loss,2170949,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/11/2022,away,15860,93,Cal St. San B'dino,9,True,7,5,2,win,2171862,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/12/2022,away,15860,93,Cal St. San B'dino,9,True,6,14,-8,loss,2172105,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/12/2022,away,15860,93,Cal St. San B'dino,9,True,9,18,-9,loss,2188345,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/13/2022,away,15860,93,Cal St. San B'dino,9,True,2,11,-9,loss,2172409,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/18/2022,home,15860,95,Chico St.,9,True,6,20,-14,loss,2173312,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/19/2022,home,15860,95,Chico St.,9,True,7,15,-8,loss,2173706,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/19/2022,home,15860,95,Chico St.,9,True,5,13,-8,loss,2188728,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/20/2022,home,15860,95,Chico St.,9,True,8,17,-9,loss,2173950,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/25/2022,away,15860,30055,Cal St. Monterey Bay,9,True,1,9,-8,loss,2174792,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/26/2022,away,15860,30055,Cal St. Monterey Bay,9,True,5,13,-8,loss,2175227,103,2310160,2022
0,1,1,0,0,0,0,0,0,0,03/26/2022,away,15860,30055,Cal St. Monterey Bay,9,True,4,5,-1,loss,2185237,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,03/27/2022,away,15860,30055,Cal St. Monterey Bay,9,True,6,19,-13,loss,2175416,103,2310160,2022
0,1,1,0,0,0,1,0,0,0,04/01/2022,home,15860,98,Cal St. East Bay,9,True,8,7,1,win,2176231,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,04/02/2022,home,15860,98,Cal St. East Bay,9,True,2,1,1,win,2266785,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,04/02/2022,home,15860,98,Cal St. East Bay,8,True,2,3,-1,loss,2186228,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,04/03/2022,home,15860,98,Cal St. East Bay,9,True,7,18,-11,loss,2266812,103,2310160,2022
1,1,2,0,0,0,0,1,0,0,04/08/2022,away,15860,645,Sonoma St.,9,True,2,4,-2,loss,2177605,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,04/09/2022,away,15860,645,Sonoma St.,9,True,3,1,2,win,2177939,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,04/09/2022,away,15860,645,Sonoma St.,9,True,1,2,-1,loss,2185851,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,04/10/2022,away,15860,645,Sonoma St.,9,True,4,8,-4,loss,2178364,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,04/14/2022,home,15860,91,Cal Poly Pomona,9,True,0,9,-9,loss,2179063,103,2310160,2022
0,0,0,0,0,0,0,0,0,0,04/15/2022,home,15860,91,Cal Poly Pomona,9,True,1,8,-7,loss,2179294,103,2310160,2022
