PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,03/04/2016,neutral,12360,83,Bucknell,9,True,2,0,2,win,295168,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/05/2016,neutral,12360,513,Notre Dame,9,True,6,7,-1,loss,295591,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/06/2016,neutral,12360,8,Alabama,9,True,0,2,-2,loss,295983,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/11/2016,away,12360,388,Marshall,17,True,2,3,-1,loss,297126,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/12/2016,away,12360,388,Marshall,9,True,2,7,-5,loss,297317,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/12/2016,away,12360,388,Marshall,9,True,0,2,-2,loss,297413,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/13/2016,away,12360,388,Marshall,9,True,0,14,-14,loss,297792,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/18/2016,away,12360,128,UCF,9,True,0,2,-2,loss,298719,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/19/2016,away,12360,128,UCF,9,True,4,6,-2,loss,299445,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/20/2016,away,12360,128,UCF,9,True,15,5,10,win,299625,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/26/2016,home,12360,285,Holy Cross,9,True,2,1,1,win,301212,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/26/2016,home,12360,285,Holy Cross,9,True,0,9,-9,loss,301371,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/27/2016,away,12360,285,Holy Cross,9,True,3,0,3,win,301658,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/27/2016,away,12360,285,Holy Cross,9,True,11,12,-1,loss,301664,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/30/2016,away,12360,639,Siena,9,True,10,2,8,win,302134,80,1637514,2016
0,0,0,0,0,0,0,0,0,03/30/2016,away,12360,639,Siena,9,True,7,5,2,win,302147,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/02/2016,away,12360,540,Penn,9,True,8,5,3,win,302774,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/02/2016,away,12360,540,Penn,9,True,1,3,-2,loss,302945,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/03/2016,away,12360,158,Columbia,9,True,3,7,-4,loss,303324,80,1637514,2016
0,0,1,0,0,2,0,0,0,04/03/2016,away,12360,158,Columbia,9,True,2,10,-8,loss,303374,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/09/2016,home,12360,167,Cornell,9,True,4,2,2,win,304436,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/09/2016,home,12360,167,Cornell,9,True,7,6,1,win,304574,80,1637514,2016
0,1,0,0,0,1,0,0,0,04/10/2016,home,12360,554,Princeton,9,True,9,11,-2,loss,305129,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/10/2016,home,12360,554,Princeton,9,True,7,25,-18,loss,305210,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/14/2016,home,12360,572,Rhode Island,9,True,6,10,-4,loss,305861,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/16/2016,home,12360,172,Dartmouth,9,True,4,2,2,win,306451,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/16/2016,home,12360,172,Dartmouth,9,True,3,4,-1,loss,306698,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/17/2016,home,12360,172,Dartmouth,9,True,0,15,-15,loss,307201,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/17/2016,home,12360,172,Dartmouth,9,True,2,0,2,win,307282,80,1637514,2016
0,0,0,0,0,1,0,0,0,04/19/2016,home,12360,368,UMass Lowell,9,True,8,9,-1,loss,307580,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/23/2016,away,12360,275,Harvard,9,True,1,2,-1,loss,308467,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/23/2016,away,12360,275,Harvard,9,True,3,4,-1,loss,308722,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/24/2016,away,12360,275,Harvard,9,True,6,0,6,win,309273,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/24/2016,away,12360,275,Harvard,9,True,0,6,-6,loss,309353,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/26/2016,home,12360,81,Bryant,9,True,3,15,-12,loss,309691,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/29/2016,home,12360,813,Yale,9,True,1,12,-11,loss,310142,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/29/2016,home,12360,813,Yale,9,True,7,4,3,win,310179,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/30/2016,away,12360,813,Yale,9,True,4,3,1,win,310471,80,1637514,2016
0,0,0,0,0,0,0,0,0,04/30/2016,away,12360,813,Yale,9,True,10,3,7,win,310633,80,1637514,2016
