PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
2,3,5,0,0,0,0,0,1,0,01/31/2020,neutral,15204,30075,Mary,9,True,5,0,5,win,1829607,30180,2128710,2020
0,1,1,0,0,0,0,0,0,0,02/01/2020,neutral,15204,30152,Southern Nazarene,9,True,14,3,11,win,1829677,30180,2128710,2020
1,4,5,0,0,0,0,0,1,0,02/01/2020,neutral,15204,11403,Colo. Christian,9,True,3,7,-4,loss,1829682,30180,2128710,2020
0,1,1,0,0,0,0,0,0,0,02/02/2020,neutral,15204,30054,Newman,9,True,3,12,-9,loss,1829691,30180,2128710,2020
0,2,2,0,0,0,0,0,0,0,02/15/2020,home,15204,499,Truman St.,9,True,6,0,6,win,1830532,30180,2128710,2020
3,2,5,0,0,0,0,0,0,0,02/15/2020,home,15204,499,Truman St.,9,True,4,2,2,win,1848567,30180,2128710,2020
4,4,8,0,0,0,0,0,2,0,02/16/2020,home,15204,499,Truman St.,9,True,7,0,7,win,1965140,30180,2128710,2020
5,2,7,0,0,0,0,0,1,0,02/16/2020,home,15204,499,Truman St.,9,True,13,2,11,win,1830860,30180,2128710,2020
2,2,4,0,0,0,0,0,0,0,02/19/2020,home,15204,8965,East Central,9,True,1,12,-11,loss,1831053,30180,2128710,2020
1,2,3,0,0,0,0,0,0,0,02/21/2020,home,15204,30138,McKendree,9,True,4,2,2,win,1968205,30180,2128710,2020
5,4,9,0,0,0,0,0,1,0,02/21/2020,home,15204,30138,McKendree,9,True,7,5,2,win,1968244,30180,2128710,2020
1,2,3,0,0,0,0,0,0,0,02/22/2020,home,15204,30138,McKendree,9,True,5,6,-1,loss,1831535,30180,2128710,2020
1,3,4,0,0,0,0,0,1,0,02/22/2020,home,15204,30138,McKendree,9,True,16,6,10,win,1849694,30180,2128710,2020
3,2,5,0,0,0,0,0,0,0,02/28/2020,away,15204,130,Central Mo.,9,True,5,7,-2,loss,1832495,30180,2128710,2020
4,5,9,0,0,0,0,0,0,0,02/29/2020,away,15204,130,Central Mo.,9,True,3,8,-5,loss,1832839,30180,2128710,2020
1,1,3,1,0,0,0,0,0,0,03/01/2020,away,15204,130,Central Mo.,9,True,4,14,-10,loss,1833159,30180,2128710,2020
1,0,1,0,0,0,0,0,0,0,03/06/2020,away,15204,9013,Missouri Western,9,True,5,6,-1,loss,1833819,30180,2128710,2020
3,5,8,0,0,0,0,0,2,0,03/07/2020,away,15204,9013,Missouri Western,9,True,7,9,-2,loss,1834196,30180,2128710,2020
2,3,5,0,0,0,0,0,1,0,03/08/2020,away,15204,9013,Missouri Western,9,True,10,11,-1,loss,1834510,30180,2128710,2020
5,2,7,0,0,0,0,0,2,0,03/10/2020,home,15204,30178,Northwestern Okla.,9,True,4,9,-5,loss,1834902,30180,2128710,2020
