PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/16/2018,neutral,12973,709,Toledo,9,True,4,3,1,win,85355,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,02/17/2018,neutral,12973,514,Oakland,9,True,8,6,2,win,85644,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,02/18/2018,neutral,12973,523,Old Dominion,9,True,4,1,3,win,85915,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,02/23/2018,neutral,12973,742,Virginia Tech,10,True,2,1,1,win,86432,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,02/24/2018,neutral,12973,47,Ball St.,9,True,6,14,-8,loss,86756,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,02/25/2018,away,12973,474,New Orleans,9,True,8,2,6,win,87190,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,02/27/2018,home,12973,166,Cornell College,9,True,15,1,14,win,87338,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/02/2018,away,12973,9,UAB,9,True,4,1,3,win,87584,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/03/2018,away,12973,9,UAB,9,True,11,3,8,win,87811,312,1876145,2018
0,1,1,0,0,0,0,0,0,0,03/04/2018,away,12973,9,UAB,9,True,0,4,-4,loss,88323,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/09/2018,away,12973,465,UNLV,9,True,0,4,-4,loss,89350,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/10/2018,away,12973,465,UNLV,9,True,2,11,-9,loss,89745,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/11/2018,away,12973,465,UNLV,9,True,3,13,-10,loss,90281,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/14/2018,neutral,12973,669,Missouri St.,9,True,3,8,-5,loss,90979,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/17/2018,home,12973,219,Evansville,9,True,8,3,5,win,91800,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/17/2018,home,12973,219,Evansville,9,True,10,3,7,win,91938,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/18/2018,home,12973,219,Evansville,9,True,4,3,1,win,92160,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/20/2018,home,12973,609,Saint Louis,9,True,6,7,-1,loss,92562,312,1876145,2018
0,1,1,0,0,0,0,0,0,0,03/21/2018,home,12973,364,Loras,9,True,6,4,2,win,92725,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/23/2018,home,12973,306,Indiana,9,True,2,4,-2,loss,93041,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/23/2018,home,12973,306,Indiana,9,True,5,1,4,win,93087,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/28/2018,home,12973,72,Bradley,9,True,13,9,4,win,94303,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/30/2018,away,12973,301,Illinois,9,True,8,5,3,win,94660,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,03/31/2018,away,12973,301,Illinois,9,True,12,13,-1,loss,95131,312,1876145,2018
0,1,0,1,0,0,0,0,0,0,04/01/2018,away,12973,301,Illinois,9,True,4,2,2,win,95662,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/04/2018,home,12973,0,Grand View,9,True,4,2,2,win,95968,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/07/2018,home,12973,518,Ohio St.,9,True,1,2,-1,loss,96848,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/07/2018,home,12973,518,Ohio St.,9,True,9,5,4,win,96882,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/08/2018,home,12973,518,Ohio St.,9,True,2,1,1,win,97018,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/11/2018,home,12973,150,Coe,9,True,16,1,15,win,97857,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/13/2018,away,12973,463,Nebraska,9,True,4,10,-6,loss,98348,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/13/2018,away,12973,463,Nebraska,9,True,7,1,6,win,98435,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/17/2018,home,12973,503,NIU,9,True,2,0,2,win,99492,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/20/2018,away,12973,428,Minnesota,9,True,3,4,-1,loss,100028,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/21/2018,away,12973,428,Minnesota,9,True,0,3,-3,loss,100354,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/22/2018,away,12973,428,Minnesota,9,True,5,3,2,win,101104,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/25/2018,home,12973,797,Milwaukee,9,True,12,4,8,win,101761,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/27/2018,home,12973,418,Michigan,9,True,4,2,2,win,102123,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/28/2018,home,12973,418,Michigan,9,True,2,10,-8,loss,102387,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,04/29/2018,home,12973,418,Michigan,9,True,7,5,2,win,103094,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/01/2018,home,12973,434,Missouri,11,True,16,17,-1,loss,103595,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/04/2018,home,12973,521,Oklahoma St.,9,True,6,7,-1,loss,103900,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/05/2018,home,12973,521,Oklahoma St.,9,True,16,14,2,win,104212,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/06/2018,home,12973,521,Oklahoma St.,9,True,11,3,8,win,104706,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/11/2018,away,12973,509,Northwestern,10,True,6,7,-1,loss,105257,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/12/2018,away,12973,509,Northwestern,9,True,0,4,-4,loss,105508,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/13/2018,away,12973,509,Northwestern,9,True,10,7,3,win,105735,312,1876145,2018
1,2,1,0,0,0,0,0,0,0,05/15/2018,away,12973,771,Western Ill.,9,True,5,4,1,win,105884,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/17/2018,home,12973,539,Penn St.,9,True,3,1,2,win,105997,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/18/2018,home,12973,539,Penn St.,9,True,9,1,8,win,106177,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/19/2018,home,12973,539,Penn St.,9,True,8,4,4,win,106359,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/23/2018,neutral,12973,418,Michigan,10,True,1,2,-1,loss,106590,312,1876145,2018
0,0,0,0,0,0,0,0,0,0,05/24/2018,neutral,12973,518,Ohio St.,9,True,0,2,-2,loss,106674,312,1876145,2018
