PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,02/06/2016,away,12360,269,Hampden-Sydney,15,True,3,2,1,win,291726,225,1644921,2016
0,0,0,0,0,0,0,0,0,02/07/2016,home,12360,269,Hampden-Sydney,9,True,0,5,-5,loss,291914,225,1644921,2016
0,0,0,0,0,0,0,0,0,02/07/2016,home,12360,269,Hampden-Sydney,9,True,5,6,-1,loss,291922,225,1644921,2016
0,0,0,0,0,0,0,0,0,02/12/2016,home,12360,30164,Southern Va.,9,True,9,0,9,win,292086,225,1644921,2016
0,0,0,0,0,0,0,0,0,02/19/2016,away,12360,217,Emory,9,True,1,6,-5,loss,292481,225,1644921,2016
1,0,0,0,0,0,0,0,0,02/20/2016,away,12360,217,Emory,9,True,0,5,-5,loss,293071,225,1644921,2016
1,2,0,0,0,0,0,0,0,02/20/2016,away,12360,217,Emory,9,True,1,2,-1,loss,293090,225,1644921,2016
1,6,0,0,0,0,0,0,0,02/27/2016,home,12360,30104,Urbana,9,True,11,2,9,win,293977,225,1644921,2016
2,1,0,0,0,0,0,0,0,02/27/2016,home,12360,30104,Urbana,9,True,6,4,2,win,294078,225,1644921,2016
3,1,0,0,0,0,0,0,0,02/28/2016,home,12360,30104,Urbana,9,True,14,7,7,win,294425,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/01/2016,home,12360,374,Lynchburg,9,True,8,1,7,win,294761,225,1644921,2016
3,2,1,0,0,0,0,1,0,03/02/2016,away,12360,578,Roanoke,9,True,5,7,-2,loss,294834,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/05/2016,home,12360,412,Methodist,9,True,6,1,5,win,295444,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/05/2016,home,12360,412,Methodist,9,True,6,2,4,win,295562,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/06/2016,home,12360,412,Methodist,9,True,9,1,8,win,295912,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/08/2016,away,12360,374,Lynchburg,9,True,9,3,6,win,296313,225,1644921,2016
3,1,0,0,0,0,0,0,0,03/09/2016,home,12360,1112,Guilford,9,True,9,5,4,win,296585,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/11/2016,away,12360,17094,William Peace,9,True,9,1,8,win,296887,225,1644921,2016
1,0,0,0,0,0,0,0,0,03/12/2016,away,12360,17094,William Peace,9,True,2,4,-2,loss,297636,225,1644921,2016
1,1,0,0,0,0,0,0,0,03/12/2016,away,12360,17094,William Peace,9,True,3,1,2,win,297673,225,1644921,2016
0,2,0,0,0,0,0,0,0,03/17/2016,home,12360,243,Frostburg St.,9,True,17,7,10,win,298560,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/18/2016,home,12360,396,Maryville (TN),9,True,7,3,4,win,298945,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/18/2016,home,12360,396,Maryville (TN),9,True,4,6,-2,loss,298968,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/19/2016,home,12360,396,Maryville (TN),10,True,7,6,1,win,299438,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/25/2016,away,12360,21830,Piedmont,9,True,0,10,-10,loss,300806,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/25/2016,away,12360,21830,Piedmont,9,True,5,2,3,win,300877,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/26/2016,away,12360,21830,Piedmont,9,True,8,5,3,win,301081,225,1644921,2016
0,0,0,0,0,0,0,0,0,03/29/2016,home,12360,578,Roanoke,9,True,3,4,-1,loss,301878,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/02/2016,away,12360,263,Greensboro,9,True,4,0,4,win,302541,225,1644921,2016
0,2,0,0,0,0,0,0,0,04/03/2016,away,12360,263,Greensboro,9,True,9,0,9,win,303402,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/03/2016,away,12360,263,Greensboro,9,True,6,1,5,win,303437,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/06/2016,home,12360,203,East. Mennonite,9,True,13,11,2,win,303825,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/08/2016,home,12360,44,Averett,9,True,3,1,2,win,304113,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/09/2016,home,12360,44,Averett,9,True,5,2,3,win,304373,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/10/2016,home,12360,44,Averett,9,True,8,0,8,win,304897,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/12/2016,away,12360,203,East. Mennonite,9,True,12,3,9,win,305414,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/14/2016,neutral,12360,44,Averett,9,True,1,2,-1,loss,305938,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/15/2016,neutral,12360,491,N.C. Wesleyan,9,True,1,10,-9,loss,306244,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/15/2016,neutral,12360,412,Methodist,9,True,6,3,3,win,306246,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/20/2016,away,12360,216,Emory & Henry,9,True,5,7,-2,loss,307946,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/21/2016,home,12360,578,Roanoke,9,True,12,8,4,win,308007,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/23/2016,away,12360,491,N.C. Wesleyan,9,True,1,2,-1,loss,308556,225,1644921,2016
0,0,0,0,0,0,0,0,0,04/23/2016,away,12360,491,N.C. Wesleyan,9,True,10,0,10,win,308981,225,1644921,2016
