PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
2,0,2,0,0,0,0,0,0,0,02/16/2024,home,16580,574022,Butler,9,True,11,0,11,win,4525503,234,2649339,2024,1
2,0,2,0,0,0,0,0,0,0,02/23/2024,home,16580,573960,Western Caro.,9,True,8,2,6,win,4526501,234,2649339,2024,1
2,0,2,0,0,0,0,0,0,0,02/25/2024,home,16580,573960,Western Caro.,9,True,20,7,13,win,4527207,234,2649339,2024,1
0,1,1,0,0,0,0,0,0,0,02/27/2024,home,16580,574210,South Fla.,9,True,12,4,8,win,4527523,234,2649339,2024,1
1,0,1,0,0,0,0,0,0,0,03/02/2024,neutral,16580,574126,Michigan St.,9,True,11,2,9,win,4780666,234,2649339,2024,1
2,0,2,0,0,0,0,0,0,0,03/03/2024,neutral,16580,573963,Western Mich.,9,True,8,3,5,win,4528541,234,2649339,2024,1
1,0,1,0,0,0,0,0,0,0,03/06/2024,home,16580,573991,FGCU,9,True,19,3,16,win,4529016,234,2649339,2024,1
1,0,1,0,0,0,0,0,0,0,03/08/2024,home,16580,574150,New Orleans,9,True,13,0,13,win,4529247,234,2649339,2024,1
3,0,3,0,0,0,0,0,0,0,03/09/2024,home,16580,574150,New Orleans,9,True,15,7,8,win,4529543,234,2649339,2024,1
2,0,2,0,0,0,0,0,0,0,03/12/2024,away,16580,574068,Florida,9,True,12,8,4,win,4530309,234,2649339,2024,1
2,0,2,0,0,0,0,0,0,0,03/15/2024,home,16580,574164,Notre Dame,9,True,8,4,4,win,4530806,234,2649339,2024,1
1,0,1,0,0,0,0,0,0,0,03/16/2024,home,16580,574164,Notre Dame,9,True,4,2,2,win,4531127,234,2649339,2024,1
2,0,2,0,0,0,0,0,0,0,03/19/2024,home,16580,574223,Stetson,9,True,1,0,1,win,4531855,234,2649339,2024,1
3,0,3,0,0,0,0,0,0,0,03/23/2024,away,16580,574043,Clemson,9,True,5,15,-10,loss,4532306,234,2649339,2024,1
2,0,2,0,0,0,0,0,0,0,03/23/2024,away,16580,574043,Clemson,9,True,8,9,-1,loss,4532584,234,2649339,2024,1
