PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
10,0,0,0,0,0,0,0,0,03/12/2016,neutral,12360,341,La Verne,9,True,3,7,-4,loss,297534,376,1416261,2016
0,0,0,0,0,0,0,0,0,03/13/2016,neutral,12360,1379,Southern Vt.,9,True,12,7,5,win,298010,376,1416261,2016
0,0,0,0,0,0,0,0,0,03/13/2016,neutral,12360,1379,Southern Vt.,9,True,5,1,4,win,298018,376,1416261,2016
7,0,0,0,0,0,0,2,0,03/14/2016,neutral,12360,192,Dubuque,9,True,16,1,15,win,298083,376,1416261,2016
9,0,0,0,0,0,0,2,0,03/16/2016,neutral,12360,764,Wesleyan (CT),10,True,8,7,1,win,298493,376,1416261,2016
0,0,0,0,0,0,0,0,0,03/17/2016,neutral,12360,804,Wis.-Superior,9,True,9,6,3,win,298610,376,1416261,2016
5,0,0,0,0,0,0,1,0,03/17/2016,neutral,12360,804,Wis.-Superior,9,True,9,7,2,win,298621,376,1416261,2016
0,0,0,0,0,0,0,0,0,03/18/2016,neutral,12360,764,Wesleyan (CT),9,True,1,5,-4,loss,298869,376,1416261,2016
0,0,0,0,0,0,0,0,0,03/19/2016,neutral,12360,89,Caltech,9,True,8,6,2,win,299418,376,1416261,2016
0,0,0,0,0,0,0,0,0,03/19/2016,neutral,12360,89,Caltech,9,True,9,3,6,win,299423,376,1416261,2016
3,0,0,0,0,0,0,1,0,04/03/2016,home,12360,118,Carleton,9,True,0,1,-1,loss,303303,376,1416261,2016
7,0,0,0,0,0,0,0,0,04/03/2016,home,12360,118,Carleton,9,True,7,9,-2,loss,303353,376,1416261,2016
9,0,1,0,0,0,0,1,0,04/06/2016,home,12360,268,Hamline,9,True,2,6,-4,loss,303865,376,1416261,2016
7,0,1,0,0,0,0,1,0,04/06/2016,home,12360,268,Hamline,9,True,9,4,5,win,303890,376,1416261,2016
7,2,1,0,0,0,0,1,0,04/10/2016,away,12360,38,Augsburg,9,True,7,12,-5,loss,305116,376,1416261,2016
4,0,1,0,0,0,0,0,0,04/10/2016,away,12360,38,Augsburg,9,True,16,14,2,win,305193,376,1416261,2016
3,0,0,0,0,0,0,0,0,04/12/2016,home,12360,602,Saint John's (MN),9,True,10,11,-1,loss,305502,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/12/2016,home,12360,602,Saint John's (MN),9,True,7,8,-1,loss,305532,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/15/2016,home,12360,1226,Minn.-Morris,9,True,9,1,8,win,306156,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/15/2016,home,12360,1226,Minn.-Morris,9,True,4,3,1,win,306182,376,1416261,2016
5,0,1,0,0,0,0,0,0,04/16/2016,away,12360,620,St. Thomas (MN),9,True,1,11,-10,loss,306586,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,620,St. Thomas (MN),9,True,3,21,-18,loss,306833,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/18/2016,home,12360,30031,Northwestern-St. Paul,9,True,3,5,-2,loss,307425,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/22/2016,away,12360,266,Gust. Adolphus,9,True,9,4,5,win,308259,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/22/2016,away,12360,266,Gust. Adolphus,11,True,10,6,4,win,308289,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/23/2016,home,12360,612,Saint Mary's (MN),9,True,7,13,-6,loss,309023,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/23/2016,home,12360,612,Saint Mary's (MN),9,True,4,6,-2,loss,309054,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/26/2016,home,12360,60,Bethel (MN),9,True,11,3,8,win,309658,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/26/2016,home,12360,60,Bethel (MN),9,True,5,7,-2,loss,309675,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/30/2016,away,12360,161,Concordia-M'head,9,True,0,8,-8,loss,310571,376,1416261,2016
0,0,0,0,0,0,0,0,0,04/30/2016,away,12360,161,Concordia-M'head,9,True,1,13,-12,loss,310736,376,1416261,2016
0,0,0,0,0,0,0,0,0,05/02/2016,away,12360,615,St. Olaf,9,True,12,0,12,win,311244,376,1416261,2016
0,0,0,0,0,0,0,0,0,05/02/2016,away,12360,615,St. Olaf,9,True,3,10,-7,loss,311254,376,1416261,2016
0,0,0,0,0,0,0,0,0,05/09/2016,away,12360,803,Wis.-Stout,9,True,3,1,2,win,312604,376,1416261,2016
0,0,0,0,0,0,0,0,0,05/09/2016,away,12360,803,Wis.-Stout,9,True,2,6,-4,loss,312609,376,1416261,2016
