PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
7,7,0,0,0,0,1,0,0,0,02/28/2018,away,12973,1130,Huntingdon,9,True,13,7,6,win,87462,4,1663963,2018
5,5,0,0,0,0,0,0,0,0,03/01/2018,away,12973,28593,Birmingham-So.,9,True,7,4,3,win,87517,4,1663963,2018
7,8,1,0,0,0,1,0,0,0,03/02/2018,away,12973,217,Emory,10,True,9,5,4,win,87628,4,1663963,2018
3,4,1,0,0,0,2,0,0,0,03/03/2018,away,12973,973,Berry,9,True,3,10,-7,loss,88289,4,1663963,2018
8,9,1,0,0,1,2,1,0,0,03/04/2018,neutral,12973,385,Marietta,9,True,3,5,-2,loss,88560,4,1663963,2018
13,13,0,0,0,1,1,0,0,0,03/16/2018,neutral,12973,30047,Keystone,9,True,9,12,-3,loss,91405,4,1663963,2018
14,16,1,1,0,0,0,0,0,0,03/17/2018,neutral,12973,182,Denison,9,True,12,9,3,win,91871,4,1663963,2018
6,6,0,0,0,1,1,0,0,0,03/18/2018,neutral,12973,492,North Central (IL),9,True,5,4,1,win,92295,4,1663963,2018
11,14,2,1,0,0,1,0,0,0,03/23/2018,home,12973,21,Alma,9,True,3,2,1,win,93064,4,1663963,2018
8,8,0,0,0,0,1,0,0,0,03/23/2018,home,12973,21,Alma,9,True,6,4,2,win,93093,4,1663963,2018
8,10,1,1,0,0,5,1,0,0,03/25/2018,away,12973,21,Alma,9,True,11,6,5,win,93746,4,1663963,2018
6,7,0,1,0,4,2,0,0,0,03/25/2018,away,12973,21,Alma,9,True,1,17,-16,loss,93793,4,1663963,2018
0,0,0,0,0,0,0,0,0,0,03/28/2018,home,12973,278,Heidelberg,9,True,15,2,13,win,94290,4,1663963,2018
7,7,0,0,0,0,0,0,0,0,03/30/2018,home,12973,326,Kalamazoo,9,True,1,0,1,win,94956,4,1663963,2018
10,11,1,0,0,0,3,0,1,0,03/30/2018,home,12973,326,Kalamazoo,9,True,7,3,4,win,95009,4,1663963,2018
6,7,0,1,0,0,2,0,1,0,04/02/2018,away,12973,326,Kalamazoo,9,True,18,3,15,win,95774,4,1663963,2018
10,10,0,0,0,0,0,0,0,0,04/02/2018,away,12973,326,Kalamazoo,9,True,5,2,3,win,95778,4,1663963,2018
7,7,0,0,0,0,0,0,0,0,04/08/2018,home,12973,525,Olivet,9,True,9,1,8,win,97097,4,1663963,2018
7,8,1,0,0,1,2,0,0,0,04/08/2018,home,12973,525,Olivet,10,True,10,9,1,win,97175,4,1663963,2018
9,9,0,0,0,0,0,0,0,0,04/09/2018,away,12973,525,Olivet,9,True,6,1,5,win,97490,4,1663963,2018
10,10,0,0,0,0,0,0,0,0,04/10/2018,away,12973,525,Olivet,9,True,10,2,8,win,97687,4,1663963,2018
2,3,1,0,0,0,0,0,0,0,04/12/2018,away,12973,114,Calvin,9,True,0,4,-4,loss,98079,4,1663963,2018
11,11,0,0,0,0,0,0,0,0,04/12/2018,away,12973,114,Calvin,9,True,6,4,2,win,98085,4,1663963,2018
9,9,0,0,0,1,1,0,0,0,04/13/2018,home,12973,114,Calvin,9,True,5,1,4,win,98319,4,1663963,2018
12,12,0,0,0,0,0,0,0,0,04/13/2018,home,12973,114,Calvin,9,True,8,0,8,win,98351,4,1663963,2018
11,13,1,1,0,0,1,0,0,0,04/21/2018,home,12973,15,Albion,9,True,1,0,1,win,100484,4,1663963,2018
10,11,1,0,0,0,0,0,0,0,04/21/2018,home,12973,15,Albion,9,True,13,4,9,win,100689,4,1663963,2018
4,6,2,0,0,0,0,0,0,0,04/22/2018,away,12973,15,Albion,9,True,18,1,17,win,101199,4,1663963,2018
12,12,0,0,0,0,0,0,0,0,04/22/2018,away,12973,15,Albion,9,True,11,4,7,win,101251,4,1663963,2018
12,13,1,0,0,0,0,0,1,0,04/27/2018,home,12973,30037,Trine,9,True,3,1,2,win,102191,4,1663963,2018
