PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
3,4,0,0,0,0,0,2,0,02/15/2013,home,11320,444,Morehead St.,9,True,0,11,-11,loss,657914,6,1440366,2013
2,1,1,0,0,0,0,0,0,02/16/2013,home,11320,305,Indiana St.,9,True,5,12,-7,loss,658152,6,1440366,2013
0,0,0,0,0,0,0,0,0,02/17/2013,home,11320,308,Purdue Fort Wayne,10,True,7,6,1,win,658468,6,1440366,2013
2,0,0,0,0,2,0,0,0,02/17/2013,home,11320,308,Purdue Fort Wayne,10,True,7,6,1,win,658468,6,1440366,2013
2,1,0,0,0,0,0,0,0,02/19/2013,away,11320,625,Samford,9,True,1,12,-11,loss,658692,6,1440366,2013
4,3,0,0,0,0,0,0,0,02/21/2013,away,11320,254,Georgia St.,9,True,0,20,-20,loss,658855,6,1440366,2013
4,0,0,0,0,0,0,0,0,02/22/2013,away,11320,632,Savannah St.,9,True,0,7,-7,loss,658903,6,1440366,2013
0,0,0,0,0,0,0,0,0,02/23/2013,away,11320,632,Savannah St.,10,True,7,8,-1,loss,659268,6,1440366,2013
0,0,0,0,0,1,0,0,0,02/24/2013,away,11320,632,Savannah St.,9,True,5,10,-5,loss,659467,6,1440366,2013
0,0,0,0,0,0,0,0,0,02/26/2013,away,11320,28600,Lipscomb,9,True,6,4,2,win,659921,6,1440366,2013
2,3,0,0,0,0,0,0,0,03/02/2013,home,11320,314,Jackson St.,9,True,0,10,-10,loss,660615,6,1440366,2013
0,0,0,0,0,0,0,0,0,03/02/2013,home,11320,314,Jackson St.,10,True,7,10,-3,loss,660699,6,1440366,2013
0,1,0,0,0,2,0,0,0,03/03/2013,home,11320,314,Jackson St.,9,True,5,8,-3,loss,660920,6,1440366,2013
2,2,0,0,0,0,0,0,0,03/06/2013,home,11320,625,Samford,9,True,6,7,-1,loss,661621,6,1440366,2013
3,1,1,0,0,0,0,1,0,03/09/2013,away,11320,7,Alabama St.,9,True,4,10,-6,loss,662139,6,1440366,2013
1,0,1,0,0,0,0,0,0,03/09/2013,away,11320,7,Alabama St.,9,True,4,10,-6,loss,662139,6,1440366,2013
0,2,0,0,0,2,0,0,0,03/10/2013,away,11320,7,Alabama St.,9,True,6,9,-3,loss,662695,6,1440366,2013
0,0,0,0,0,0,0,0,0,03/12/2013,away,11320,31,Arkansas,9,True,2,20,-18,loss,663162,6,1440366,2013
0,4,0,0,0,0,0,1,0,03/13/2013,away,11320,31,Arkansas,9,True,0,13,-13,loss,663388,6,1440366,2013
0,0,0,0,0,0,0,0,0,03/15/2013,away,11320,472,New Mexico St.,9,True,6,20,-14,loss,663741,6,1440366,2013
0,1,0,0,0,0,0,0,0,03/16/2013,away,11320,472,New Mexico St.,9,True,4,24,-20,loss,664332,6,1440366,2013
0,0,0,0,0,0,0,0,0,03/16/2013,away,11320,472,New Mexico St.,9,True,3,5,-2,loss,664469,6,1440366,2013
0,0,0,0,0,0,0,0,0,03/17/2013,away,11320,472,New Mexico St.,9,True,3,30,-27,loss,664708,6,1440366,2013
0,0,0,0,0,0,0,0,0,03/19/2013,home,11320,692,Tennessee Tech,9,True,6,8,-2,loss,665166,6,1440366,2013
0,0,0,0,0,0,0,0,0,03/27/2013,home,11320,487,North Ala.,9,True,1,6,-5,loss,667071,6,1440366,2013
