PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/24/2017,away,12560,30002,Trevecca Nazarene,9,True,5,2,3,win,207071,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,02/24/2017,away,12560,30002,Trevecca Nazarene,9,True,10,4,6,win,207083,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,02/25/2017,neutral,12560,934,Alderson Broaddus,9,True,6,4,2,win,207564,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,02/25/2017,neutral,12560,934,Alderson Broaddus,9,True,10,9,1,win,207575,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/07/2017,neutral,12560,604,St. Joseph's (IN),9,True,3,13,-10,loss,209662,262,1775686,2017
1,1,0,0,0,0,0,0,0,0,03/07/2017,neutral,12560,383,Minnesota St.,10,True,9,8,1,win,209701,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/08/2017,neutral,12560,427,Minn. Duluth,9,True,12,1,11,win,209886,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/08/2017,neutral,12560,427,Minn. Duluth,9,True,3,10,-7,loss,209925,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/09/2017,neutral,12560,30126,Notre Dame (OH),9,True,15,3,12,win,210002,262,1775686,2017
0,0,0,0,0,0,0,1,0,0,03/10/2017,neutral,12560,354,Lewis,9,True,4,3,1,win,210293,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/12/2017,neutral,12560,30063,Seton Hill,9,True,2,3,-1,loss,211068,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/12/2017,neutral,12560,30063,Seton Hill,9,True,3,6,-3,loss,211137,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/13/2017,neutral,12560,765,West Chester,9,True,4,8,-4,loss,211223,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/14/2017,neutral,12560,533,Pace,9,True,3,2,1,win,211393,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/18/2017,neutral,12560,799,Wis.-Parkside,9,True,5,1,4,win,212455,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/19/2017,neutral,12560,799,Wis.-Parkside,9,True,7,3,4,win,212747,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/19/2017,neutral,12560,799,Wis.-Parkside,9,True,0,1,-1,loss,212754,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/24/2017,away,12560,30141,Walsh,9,True,3,7,-4,loss,213687,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/24/2017,away,12560,30141,Walsh,10,True,17,18,-1,loss,213734,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,away,12560,30141,Walsh,9,True,12,8,4,win,214302,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,away,12560,30141,Walsh,9,True,2,3,-1,loss,214256,262,1775686,2017
3,4,0,1,0,0,0,0,1,0,03/29/2017,home,12560,354,Lewis,9,True,2,1,1,win,215022,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/01/2017,home,12560,1403,Tiffin,9,True,4,6,-2,loss,215683,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/01/2017,home,12560,1403,Tiffin,9,True,15,4,11,win,215837,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/02/2017,home,12560,1403,Tiffin,9,True,9,5,4,win,216215,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/02/2017,home,12560,1403,Tiffin,9,True,3,8,-5,loss,216284,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/08/2017,home,12560,30119,Ohio Dominican,9,True,9,8,1,win,217592,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/08/2017,home,12560,30119,Ohio Dominican,9,True,1,5,-4,loss,217794,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/09/2017,home,12560,30119,Ohio Dominican,9,True,8,16,-8,loss,218245,262,1775686,2017
1,1,0,0,0,0,0,1,0,0,04/09/2017,home,12560,30119,Ohio Dominican,9,True,13,9,4,win,218332,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/12/2017,home,12560,35,Ashland,9,True,8,2,6,win,218970,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/12/2017,home,12560,35,Ashland,9,True,14,5,9,win,218994,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/14/2017,away,12560,2746,Lake Erie,9,True,4,1,3,win,219737,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/14/2017,away,12560,2746,Lake Erie,9,True,12,4,8,win,219761,262,1775686,2017
0,5,4,1,0,0,0,0,0,0,04/15/2017,away,12560,2746,Lake Erie,9,True,4,7,-3,loss,220314,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/15/2017,away,12560,2746,Lake Erie,9,True,16,7,9,win,220347,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/19/2017,away,12560,35,Ashland,9,True,11,7,4,win,220977,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/19/2017,away,12560,35,Ashland,9,True,14,8,6,win,220994,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/22/2017,away,12560,280,Hillsdale,9,True,8,0,8,win,221705,262,1775686,2017
0,0,0,0,0,0,1,0,0,0,04/22/2017,away,12560,280,Hillsdale,9,True,3,8,-5,loss,221886,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/23/2017,home,12560,280,Hillsdale,9,True,2,4,-2,loss,222258,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/23/2017,home,12560,280,Hillsdale,9,True,6,2,4,win,222355,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/29/2017,away,12560,757,Wayne St. (MI),11,True,6,1,5,win,223596,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/29/2017,away,12560,757,Wayne St. (MI),9,True,0,1,-1,loss,223769,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/30/2017,away,12560,757,Wayne St. (MI),9,True,0,5,-5,loss,224201,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,04/30/2017,away,12560,757,Wayne St. (MI),9,True,11,1,10,win,224219,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,05/05/2017,home,12560,591,Saginaw Valley,9,True,5,1,4,win,224881,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,05/05/2017,home,12560,591,Saginaw Valley,9,True,6,7,-1,loss,224910,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,05/07/2017,away,12560,591,Saginaw Valley,9,True,5,7,-2,loss,225552,262,1775686,2017
0,0,0,0,0,0,1,0,0,0,05/07/2017,away,12560,591,Saginaw Valley,9,True,7,12,-5,loss,225592,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,05/11/2017,neutral,12560,757,Wayne St. (MI),9,True,2,1,1,win,225995,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,05/12/2017,neutral,12560,1403,Tiffin,9,True,3,4,-1,loss,226205,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,05/13/2017,neutral,12560,280,Hillsdale,9,True,8,6,2,win,226412,262,1775686,2017
0,0,0,0,0,0,0,0,0,0,05/13/2017,neutral,12560,1403,Tiffin,9,True,5,7,-2,loss,226455,262,1775686,2017
