PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,02/19/2016,away,12360,657,Southern California,9,True,1,0,1,win,292508,494,1772917,2016
0,0,0,0,0,0,0,0,0,02/20/2016,away,12360,657,Southern California,9,True,5,4,1,win,292735,494,1772917,2016
0,0,0,0,0,0,0,0,0,02/21/2016,away,12360,657,Southern California,9,True,6,7,-1,loss,293206,494,1772917,2016
0,0,0,0,0,0,0,0,0,02/26/2016,away,12360,8,Alabama,9,True,1,2,-1,loss,293577,494,1772917,2016
1,0,0,0,0,0,0,0,0,02/27/2016,away,12360,8,Alabama,9,True,2,5,-3,loss,293818,494,1772917,2016
0,0,0,0,0,0,0,0,0,02/28/2016,away,12360,8,Alabama,9,True,1,7,-6,loss,294350,494,1772917,2016
0,0,0,0,0,0,0,0,0,03/11/2016,away,12360,328,Kansas,9,True,0,7,-7,loss,296914,494,1772917,2016
0,1,0,0,0,0,0,0,0,03/12/2016,neutral,12360,559,Purdue,9,True,0,5,-5,loss,297516,494,1772917,2016
0,0,0,0,0,0,0,0,0,03/13/2016,neutral,12360,609,Saint Louis,9,True,7,2,5,win,297908,494,1772917,2016
0,1,0,0,0,1,0,0,0,03/15/2016,away,12360,782,Wichita St.,9,True,3,16,-13,loss,298149,494,1772917,2016
0,0,0,0,0,0,0,0,0,03/18/2016,away,12360,169,Creighton,9,True,1,7,-6,loss,298777,494,1772917,2016
0,0,0,0,0,0,0,0,0,03/20/2016,away,12360,169,Creighton,9,True,0,5,-5,loss,299831,494,1772917,2016
0,0,0,0,0,0,0,0,0,03/20/2016,away,12360,169,Creighton,9,True,1,7,-6,loss,299840,494,1772917,2016
0,0,0,0,0,0,0,0,0,03/25/2016,away,12360,102,Sacramento St.,9,True,0,1,-1,loss,300668,494,1772917,2016
0,0,0,0,0,0,0,0,0,03/26/2016,away,12360,102,Sacramento St.,9,True,3,4,-1,loss,301383,494,1772917,2016
0,0,0,0,0,0,0,0,0,03/26/2016,away,12360,102,Sacramento St.,11,True,2,3,-1,loss,301528,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/01/2016,away,12360,30024,Utah Valley,9,True,13,7,6,win,302283,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/02/2016,away,12360,30024,Utah Valley,9,True,9,10,-1,loss,302559,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/03/2016,away,12360,30024,Utah Valley,9,True,4,3,1,win,303142,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/06/2016,away,12360,649,South Dakota St.,9,True,3,5,-2,loss,303858,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/09/2016,home,12360,1356,Seattle U,9,True,5,7,-2,loss,304711,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/09/2016,home,12360,1356,Seattle U,9,True,6,12,-6,loss,304743,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/10/2016,home,12360,1356,Seattle U,9,True,15,2,13,win,304809,494,1772917,2016
0,1,0,0,0,0,0,0,0,04/13/2016,away,12360,493,North Dakota St.,9,True,4,15,-11,loss,305660,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/15/2016,away,12360,536,UTRGV,9,True,1,2,-1,loss,305950,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,536,UTRGV,9,True,2,12,-10,loss,306262,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/17/2016,away,12360,536,UTRGV,9,True,4,8,-4,loss,307011,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/22/2016,home,12360,1104,Grand Canyon,9,True,4,9,-5,loss,308089,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/23/2016,home,12360,1104,Grand Canyon,9,True,2,8,-6,loss,308373,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/24/2016,home,12360,1104,Grand Canyon,9,True,2,14,-12,loss,309131,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/26/2016,home,12360,27854,Minn.-Crookston,9,True,10,9,1,win,309568,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/29/2016,home,12360,502,Northern Colo.,9,True,4,6,-2,loss,310004,494,1772917,2016
0,0,0,0,0,0,0,0,0,04/30/2016,home,12360,502,Northern Colo.,9,True,2,5,-3,loss,310369,494,1772917,2016
0,0,0,0,0,0,0,0,0,05/01/2016,home,12360,502,Northern Colo.,9,True,1,8,-7,loss,310967,494,1772917,2016
0,0,0,0,0,0,0,0,0,05/04/2016,home,12360,493,North Dakota St.,9,True,2,4,-2,loss,311422,494,1772917,2016
0,0,0,0,0,0,0,0,0,05/06/2016,away,12360,136,Chicago St.,9,True,18,4,14,win,311669,494,1772917,2016
0,0,0,0,0,0,0,0,0,05/07/2016,away,12360,136,Chicago St.,9,True,1,7,-6,loss,311951,494,1772917,2016
0,0,0,0,0,0,0,0,0,05/08/2016,away,12360,136,Chicago St.,9,True,4,14,-10,loss,312406,494,1772917,2016
0,1,0,0,0,1,0,0,0,05/11/2016,home,12360,649,South Dakota St.,9,True,3,6,-3,loss,312759,494,1772917,2016
