PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,2,1,0,0,0,0,0,0,02/25/2023,neutral,16340,122,CWRU,9,True,7,5,2,win,2391719,137,2682430,2023,3
1,2,3,0,0,0,0,0,0,0,02/25/2023,neutral,16340,122,CWRU,9,True,6,1,5,win,2408330,137,2682430,2023,3
2,8,10,0,0,0,0,0,0,0,02/26/2023,neutral,16340,122,CWRU,10,True,3,5,-2,loss,2392090,137,2682430,2023,3
4,4,8,0,0,0,0,0,1,0,03/12/2023,neutral,16340,125,Centenary (LA),9,True,0,11,-11,loss,2394626,137,2682430,2023,3
0,5,7,2,0,0,0,0,1,0,03/12/2023,neutral,16340,1162,LaGrange,9,True,1,7,-6,loss,2395001,137,2682430,2023,3
4,2,6,0,0,0,0,0,1,0,03/13/2023,neutral,16340,525,Olivet,9,True,9,0,9,win,2395282,137,2682430,2023,3
2,4,7,1,0,0,0,0,1,0,03/15/2023,neutral,16340,300,Ill. Wesleyan,9,True,11,2,9,win,2395700,137,2682430,2023,3
0,4,4,0,0,0,0,0,1,0,03/18/2023,away,16340,28749,Transylvania,9,True,8,3,5,win,2396217,137,2682430,2023,3
0,4,4,0,0,0,0,0,0,0,03/18/2023,away,16340,28749,Transylvania,9,True,3,11,-8,loss,2409059,137,2682430,2023,3
0,3,3,0,0,0,0,0,0,0,03/19/2023,away,16340,28749,Transylvania,11,True,6,3,3,win,2396588,137,2682430,2023,3
0,3,4,1,0,0,0,0,0,0,03/21/2023,away,16340,496,North Park,9,True,11,12,-1,loss,2396978,137,2682430,2023,3
0,2,3,1,0,0,0,0,0,0,03/29/2023,home,16340,53,Beloit,9,True,0,1,-1,loss,2426663,137,2682430,2023,3
0,1,1,0,0,0,0,0,0,0,04/01/2023,away,16340,438,Monmouth (IL),9,True,5,0,5,win,2399232,137,2682430,2023,3
0,5,7,2,0,0,0,0,1,0,04/02/2023,away,16340,438,Monmouth (IL),9,True,3,5,-2,loss,2410515,137,2682430,2023,3
0,5,5,0,0,0,0,0,0,0,04/02/2023,away,16340,438,Monmouth (IL),9,True,9,5,4,win,2399616,137,2682430,2023,3
0,2,2,0,0,0,0,0,0,0,04/05/2023,home,16340,337,Knox,9,True,16,4,12,win,2426252,137,2682430,2023,3
1,1,2,0,0,0,0,0,0,0,04/05/2023,home,16340,337,Knox,9,True,18,8,10,win,2426263,137,2682430,2023,3
1,3,4,0,0,0,0,0,0,0,04/07/2023,home,16340,297,Illinois Col.,9,True,4,1,3,win,2400569,137,2682430,2023,3
1,2,5,2,0,0,0,0,0,0,04/08/2023,home,16340,297,Illinois Col.,9,True,10,3,7,win,2400988,137,2682430,2023,3
4,2,7,1,0,0,0,0,0,0,04/08/2023,home,16340,297,Illinois Col.,10,True,4,6,-2,loss,2410117,137,2682430,2023,3
1,2,3,0,0,0,0,0,1,0,04/11/2023,away,16340,53,Beloit,9,True,5,15,-10,loss,2428377,137,2682430,2023,3
3,4,7,0,0,0,0,0,3,0,04/11/2023,away,16340,53,Beloit,9,True,11,7,4,win,2401405,137,2682430,2023,3
2,3,6,1,0,0,0,0,0,0,04/17/2023,away,16340,264,Grinnell,9,True,21,14,7,win,2429209,137,2682430,2023,3
2,2,5,1,0,0,0,0,0,0,04/17/2023,away,16340,264,Grinnell,9,True,14,18,-4,loss,2429183,137,2682430,2023,3
2,1,3,0,0,0,0,0,0,0,04/21/2023,away,16340,577,Ripon,9,True,10,11,-1,loss,2403195,137,2682430,2023,3
0,1,3,2,0,0,0,0,0,0,04/21/2023,away,16340,577,Ripon,9,True,2,14,-12,loss,2411605,137,2682430,2023,3
0,1,2,1,0,0,0,0,0,0,04/22/2023,away,16340,166,Cornell College,9,True,10,1,9,win,2430397,137,2682430,2023,3
2,3,5,0,0,0,0,0,0,0,04/23/2023,away,16340,166,Cornell College,9,True,4,2,2,win,2403665,137,2682430,2023,3
0,1,5,4,0,0,0,0,0,0,04/23/2023,away,16340,166,Cornell College,9,True,10,14,-4,loss,2411076,137,2682430,2023,3
2,1,3,0,0,0,0,0,1,0,04/25/2023,neutral,16340,30172,IIT,9,True,5,3,2,win,2404368,137,2682430,2023,3
3,1,4,0,0,0,0,0,1,0,04/26/2023,home,16340,577,Ripon,9,True,9,1,8,win,2404573,137,2682430,2023,3
0,5,5,0,0,0,0,0,0,0,05/02/2023,away,16340,264,Grinnell,9,True,12,7,5,win,2402632,137,2682430,2023,3
1,2,3,0,0,0,0,0,0,0,05/03/2023,home,16340,337,Knox,9,True,14,2,12,win,2426264,137,2682430,2023,3
1,1,2,0,0,0,0,0,0,0,05/06/2023,away,16340,348,Lawrence,9,True,1,0,1,win,2406291,137,2682430,2023,3
0,4,4,0,0,0,0,0,1,0,05/07/2023,away,16340,348,Lawrence,9,True,14,7,7,win,2406532,137,2682430,2023,3
3,0,3,0,0,0,0,0,0,0,05/12/2023,home,16340,53,Beloit,9,True,6,11,-5,loss,2433983,137,2682430,2023,3
1,3,4,0,0,0,0,0,0,0,05/12/2023,neutral,16340,577,Ripon,9,True,8,1,7,win,2433974,137,2682430,2023,3
3,5,8,0,0,0,0,0,1,0,05/13/2023,neutral,16340,577,Ripon,9,True,6,9,-3,loss,2435031,137,2682430,2023,3
