PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,0,1,1,0,0,0,0,0,0,03/05/2023,away,16340,1068,Elon,9,True,2,9,-7,loss,2393376,562,2655491,2023,1
0,1,1,0,0,0,0,0,0,0,03/12/2023,away,16340,236,Fordham,9,True,3,2,1,win,2395059,562,2655491,2023,1
0,0,0,0,0,0,1,0,0,0,03/19/2023,away,16340,603,St. John's (NY),9,True,4,13,-9,loss,2396729,562,2655491,2023,1
0,1,1,0,0,0,0,0,0,0,03/26/2023,away,16340,576,Rider,9,True,2,8,-6,loss,2425836,562,2655491,2023,1
0,0,0,0,0,0,1,0,0,0,04/02/2023,home,16340,386,Marist,9,True,7,5,2,win,2399083,562,2655491,2023,1
0,0,1,1,0,0,0,0,0,0,04/04/2023,away,16340,127,Central Conn. St.,9,True,7,9,-2,loss,2399937,562,2655491,2023,1
0,1,1,0,0,0,0,0,0,0,04/08/2023,away,16340,482,Niagara,9,True,3,4,-1,loss,2400906,562,2655491,2023,1
0,0,0,0,0,0,3,1,0,0,05/05/2023,home,16340,272,Hartford,11,True,10,8,2,win,2406142,562,2655491,2023,1
0,2,2,0,0,0,0,0,0,0,05/11/2023,home,16340,617,Saint Peter's,9,True,27,0,27,win,2406816,562,2655491,2023,1
1,0,1,0,0,0,2,0,0,0,05/25/2023,neutral,16340,576,Rider,9,True,0,8,-8,loss,2435970,562,2655491,2023,1
