TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/25/2017,neutral,12560,309,UIndy,9,True,6,13,-7,loss,207514,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,02/26/2017,neutral,12560,604,St. Joseph's (IN),9,True,1,3,-2,loss,207921,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,02/28/2017,away,12560,2755,Southwest Baptist,9,True,10,16,-6,loss,208006,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/03/2017,neutral,12560,757,Wayne St. (MI),9,True,1,12,-11,loss,208424,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/04/2017,neutral,12560,30050,Ill. Springfield,9,True,0,11,-11,loss,208807,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/06/2017,neutral,12560,15207,Ohio Valley,10,True,11,12,-1,loss,209443,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/07/2017,neutral,12560,30124,Cedarville,9,True,7,5,2,win,209641,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/07/2017,neutral,12560,27854,Minn.-Crookston,10,True,6,4,2,win,209698,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/08/2017,neutral,12560,1278,Oakland City,9,True,17,6,11,win,209851,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/09/2017,neutral,12560,27854,Minn.-Crookston,9,True,5,6,-1,loss,209986,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/10/2017,neutral,12560,15207,Ohio Valley,9,True,17,10,7,win,210269,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,neutral,12560,27854,Minn.-Crookston,10,True,6,4,2,win,210679,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/16/2017,away,12560,30050,Ill. Springfield,9,True,11,7,4,win,211601,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/18/2017,home,12560,52,Bellarmine,9,True,3,9,-6,loss,212422,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/19/2017,home,12560,52,Bellarmine,9,True,14,6,8,win,212546,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/22/2017,away,12560,661,Southern Ind.,9,True,5,6,-1,loss,213180,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/24/2017,home,12560,395,Maryville (MO),12,True,8,10,-2,loss,213564,436,1770414,2017
0,1,1,0,0,0,0,0,0,0,03/24/2017,home,12560,395,Maryville (MO),9,True,6,8,-2,loss,213589,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/26/2017,home,12560,395,Maryville (MO),9,True,5,3,2,win,214528,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/26/2017,home,12560,395,Maryville (MO),9,True,7,6,1,win,214567,436,1770414,2017
0,0,0,0,0,0,0,0,0,0,03/29/2017,home,12560,0,Harris-Stowe,9,True,6,7,-1,loss,215105,436,1770414,2017
