PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
10,0,10,0,0,0,0,0,0,0,02/18/2024,home,16580,574022,Butler,9,True,15,5,10,win,4526059,234,2485153,2024,1
17,0,18,1,0,0,1,0,0,0,02/20/2024,away,16580,574096,Jacksonville,9,True,7,4,3,win,4526317,234,2485153,2024,1
11,1,12,0,0,0,0,0,0,0,02/23/2024,home,16580,573960,Western Caro.,9,True,8,2,6,win,4526501,234,2485153,2024,1
9,0,9,0,0,0,0,0,0,0,03/02/2024,neutral,16580,574126,Michigan St.,9,True,11,2,9,win,4780666,234,2485153,2024,1
5,1,6,0,0,0,0,0,0,0,03/03/2024,neutral,16580,573963,Western Mich.,9,True,8,3,5,win,4528541,234,2485153,2024,1
9,0,9,0,0,0,0,0,0,0,03/06/2024,home,16580,573991,FGCU,9,True,19,3,16,win,4529016,234,2485153,2024,1
6,1,7,0,0,0,0,0,0,0,03/08/2024,home,16580,574150,New Orleans,9,True,13,0,13,win,4529247,234,2485153,2024,1
8,0,8,0,0,0,1,0,0,0,03/10/2024,home,16580,574150,New Orleans,9,True,8,0,8,win,4529951,234,2485153,2024,1
13,1,14,0,0,0,0,0,0,0,03/15/2024,home,16580,574164,Notre Dame,9,True,8,4,4,win,4530806,234,2485153,2024,1
2,0,2,0,0,0,1,0,0,0,03/17/2024,home,16580,574164,Notre Dame,9,True,4,3,1,win,4531540,234,2485153,2024,1
9,0,9,0,0,0,0,0,0,0,03/23/2024,away,16580,574043,Clemson,9,True,5,15,-10,loss,4532306,234,2485153,2024,1
10,0,10,0,0,0,0,0,0,0,03/24/2024,away,16580,574043,Clemson,9,True,12,14,-2,loss,4533026,234,2485153,2024,1
12,1,13,0,0,0,5,0,0,0,03/29/2024,home,16580,574110,Louisville,9,True,2,5,-3,loss,4533849,234,2485153,2024,1
9,0,10,1,0,1,2,0,0,0,04/02/2024,home,16580,574096,Jacksonville,9,True,5,3,2,win,4534688,234,2485153,2024,1
3,0,3,0,0,0,0,0,0,0,04/06/2024,away,16580,574015,Boston College,11,True,6,7,-1,loss,4535465,234,2485153,2024,1
7,1,8,0,0,0,0,1,0,0,04/12/2024,home,16580,574125,Miami (FL),9,True,11,7,4,win,4536628,234,2485153,2024,1
13,0,13,0,0,0,0,0,0,0,04/20/2024,away,16580,573956,Wake Forest,9,True,9,6,3,win,5283607,234,2485153,2024,1
11,0,11,0,0,1,0,0,0,0,04/27/2024,away,16580,574055,Duke,9,True,7,6,1,win,4539893,234,2485153,2024,1
8,0,8,0,0,0,0,0,0,0,05/05/2024,home,16580,574155,NC State,9,True,8,1,7,win,4541522,234,2485153,2024,1
7,0,7,0,0,0,4,0,0,0,05/07/2024,home,16580,574096,Jacksonville,11,True,7,6,1,win,4541580,234,2485153,2024,1
10,1,11,0,0,0,0,0,0,0,05/11/2024,away,16580,574179,Pittsburgh,9,True,7,9,-2,loss,4541928,234,2485153,2024,1
10,0,10,0,0,0,1,0,0,0,05/17/2024,home,16580,574075,Georgia Tech,9,True,11,3,8,win,4542317,234,2485153,2024,1
9,0,10,1,0,0,1,0,0,0,05/24/2024,neutral,16580,573954,Virginia,9,True,12,7,5,win,5335988,234,2485153,2024,1
6,1,7,0,0,0,1,0,0,0,05/25/2024,neutral,16580,573956,Wake Forest,9,True,9,6,3,win,5335482,234,2485153,2024,1
3,0,3,0,0,0,0,0,0,0,06/07/2024,home,16580,574046,UConn,9,True,24,4,20,win,5336628,234,2485153,2024,1
