PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,1,0,0,0,0,0,0,0,02/24/2024,away,16580,32,Little Rock,9,True,14,5,9,win,4526830,299,2677944,2024,1
1,0,1,0,0,0,0,0,0,0,03/03/2024,away,16580,2678,Ark.-Pine Bluff,9,True,13,3,10,win,4528442,299,2677944,2024,1
2,2,4,0,0,0,0,0,1,0,03/09/2024,away,16580,736,Vanderbilt,9,True,2,7,-5,loss,4529526,299,2677944,2024,1
1,0,1,0,0,0,0,0,0,0,03/16/2024,away,16580,695,UT Martin,11,True,5,6,-1,loss,4531143,299,2677944,2024,1
1,2,4,1,0,0,0,0,0,0,03/24/2024,home,16580,72,Bradley,9,True,12,3,9,win,4532975,299,2677944,2024,1
1,3,5,1,0,0,0,0,1,0,03/29/2024,away,16580,669,Missouri St.,9,True,12,11,1,win,4534155,299,2677944,2024,1
2,2,4,0,0,0,0,0,2,0,03/30/2024,away,16580,669,Missouri St.,9,True,8,5,3,win,4534555,299,2677944,2024,1
0,4,4,0,0,0,0,0,0,0,04/05/2024,home,16580,735,Valparaiso,9,True,11,1,10,win,4535096,299,2677944,2024,1
0,2,2,0,0,0,0,0,1,0,04/06/2024,home,16580,735,Valparaiso,9,True,3,1,2,win,4535413,299,2677944,2024,1
0,2,2,0,0,0,0,0,1,0,04/10/2024,away,16580,771,Western Ill.,9,True,7,4,3,win,4536515,299,2677944,2024,1
2,2,5,1,0,0,0,0,0,0,04/12/2024,away,16580,219,Evansville,9,True,1,9,-8,loss,4536849,299,2677944,2024,1
