TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/18/2017,home,12560,301,Illinois,9,True,15,9,6,win,206056,346,1877984,2017
0,1,0,1,0,0,0,0,0,0,02/18/2017,home,12560,797,Milwaukee,9,True,6,0,6,win,206318,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,02/19/2017,home,12560,797,Milwaukee,10,True,2,1,1,win,206465,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,02/19/2017,home,12560,301,Illinois,10,True,2,1,1,win,206466,346,1877984,2017
1,1,0,0,0,0,0,0,0,0,02/24/2017,home,12560,220,Fairfield,9,True,6,7,-1,loss,206971,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,02/25/2017,home,12560,220,Fairfield,9,True,5,1,4,win,207446,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,02/25/2017,home,12560,220,Fairfield,9,True,19,9,10,win,207583,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,02/26/2017,home,12560,220,Fairfield,9,True,2,6,-4,loss,207724,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,02/28/2017,away,12560,703,Texas,9,True,5,9,-4,loss,208070,346,1877984,2017
2,3,1,0,0,0,1,0,0,0,03/03/2017,away,12560,536,UTRGV,9,True,1,3,-2,loss,208290,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/05/2017,away,12560,536,UTRGV,9,True,5,1,4,win,209342,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/05/2017,away,12560,536,UTRGV,9,True,5,6,-1,loss,209360,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/07/2017,home,12560,574,Rice,9,True,10,4,6,win,209579,346,1877984,2017
0,0,0,0,0,0,0,1,0,0,03/10/2017,away,12560,624,Sam Houston,9,True,4,9,-5,loss,210199,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,away,12560,624,Sam Houston,9,True,4,6,-2,loss,210528,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/12/2017,away,12560,624,Sam Houston,9,True,1,3,-2,loss,210948,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/14/2017,home,12560,553,Prairie View,9,True,15,7,8,win,211315,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/15/2017,home,12560,699,Texas Southern,9,True,5,2,3,win,211474,346,1877984,2017
1,1,0,0,0,0,0,0,0,0,03/17/2017,away,12560,655,Southeastern La.,9,True,5,6,-1,loss,211757,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/18/2017,away,12560,655,Southeastern La.,9,True,1,4,-3,loss,212068,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/19/2017,away,12560,655,Southeastern La.,9,True,13,5,8,win,212549,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/22/2017,home,12560,508,Northwestern St.,9,True,12,6,6,win,213221,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/24/2017,home,12560,2743,UIW,9,True,9,6,3,win,213462,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,home,12560,2743,UIW,9,True,3,1,2,win,213813,346,1877984,2017
1,2,0,1,0,0,0,0,0,0,03/26/2017,home,12560,2743,UIW,9,True,5,2,3,win,214447,346,1877984,2017
0,0,0,0,0,0,0,0,0,0,03/28/2017,away,12560,508,Northwestern St.,9,True,9,11,-2,loss,214929,346,1877984,2017
