PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
7,0,7,0,0,0,0,0,0,0,03/02/2024,away,16580,20220,MSOE,9,True,1,5,-4,loss,4528126,53,2805328,2024,3
6,2,8,0,0,0,0,0,0,0,03/02/2024,away,16580,20220,MSOE,11,True,15,12,3,win,4543004,53,2805328,2024,3
4,0,4,0,0,0,0,0,0,0,03/09/2024,neutral,16580,30172,IIT,9,True,9,4,5,win,4529672,53,2805328,2024,3
6,1,7,0,0,0,0,0,0,0,03/10/2024,neutral,16580,364,Loras,9,True,1,3,-2,loss,4530072,53,2805328,2024,3
9,1,10,0,0,0,0,0,1,0,03/10/2024,neutral,16580,364,Loras,8,True,2,3,-1,loss,4544966,53,2805328,2024,3
7,0,7,0,0,0,0,0,1,0,03/11/2024,neutral,16580,681,Stockton,9,True,8,1,7,win,4530262,53,2805328,2024,3
12,2,14,0,0,0,0,0,0,0,03/12/2024,neutral,16580,804,Wis.-Superior,9,True,3,2,1,win,4530432,53,2805328,2024,3
5,0,5,0,0,0,0,0,0,0,03/14/2024,neutral,16580,1111,Greenville,9,True,11,1,10,win,4530710,53,2805328,2024,3
8,0,8,0,0,0,0,0,0,0,03/15/2024,neutral,16580,126,Central (IA),9,True,11,2,9,win,4530735,53,2805328,2024,3
5,0,5,0,0,0,0,0,0,0,03/15/2024,neutral,16580,126,Central (IA),9,True,7,2,5,win,4544984,53,2805328,2024,3
