PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,02/20/2016,away,12360,611,St. Mary's (MD),9,True,2,7,-5,loss,292859,1468,1661457,2016
1,3,1,0,0,0,0,0,0,02/20/2016,away,12360,611,St. Mary's (MD),9,True,2,6,-4,loss,292967,1468,1661457,2016
3,0,0,0,0,0,0,0,0,02/21/2016,away,12360,611,St. Mary's (MD),9,True,2,5,-3,loss,293237,1468,1661457,2016
2,2,0,0,0,0,0,1,0,02/28/2016,home,12360,58,Baruch,9,True,4,5,-1,loss,294574,1468,1661457,2016
3,4,0,0,0,0,0,2,0,02/28/2016,home,12360,58,Baruch,9,True,6,11,-5,loss,294588,1468,1661457,2016
4,4,0,0,0,0,0,0,0,03/04/2016,home,12360,78,SUNY Brockport,9,True,0,17,-17,loss,295213,1468,1661457,2016
7,1,0,0,0,0,0,0,0,03/05/2016,home,12360,2798,Albertus Magnus,9,True,4,2,2,win,295323,1468,1661457,2016
2,3,0,0,0,0,0,1,0,03/12/2016,home,12360,475,SUNY New Paltz,9,True,1,9,-8,loss,297649,1468,1661457,2016
3,2,0,0,0,0,0,0,0,03/12/2016,home,12360,475,SUNY New Paltz,9,True,5,4,1,win,297688,1468,1661457,2016
3,2,1,0,0,0,0,0,0,03/13/2016,away,12360,962,Bard,9,True,5,4,1,win,297866,1468,1661457,2016
0,1,0,0,0,0,0,0,0,03/13/2016,away,12360,962,Bard,9,True,2,1,1,win,297886,1468,1661457,2016
2,5,0,0,0,0,0,1,0,03/16/2016,home,12360,319,New Jersey City,9,True,1,5,-4,loss,298444,1468,1661457,2016
1,1,0,0,0,0,0,0,0,03/21/2016,neutral,12360,770,WestConn,9,True,5,8,-3,loss,299942,1468,1661457,2016
2,3,0,0,0,0,0,0,0,03/21/2016,neutral,12360,770,WestConn,9,True,8,7,1,win,299947,1468,1661457,2016
3,5,0,0,0,0,0,0,0,03/22/2016,neutral,12360,30047,Keystone,9,True,1,9,-8,loss,300162,1468,1661457,2016
3,2,0,0,0,0,0,0,0,03/23/2016,neutral,12360,607,St. Lawrence,9,True,5,17,-12,loss,300352,1468,1661457,2016
1,2,0,0,0,0,0,1,0,03/24/2016,neutral,12360,602,Saint John's (MN),9,True,0,10,-10,loss,300544,1468,1661457,2016
1,1,1,0,0,0,0,0,0,03/24/2016,neutral,12360,602,Saint John's (MN),9,True,0,8,-8,loss,300579,1468,1661457,2016
0,6,1,0,0,0,0,0,0,03/29/2016,home,12360,321,John Jay,9,True,8,11,-3,loss,301870,1468,1661457,2016
0,0,0,0,0,0,0,0,0,04/06/2016,away,12360,382,Manhattanville,9,True,7,14,-7,loss,303819,1468,1661457,2016
0,0,0,0,0,0,0,0,0,04/09/2016,away,12360,30029,Purchase,9,True,1,7,-6,loss,304475,1468,1661457,2016
2,1,0,0,0,0,0,0,0,04/09/2016,away,12360,30029,Purchase,9,True,2,6,-4,loss,304752,1468,1661457,2016
0,2,0,0,0,0,0,0,0,04/10/2016,neutral,12360,451,CMSV,9,True,16,2,14,win,305245,1468,1661457,2016
0,3,0,0,0,0,0,1,0,04/10/2016,neutral,12360,451,CMSV,9,True,9,6,3,win,305250,1468,1661457,2016
0,0,0,0,0,0,0,0,0,04/13/2016,away,12360,2798,Albertus Magnus,9,True,12,1,11,win,305675,1468,1661457,2016
0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,524,Old Westbury,9,True,1,6,-5,loss,306599,1468,1661457,2016
0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,524,Old Westbury,9,True,5,2,3,win,306682,1468,1661457,2016
0,1,0,0,0,0,0,0,0,04/17/2016,away,12360,1340,St. Joseph's (L.I.),9,True,0,7,-7,loss,307374,1468,1661457,2016
0,0,1,0,0,0,0,0,0,04/17/2016,away,12360,1340,St. Joseph's (L.I.),9,True,2,3,-1,loss,307390,1468,1661457,2016
0,0,0,0,0,0,0,0,0,04/19/2016,home,12360,814,Yeshiva,9,True,12,2,10,win,307726,1468,1661457,2016
0,0,0,0,0,0,0,0,0,04/19/2016,home,12360,814,Yeshiva,9,True,6,5,1,win,307738,1468,1661457,2016
1,3,0,0,0,0,0,2,0,04/23/2016,home,12360,478,SUNY Maritime,9,True,5,3,2,win,308656,1468,1661457,2016
4,1,1,0,0,0,0,0,0,04/23/2016,home,12360,478,SUNY Maritime,9,True,7,3,4,win,308912,1468,1661457,2016
0,0,0,0,0,0,0,0,0,04/24/2016,home,12360,27892,Farmingdale St.,9,True,5,8,-3,loss,309335,1468,1661457,2016
2,1,0,0,0,0,0,0,0,04/24/2016,home,12360,27892,Farmingdale St.,9,True,3,6,-3,loss,309414,1468,1661457,2016
2,6,0,0,0,0,0,1,0,04/27/2016,away,12360,737,Vassar,9,True,1,11,-10,loss,309754,1468,1661457,2016
0,0,0,0,0,0,0,0,0,04/30/2016,away,12360,30072,St. Joseph's (Brkln),9,True,1,11,-10,loss,310802,1468,1661457,2016
0,0,0,0,0,0,0,0,0,04/30/2016,away,12360,30072,St. Joseph's (Brkln),9,True,6,3,3,win,310853,1468,1661457,2016
0,0,0,0,0,0,0,0,0,05/05/2016,away,12360,1340,St. Joseph's (L.I.),9,True,1,6,-5,loss,311537,1468,1661457,2016
