PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/25/2020,neutral,15204,38,Augsburg,9,True,4,3,1,win,1831150,1267,2354704,2020
1,0,1,0,0,0,0,0,0,0,02/25/2020,neutral,15204,38,Augsburg,9,True,6,7,-1,loss,1847895,1267,2354704,2020
0,0,0,0,0,0,0,0,0,0,03/01/2020,neutral,15204,351,Lebanon Valley,9,True,0,5,-5,loss,1833113,1267,2354704,2020
2,0,2,0,0,0,0,0,0,0,03/01/2020,neutral,15204,351,Lebanon Valley,9,True,0,3,-3,loss,1847828,1267,2354704,2020
1,1,2,0,0,0,0,0,0,0,03/02/2020,neutral,15204,30160,Houghton,9,True,7,17,-10,loss,1963897,1267,2354704,2020
1,0,2,1,0,0,3,1,0,0,03/03/2020,neutral,15204,784,Wilkes,9,True,7,18,-11,loss,1970714,1267,2354704,2020
0,0,0,0,0,0,0,0,0,0,03/04/2020,away,15204,478,SUNY Maritime,9,True,2,10,-8,loss,1833597,1267,2354704,2020
0,0,0,0,0,0,0,0,0,0,03/05/2020,home,15204,190,Drew,9,True,4,15,-11,loss,1833630,1267,2354704,2020
1,0,1,0,0,0,0,0,0,0,03/06/2020,neutral,15204,335,Kenyon,9,True,1,10,-9,loss,1971149,1267,2354704,2020
0,0,0,0,0,0,0,0,0,0,03/06/2020,neutral,15204,335,Kenyon,9,True,2,7,-5,loss,1848810,1267,2354704,2020
