PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,02/06/2016,home,12360,546,Pitt.-Johnstown,9,True,6,1,5,win,291870,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/06/2016,home,12360,0,13 - 7,9,True,6,1,5,win,291870,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/13/2016,home,12360,1028,Concord,9,True,12,11,1,win,292263,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/13/2016,home,12360,1028,Concord,9,True,8,1,7,win,292267,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/14/2016,home,12360,1028,Concord,9,True,17,5,12,win,292341,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/17/2016,home,12360,542,Pfeiffer,9,True,4,3,1,win,292398,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/19/2016,home,12360,1238,Montevallo,9,True,6,5,1,win,292665,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/20/2016,home,12360,1238,Montevallo,9,True,2,11,-9,loss,293116,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/21/2016,home,12360,1238,Montevallo,9,True,4,11,-7,loss,293367,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/25/2016,home,12360,423,Millersville,9,True,0,7,-7,loss,293517,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/27/2016,home,12360,638,Shippensburg,9,True,10,6,4,win,294272,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/27/2016,home,12360,638,Shippensburg,9,True,13,0,13,win,294286,537,1652520,2016
0,0,0,0,0,0,0,0,0,02/28/2016,home,12360,638,Shippensburg,9,True,4,2,2,win,294630,537,1652520,2016
0,0,0,0,0,0,0,0,0,03/01/2016,away,12360,15646,Barton,9,True,9,10,-1,loss,294714,537,1652520,2016
0,0,0,0,0,0,0,0,0,03/04/2016,home,12360,30092,Flagler,9,True,7,2,5,win,295238,537,1652520,2016
8,2,0,0,0,0,0,0,0,03/05/2016,home,12360,30092,Flagler,9,True,10,7,3,win,295759,537,1652520,2016
5,1,1,0,0,0,0,0,0,03/06/2016,home,12360,30092,Flagler,9,True,6,8,-2,loss,296152,537,1652520,2016
7,0,0,0,0,0,0,0,0,03/08/2016,home,12360,1462,Wingate,9,True,3,11,-8,loss,296360,537,1652520,2016
